Name,Address,Latitude,Longitude,distance_to_node,osmid,node_latitude,node_longitude
HealthPark Medical Center,"9981 S Healthpark Dr, Fort Myers, FL 33908",26.50740722,-81.91286969,0.0005221822119730056,1800580377,26.5079195,-81.9129709
