Name,Address,Latitude,Longitude,distance_to_node,osmid,node_latitude,node_longitude
Government Complex - Pine Ridge,"15680 Pine Ridge Rd, Fort Myers, FL 33908",26.51324525,-81.93625036,0.0002212103119228544,4934730413,26.5133018,-81.9360365
