osmid,x,y,total_CYD
1775767046,-81.9367069,26.4474521,0.0
1775767049,-81.9360901,26.4452996,0.0
1775767057,-81.9354716,26.4470705,0.0
1775767058,-81.9365367,26.4472927,0.0
1775767059,-81.936288,26.4454001,0.0
1775767060,-81.9368916,26.4462312,0.0
1775767065,-81.9360787,26.4458,0.0
1775767067,-81.9363919,26.4456594,0.0
1775767070,-81.9366093,26.4474701,0.0
1775767074,-81.9372936,26.4469691,0.0
1775767079,-81.9358205,26.4470742,0.0
1775767082,-81.9364128,26.4475023,0.0
1775767083,-81.9374343,26.4459786,0.0
1775767086,-81.9367348,26.4470215,0.0
1775767094,-81.9362095,26.4455733,0.0
1775767097,-81.935685,26.446209,0.0
1775767100,-81.9367571,26.4467874,0.0
1775767113,-81.9372675,26.44632,0.0
1775767114,-81.93628,26.4470575,0.0
1775771966,-81.9553254,26.4528865,0.0
1775771971,-81.9546551,26.4544756,0.0
1775774197,-81.9595269,26.457485,0.0
1793441053,-81.9513222,26.4619119,0.0
1793441054,-81.9528134,26.4610432,0.0
1793441056,-81.9527456,26.4604521,0.0
1793441057,-81.9521262,26.4616362,0.0
1793441064,-81.9538017,26.4610291,0.0
1793441067,-81.9523525,26.4609639,0.0
1793441071,-81.9537957,26.4608607,0.0
1793441072,-81.9529462,26.4605259,0.0
1793441073,-81.9513953,26.4616503,0.0
1793441075,-81.9523576,26.4622024,0.0
1793441076,-81.9527753,26.4612295,0.0
1793441087,-81.9519106,26.4612853,0.0
