Load Date,Disposal Site,CYD,Proportion,Assigned Trucks
2023-01-31,AandW Bulb Rd DMS,825,0.06992710628920155,4
2023-01-31,Bay Oaks DMS,372,0.03153076792676725,2
2023-01-31,Civic Center DMS,2646,0.22427530089845737,14
2023-01-31,Domestic Rd DMS,328,0.027801322258009832,2
2023-01-31,Lovers Key DMS,76,0.006441769791490083,0
2023-01-31,Paige Field Airport DMS,256,0.02169859298186133,1
2023-01-31,Pine Island DMS,4983,0.4223597219867774,26
2023-01-31,Wakehatchee Park DMS,1089,0.09230378030174606,6
2023-01-31,Wulfert Rd DMS,1223,0.1036616375656891,6
2023-02-01,AandW Bulb Rd DMS,214,0.02186797465767423,1
2023-02-01,Bay Oaks DMS,832,0.0850194154915185,5
2023-02-01,Civic Center DMS,2935,0.29991825056202737,16
2023-02-01,Domestic Rd DMS,177,0.018087063151440833,1
2023-02-01,Paige Field Airport DMS,231,0.023605150214592276,1
2023-02-01,Pine Island DMS,3626,0.37052932761087265,20
2023-02-01,Wakehatchee Park DMS,1143,0.11679950950337216,6
2023-02-01,Wulfert Rd DMS,628,0.06417330880850194,3
2023-02-02,Bay Oaks DMS,1072,0.1552723059096176,7
2023-02-02,Civic Center DMS,1276,0.18482039397450753,8
2023-02-02,Domestic Rd DMS,100,0.014484356894553883,1
2023-02-02,Paige Field Airport DMS,182,0.026361529548088066,1
2023-02-02,Pine Island DMS,2759,0.3996234067207416,18
2023-02-02,Wakehatchee Park DMS,1515,0.2194380069524913,10
2023-02-03,AandW Bulb Rd DMS,853,0.1304480807462915,6
2023-02-03,Bay Oaks DMS,478,0.07309986236427589,3
2023-02-03,Civic Center DMS,2424,0.37069888362134884,16
2023-02-03,Domestic Rd DMS,83,0.012693072335219453,1
2023-02-03,Lovers Key DMS,117,0.017892644135188866,1
2023-02-03,Paige Field Airport DMS,123,0.018810215629301116,1
2023-02-03,Pine Island DMS,2461,0.3763572411683744,16
2023-02-04,AandW Bulb Rd DMS,1651,0.18142857142857144,7
2023-02-04,Bay Oaks DMS,644,0.07076923076923076,3
2023-02-04,Civic Center DMS,2701,0.2968131868131868,12
2023-02-04,Lovers Key DMS,48,0.005274725274725275,0
2023-02-04,Pine Island DMS,3345,0.3675824175824176,14
2023-02-04,Wulfert Rd DMS,711,0.07813186813186813,3
2023-02-05,AandW Bulb Rd DMS,1766,0.28274095421069484,12
2023-02-05,Bay Oaks DMS,211,0.03378162023695165,1
2023-02-05,Civic Center DMS,857,0.1372078130003202,6
2023-02-05,Domestic Rd DMS,330,0.052833813640730067,2
2023-02-05,Lovers Key DMS,156,0.024975984630163303,1
2023-02-05,Paige Field Airport DMS,286,0.045789305155299394,2
2023-02-05,Pine Island DMS,1035,0.16570605187319884,7
2023-02-05,Wulfert Rd DMS,1605,0.25696445725264166,11
2023-02-06,AandW Bulb Rd DMS,2536,0.2628251632293502,12
2023-02-06,Bay Oaks DMS,530,0.05492797181055031,2
2023-02-06,Canal St DMS,135,0.013991087159291118,1
2023-02-06,Civic Center DMS,2115,0.2191936988288942,10
2023-02-06,Lovers Key DMS,51,0.0052855218157322,0
2023-02-06,Paige Field Airport DMS,51,0.0052855218157322,0
2023-02-06,Pine Island DMS,3111,0.3224168307596642,15
2023-02-06,Wulfert Rd DMS,1120,0.11607420458078557,5
2023-02-07,AandW Bulb Rd DMS,2119,0.2037304105374483,10
2023-02-07,Bay Oaks DMS,1969,0.18930872031535428,9
2023-02-07,Civic Center DMS,2090,0.20094221709451016,10
2023-02-07,FMB Elementary School DMS,37,0.003557350254783194,0
2023-02-07,Lovers Key DMS,220,0.02115181232573791,1
2023-02-07,Pine Island DMS,2642,0.2540140371118162,12
2023-02-07,Wulfert Rd DMS,1324,0.12729545236034998,6
2023-02-08,AandW Bulb Rd DMS,1472,0.13686657368665736,8
2023-02-08,Bay Oaks DMS,378,0.035146443514644354,2
2023-02-08,Civic Center DMS,2732,0.25402138540213853,15
2023-02-08,Lovers Key DMS,1187,0.11036727103672711,7
2023-02-08,Paige Field Airport DMS,448,0.04165504416550442,2
2023-02-08,Pine Island DMS,3114,0.2895397489539749,17
2023-02-08,Wulfert Rd DMS,1424,0.1324035332403533,8
2023-02-09,AandW Bulb Rd DMS,618,0.06715931319278418,4
2023-02-09,Canal St DMS,128,0.013910019560965008,1
2023-02-09,Domestic Rd DMS,203,0.02206042164746794,1
2023-02-09,Lovers Key DMS,1626,0.1767007172353836,11
2023-02-09,Paige Field Airport DMS,3310,0.3597044120843295,23
2023-02-09,Pine Island DMS,2968,0.3225385785698761,21
2023-02-09,Wulfert Rd DMS,349,0.03792653770919365,2
2023-02-10,AandW Bulb Rd DMS,787,0.11364620938628159,5
2023-02-10,Domestic Rd DMS,472,0.06815884476534297,3
2023-02-10,Lovers Key DMS,811,0.11711191335740072,5
2023-02-10,Paige Field Airport DMS,2804,0.4049097472924188,18
2023-02-10,Pine Island DMS,2051,0.29617328519855596,13
2023-02-11,AandW Bulb Rd DMS,804,0.08555011704618004,4
2023-02-11,Domestic Rd DMS,451,0.047988933815705466,2
2023-02-11,Lovers Key DMS,788,0.08384762715471376,3
2023-02-11,Paige Field Airport DMS,2575,0.27399446690785273,11
2023-02-11,Pine Island DMS,3377,0.3593317727175995,15
2023-02-11,Wulfert Rd DMS,1403,0.1492870823579485,6
2023-02-12,AandW Bulb Rd DMS,1823,0.3637270550678372,7
2023-02-12,Domestic Rd DMS,153,0.030526735833998404,1
2023-02-12,Lovers Key DMS,324,0.06464485235434957,1
2023-02-12,Paige Field Airport DMS,1427,0.2847166799680766,6
2023-02-12,Wulfert Rd DMS,1285,0.25638467677573823,5
2023-02-13,AandW Bulb Rd DMS,853,0.14988578457213145,4
2023-02-13,Domestic Rd DMS,549,0.09646810753821825,3
2023-02-13,Lovers Key DMS,340,0.05974345457740292,2
2023-02-13,Paige Field Airport DMS,495,0.08697944122298366,2
2023-02-13,Pine Island DMS,2812,0.49411351256369707,14
2023-02-13,Wulfert Rd DMS,642,0.11280969952556669,3
2023-02-14,AandW Bulb Rd DMS,1214,0.16905723436847236,7
2023-02-14,Domestic Rd DMS,489,0.06809636540871745,3
2023-02-14,Lovers Key DMS,528,0.07352736387689737,3
2023-02-14,Paige Field Airport DMS,1542,0.21473332404957526,9
2023-02-14,Pine Island DMS,2416,0.33644339228519704,15
2023-02-14,Wulfert Rd DMS,992,0.13814232001114052,6
2023-02-15,AandW Bulb Rd DMS,1850,0.2385557704706641,10
2023-02-15,Domestic Rd DMS,96,0.012379110251450677,1
2023-02-15,Lovers Key DMS,332,0.04281108961960026,2
2023-02-15,Paige Field Airport DMS,1290,0.16634429400386846,7
2023-02-15,Pine Island DMS,2401,0.3096067053513862,13
2023-02-15,Wulfert Rd DMS,1786,0.23030303030303031,10
2023-02-16,AandW Bulb Rd DMS,568,0.10528266913809083,4
2023-02-16,Domestic Rd DMS,128,0.023725671918443002,1
2023-02-16,Lovers Key DMS,268,0.04967562557924004,2
2023-02-16,Paige Field Airport DMS,1207,0.223725671918443,9
2023-02-16,Pine Island DMS,2866,0.5312326227988878,22
2023-02-16,USA Mulch LLC FDS,358,0.06635773864689527,3
2023-02-17,AandW Bulb Rd DMS,1628,0.23700684233512884,11
2023-02-17,Domestic Rd DMS,200,0.029116319697190276,1
2023-02-17,Lovers Key DMS,244,0.03552191003057214,2
2023-02-17,Paige Field Airport DMS,1249,0.18183141650895326,8
2023-02-17,Pine Island DMS,2295,0.3341097685252584,15
2023-02-17,USA Mulch LLC FDS,858,0.12490901150094628,6
2023-02-17,Wulfert Rd DMS,395,0.057504731401950795,3
2023-02-18,AandW Bulb Rd DMS,833,0.14217443249701314,7
2023-02-18,Lovers Key DMS,164,0.027991124765318315,1
2023-02-18,Paige Field Airport DMS,2245,0.3831711896228025,20
2023-02-18,Pine Island DMS,1704,0.29083461341525857,15
2023-02-18,USA Mulch LLC FDS,913,0.15582863969960745,8
2023-02-19,AandW Bulb Rd DMS,1538,0.32702530299808635,8
2023-02-19,Domestic Rd DMS,164,0.034871358707208165,1
2023-02-19,Lovers Key DMS,304,0.06463959174994684,1
2023-02-19,Paige Field Airport DMS,1425,0.30299808632787584,7
2023-02-19,USA Mulch LLC FDS,227,0.04826706357644057,1
2023-02-19,Wulfert Rd DMS,1045,0.22219859664044228,5
2023-02-20,AandW Bulb Rd DMS,1286,0.21930422919508868,9
2023-02-20,Domestic Rd DMS,393,0.06701909959072305,3
2023-02-20,Lovers Key DMS,484,0.082537517053206,3
2023-02-20,Paige Field Airport DMS,871,0.14853342428376534,6
2023-02-20,Pine Island DMS,1982,0.3379945429740791,14
2023-02-20,Wulfert Rd DMS,848,0.1446111869031378,6
2023-02-21,AandW Bulb Rd DMS,673,0.11360567184334909,4
2023-02-21,Lovers Key DMS,352,0.05941931127616475,2
2023-02-21,Paige Field Airport DMS,1456,0.24577987846049967,9
2023-02-21,Pine Island DMS,2882,0.4864956110735989,18
2023-02-21,Wulfert Rd DMS,561,0.09469952734638758,4
2023-02-22,AandW Bulb Rd DMS,696,0.12039439543331604,5
2023-02-22,Domestic Rd DMS,272,0.047050683272790175,2
2023-02-22,Paige Field Airport DMS,1967,0.3402525514616848,13
2023-02-22,Pine Island DMS,2846,0.492302369832209,19
2023-02-23,AandW Bulb Rd DMS,563,0.08857772183763374,4
2023-02-23,Domestic Rd DMS,482,0.07583385777218377,3
2023-02-23,Lovers Key DMS,278,0.04373820012586532,2
2023-02-23,Paige Field Airport DMS,2427,0.38184392699811204,15
2023-02-23,Pine Island DMS,2606,0.41000629326620514,16
2023-02-24,AandW Bulb Rd DMS,1728,0.30774710596616206,15
2023-02-24,Domestic Rd DMS,482,0.08584149599287623,4
2023-02-24,Lovers Key DMS,495,0.0881567230632235,4
2023-02-24,Paige Field Airport DMS,1598,0.28459483526268925,14
2023-02-24,Pine Island DMS,1312,0.23365983971504897,11
2023-02-25,AandW Bulb Rd DMS,2601,0.5159690537591748,11
2023-02-25,Lovers Key DMS,450,0.08926800238048006,2
2023-02-25,Paige Field Airport DMS,946,0.18766117833763143,4
2023-02-25,Pine Island DMS,929,0.1842888315810355,4
2023-02-25,Wulfert Rd DMS,115,0.02281293394167824,0
2023-02-26,AandW Bulb Rd DMS,2083,0.6642219387755102,26
2023-02-26,Lovers Key DMS,321,0.10235969387755102,4
2023-02-26,Paige Field Airport DMS,732,0.23341836734693877,9
2023-02-27,AandW Bulb Rd DMS,2303,0.4527226263023393,19
2023-02-27,Lovers Key DMS,339,0.06664045606447808,3
2023-02-27,Paige Field Airport DMS,1246,0.24493807745232946,10
2023-02-27,Pine Island DMS,1199,0.23569884018085316,10
2023-02-28,AandW Bulb Rd DMS,2088,0.5529661016949152,19
2023-02-28,Paige Field Airport DMS,816,0.21610169491525424,7
2023-02-28,Pine Island DMS,872,0.2309322033898305,8
2023-03-01,AandW Bulb Rd DMS,1422,0.2823108993448481,9
2023-03-01,Paige Field Airport DMS,1771,0.3515981735159817,11
2023-03-01,Pine Island DMS,1047,0.20786182251340082,7
2023-03-01,Wulfert Rd DMS,797,0.1582291046257693,5
2023-03-02,AandW Bulb Rd DMS,1356,0.27234384414541074,7
2023-03-02,Paige Field Airport DMS,2189,0.43964651536453103,11
2023-03-02,Pine Island DMS,966,0.19401486242217314,5
2023-03-02,Wulfert Rd DMS,468,0.09399477806788512,2
2023-03-03,AandW Bulb Rd DMS,1292,0.2958552782230364,9
2023-03-03,Lovers Key DMS,132,0.030226700251889168,1
2023-03-03,Paige Field Airport DMS,1512,0.346233111976185,11
2023-03-03,Pine Island DMS,932,0.2134188229906114,7
2023-03-03,Wulfert Rd DMS,499,0.114266086558278,4
2023-03-04,AandW Bulb Rd DMS,2207,0.5720580611715915,18
2023-03-04,Lovers Key DMS,130,0.033696215655780196,1
2023-03-04,Paige Field Airport DMS,723,0.187402799377916,6
2023-03-04,Pine Island DMS,798,0.20684292379471228,6
2023-03-05,AandW Bulb Rd DMS,2504,0.5506927644600835,19
2023-03-05,Paige Field Airport DMS,1673,0.3679349021332747,13
2023-03-05,Wulfert Rd DMS,370,0.08137233340664174,3
2023-03-06,AandW Bulb Rd DMS,2156,0.31264501160092806,9
2023-03-06,Paige Field Airport DMS,1700,0.24651972157772623,7
2023-03-06,Pine Island DMS,3040,0.4408352668213457,12
2023-03-07,AandW Bulb Rd DMS,1413,0.2215428033866416,6
2023-03-07,Paige Field Airport DMS,1572,0.2464722483537159,7
2023-03-07,Pine Island DMS,3122,0.4894951395421762,14
2023-03-07,Wulfert Rd DMS,271,0.04248980871746629,1
2023-03-08,AandW Bulb Rd DMS,930,0.11929194458696768,5
2023-03-08,Lovers Key DMS,502,0.06439199589533094,3
2023-03-08,Paige Field Airport DMS,2885,0.37006157003591583,17
2023-03-08,Pine Island DMS,2962,0.37993842996408417,17
2023-03-08,Wulfert Rd DMS,517,0.06631605951770138,3
2023-03-09,AandW Bulb Rd DMS,375,0.04638792676892627,2
2023-03-09,Lovers Key DMS,442,0.05467590301830777,3
2023-03-09,Paige Field Airport DMS,3354,0.4148936170212766,22
2023-03-09,Pine Island DMS,3554,0.4396338446313706,23
2023-03-09,Wulfert Rd DMS,359,0.044408708560118755,2
2023-03-10,AandW Bulb Rd DMS,312,0.03513909224011713,2
2023-03-10,Lovers Key DMS,590,0.06644892442842662,3
2023-03-10,Paige Field Airport DMS,3371,0.37965987160716297,19
2023-03-10,Pine Island DMS,3872,0.4360851447235049,22
2023-03-10,Wulfert Rd DMS,734,0.08266696700078838,4
2023-03-11,AandW Bulb Rd DMS,400,0.06323110970597534,3
2023-03-11,Lovers Key DMS,125,0.019759721783117294,1
2023-03-11,Paige Field Airport DMS,2571,0.4064179576351565,21
2023-03-11,Pine Island DMS,1813,0.28659500474233324,15
2023-03-11,Wulfert Rd DMS,1417,0.22399620613341764,11
2023-03-12,AandW Bulb Rd DMS,109,0.01579023612921918,0
2023-03-12,Paige Field Airport DMS,2582,0.3740402723453571,8
2023-03-12,Pine Island DMS,2406,0.3485441112559757,7
2023-03-12,Wulfert Rd DMS,1806,0.2616253802694481,5
2023-03-13,AandW Bulb Rd DMS,1158,0.17309417040358743,9
2023-03-13,Lovers Key DMS,359,0.05366218236173393,3
2023-03-13,Paige Field Airport DMS,1747,0.261136023916293,13
2023-03-13,Pine Island DMS,2487,0.3717488789237668,19
2023-03-13,Wulfert Rd DMS,939,0.14035874439461885,7
2023-03-14,AandW Bulb Rd DMS,421,0.0602030602030602,3
2023-03-14,Paige Field Airport DMS,2797,0.39997139997139997,18
2023-03-14,Pine Island DMS,2997,0.42857142857142855,20
2023-03-14,Wulfert Rd DMS,778,0.11125411125411125,5
2023-03-15,AandW Bulb Rd DMS,1045,0.20330739299610895,9
2023-03-15,Paige Field Airport DMS,1225,0.23832684824902725,10
2023-03-15,Pine Island DMS,2271,0.44182879377431905,19
2023-03-15,Wulfert Rd DMS,599,0.11653696498054475,5
2023-03-16,AandW Bulb Rd DMS,1954,0.6829779797273681,26
2023-03-16,Paige Field Airport DMS,384,0.13421880461377142,5
2023-03-16,Wulfert Rd DMS,523,0.18280321565886054,7
2023-03-17,AandW Bulb Rd DMS,1515,0.37733499377334995,13
2023-03-17,Lovers Key DMS,434,0.10809464508094645,4
2023-03-17,Paige Field Airport DMS,380,0.09464508094645081,3
2023-03-17,Pine Island DMS,1112,0.27696139476961396,10
2023-03-17,Wulfert Rd DMS,574,0.14296388542963887,5
2023-03-18,AandW Bulb Rd DMS,1556,0.5605187319884726,20
2023-03-18,Lovers Key DMS,256,0.09221902017291066,3
2023-03-18,Paige Field Airport DMS,452,0.1628242074927954,6
2023-03-18,Pine Island DMS,512,0.1844380403458213,7
2023-03-19,AandW Bulb Rd DMS,1187,0.5174367916303401,20
2023-03-19,Lovers Key DMS,364,0.15867480383609417,6
2023-03-19,Paige Field Airport DMS,743,0.3238884045335658,12
2023-03-20,AandW Bulb Rd DMS,1456,0.9256198347107438,41
2023-03-20,Paige Field Airport DMS,117,0.0743801652892562,3
2023-03-21,AandW Bulb Rd DMS,1009,0.588681446907818,6
2023-03-21,Paige Field Airport DMS,377,0.21995332555425903,2
2023-03-21,Pine Island DMS,328,0.19136522753792298,2
2023-03-22,AandW Bulb Rd DMS,1030,0.4921165790731008,5
2023-03-22,Paige Field Airport DMS,632,0.3019589106545628,3
2023-03-22,Pine Island DMS,431,0.20592451027233635,2
2023-03-23,AandW Bulb Rd DMS,223,0.12152588555858311,1
2023-03-23,Lovers Key DMS,186,0.10136239782016349,1
2023-03-23,Paige Field Airport DMS,1152,0.6277929155313352,8
2023-03-23,Pine Island DMS,274,0.14931880108991827,2
2023-03-24,AandW Bulb Rd DMS,1523,0.5661710037174721,7
2023-03-24,Lovers Key DMS,309,0.11486988847583643,1
2023-03-24,Paige Field Airport DMS,597,0.22193308550185872,3
2023-03-24,Pine Island DMS,261,0.09702602230483272,1
2023-03-25,AandW Bulb Rd DMS,1474,0.6473429951690821,6
2023-03-25,Paige Field Airport DMS,144,0.06324110671936758,1
2023-03-25,Wulfert Rd DMS,659,0.2894158981115503,3
2023-03-26,AandW Bulb Rd DMS,532,0.15032495055100312,2
2023-03-26,Lovers Key DMS,93,0.0262786097767731,0
2023-03-26,Paige Field Airport DMS,1760,0.4973156258830178,5
2023-03-26,Wulfert Rd DMS,1154,0.326080813789206,3
2023-03-27,AandW Bulb Rd DMS,219,0.09366980325064157,1
2023-03-27,Lovers Key DMS,418,0.1787852865697177,3
2023-03-27,Paige Field Airport DMS,1249,0.5342172797262618,8
2023-03-27,Pine Island DMS,381,0.16295979469632163,2
2023-03-27,Wulfert Rd DMS,71,0.030367835757057315,0
2023-03-28,AandW Bulb Rd DMS,227,0.1099273607748184,2
2023-03-28,Lovers Key DMS,270,0.13075060532687652,2
2023-03-28,Paige Field Airport DMS,1173,0.5680387409200969,9
2023-03-28,Pine Island DMS,395,0.19128329297820823,3
2023-03-29,AandW Bulb Rd DMS,2034,0.5876914186651256,9
2023-03-29,Lovers Key DMS,280,0.08090147356255417,1
2023-03-29,Paige Field Airport DMS,118,0.03409419242993354,1
2023-03-29,Pine Island DMS,556,0.16064721178850044,2
2023-03-29,Wulfert Rd DMS,473,0.13666570355388616,2
