Load Date,Disposal Site,CYD,Proportion,Assigned Trucks
2022-12-05,Civic Center DMS,16375,0.22735477063201154,53
2022-12-05,Domestic Rd DMS,12260,0.17022103743196712,40
2022-12-05,Lee Health Bonita Springs DMS,826,0.011468399422414751,3
2022-12-05,Lovers Key DMS,2385,0.033113962012662444,8
2022-12-05,Paige Field Airport DMS,6740,0.09357991780517605,22
2022-12-05,Pine Island DMS,13214,0.1834666222370321,43
2022-12-05,Wakehatchee Park DMS,12570,0.17452515828057313,41
2022-12-05,Wheeler Rd DMS ,1380,0.019160279906697768,5
2022-12-05,Wulfert Rd DMS,2007,0.02786571142952349,7
2022-12-06,AandW Bulb Rd DMS,6122,0.08934096083124161,22
2022-12-06,Bay Oaks DMS,337,0.004917984939583212,1
2022-12-06,Civic Center DMS,15065,0.21984997956920202,54
2022-12-06,Domestic Rd DMS,7152,0.10437219076527932,26
2022-12-06,Lee Health Bonita Springs DMS,2087,0.030456482400326893,7
2022-12-06,Lovers Key DMS,2281,0.033287607261689334,8
2022-12-06,Paige Field Airport DMS,6998,0.10212480298873387,25
2022-12-06,Pine Island DMS,12770,0.18635806432782676,46
2022-12-06,Wakehatchee Park DMS,11889,0.17350125503473235,43
2022-12-06,Wheeler Rd DMS ,1576,0.022999241141789736,6
2022-12-06,Wulfert Rd DMS,2247,0.03279143073959489,8
2022-12-07,AandW Bulb Rd DMS,2248,0.03805138968820881,9
2022-12-07,Civic Center DMS,13476,0.22810521683198484,53
2022-12-07,Domestic Rd DMS,3441,0.05824503199160432,14
2022-12-07,Lee Health Bonita Springs DMS,2500,0.0423169369308372,10
2022-12-07,Lovers Key DMS,2477,0.041927621111073496,10
2022-12-07,Paige Field Airport DMS,9040,0.15301804394190732,36
2022-12-07,Pine Island DMS,12853,0.2175598361488202,50
2022-12-07,Wakehatchee Park DMS,9451,0.15997494837333695,37
2022-12-07,Wheeler Rd DMS ,1112,0.018822573546836387,4
2022-12-07,Wulfert Rd DMS,2480,0.0419784014353905,10
2022-12-08,AandW Bulb Rd DMS,5597,0.11154290725018932,25
2022-12-08,Bay Oaks DMS,86,0.001713898521264299,0
2022-12-08,Civic Center DMS,11853,0.23621906014588068,54
2022-12-08,Domestic Rd DMS,3601,0.07176451831479931,16
2022-12-08,Lee Health Bonita Springs DMS,1475,0.029395352544940013,7
2022-12-08,Lovers Key DMS,660,0.013153174698074853,3
2022-12-08,Paige Field Airport DMS,9127,0.18189246283231694,41
2022-12-08,Pine Island DMS,11434,0.2278687871178604,52
2022-12-08,Wakehatchee Park DMS,3275,0.06526764717605325,15
2022-12-08,Wheeler Rd DMS ,950,0.01893259994419865,4
2022-12-08,Wulfert Rd DMS,2120,0.04224959145442226,10
2022-12-09,AandW Bulb Rd DMS,2889,0.05718640511490726,14
2022-12-09,Bay Oaks DMS,376,0.007442744314020468,2
2022-12-09,Civic Center DMS,10097,0.19986539717729962,49
2022-12-09,Domestic Rd DMS,3955,0.0782873770264653,19
2022-12-09,FMB Elementary School DMS,130,0.0025732892575070767,1
2022-12-09,Lee Health Bonita Springs DMS,1980,0.03919317484510778,10
2022-12-09,Lovers Key DMS,1100,0.02177398602505988,5
2022-12-09,Paige Field Airport DMS,7402,0.14651913141590292,36
2022-12-09,Pine Island DMS,13131,0.2599220095409648,64
2022-12-09,Wakehatchee Park DMS,7460,0.14766721431540608,36
2022-12-09,Wheeler Rd DMS ,337,0.006670757536768344,2
2022-12-09,Wulfert Rd DMS,1662,0.03289851343059047,8
2022-12-10,AandW Bulb Rd DMS,3455,0.06265186958256265,14
2022-12-10,Bay Oaks DMS,267,0.004841692960504841,1
2022-12-10,Civic Center DMS,11328,0.2054183440322054,46
2022-12-10,Domestic Rd DMS,4952,0.0897979907880898,20
2022-12-10,FMB Elementary School DMS,54,0.0009792188010009793,0
2022-12-10,Lee Health Bonita Springs DMS,1927,0.03494360425053494,8
2022-12-10,Lovers Key DMS,1365,0.024752475247524754,5
2022-12-10,Paige Field Airport DMS,6792,0.12316396474812316,27
2022-12-10,Pine Island DMS,13634,0.24723461357124724,55
2022-12-10,Wakehatchee Park DMS,9706,0.176005512639176,39
2022-12-10,Wheeler Rd DMS ,397,0.007199071555507199,2
2022-12-10,Wulfert Rd DMS,1269,0.023011641823523013,5
2022-12-11,AandW Bulb Rd DMS,3252,0.05618521078092605,12
2022-12-11,Civic Center DMS,11099,0.19175881133379405,41
2022-12-11,Domestic Rd DMS,5906,0.1020387007601935,22
2022-12-11,Lee Health Bonita Springs DMS,991,0.017121630960608154,4
2022-12-11,Lovers Key DMS,1525,0.02634761575673808,6
2022-12-11,Paige Field Airport DMS,8849,0.1528852798894264,33
2022-12-11,Pine Island DMS,17226,0.2976157567380788,64
2022-12-11,Wakehatchee Park DMS,7900,0.13648928818244643,29
2022-12-11,Wheeler Rd DMS ,371,0.006409813407049067,1
2022-12-11,Wulfert Rd DMS,761,0.01314789219073946,3
2022-12-12,AandW Bulb Rd DMS,3413,0.06767528553299493,13
2022-12-12,Bay Oaks DMS,537,0.010648001269035532,2
2022-12-12,Civic Center DMS,11891,0.23578283629441624,47
2022-12-12,Domestic Rd DMS,4040,0.08010786802030456,16
2022-12-12,Lee Health Bonita Springs DMS,1111,0.022029663705583756,4
2022-12-12,Lovers Key DMS,862,0.01709232233502538,3
2022-12-12,Paige Field Airport DMS,4354,0.08633407360406091,17
2022-12-12,Pine Island DMS,15172,0.3008407360406091,60
2022-12-12,Wakehatchee Park DMS,8213,0.16285295050761422,32
2022-12-12,Wheeler Rd DMS ,145,0.0028751586294416243,1
2022-12-12,Wulfert Rd DMS,694,0.013761104060913706,3
2022-12-13,AandW Bulb Rd DMS,2493,0.05454306780143085,11
2022-12-13,Bay Oaks DMS,35,0.000765747040934649,0
2022-12-13,Civic Center DMS,11301,0.24724878027435623,48
2022-12-13,Domestic Rd DMS,3519,0.07699039534425799,15
2022-12-13,Lee Health Bonita Springs DMS,93,0.0020346992801977817,0
2022-12-13,Lovers Key DMS,261,0.005710285076684096,1
2022-12-13,Paige Field Airport DMS,5407,0.11829697858096135,23
2022-12-13,Pine Island DMS,14507,0.31739120922397007,61
2022-12-13,Wakehatchee Park DMS,7267,0.15899096418491698,31
2022-12-13,Wheeler Rd DMS ,134,0.002931717242435513,1
2022-12-13,Wulfert Rd DMS,690,0.015096155949854508,3
2022-12-14,AandW Bulb Rd DMS,1360,0.02773302881380126,5
2022-12-14,Civic Center DMS,10748,0.21917249536083525,42
2022-12-14,Domestic Rd DMS,2102,0.04286384306368401,8
2022-12-14,Lee Health Bonita Springs DMS,351,0.007157568465914884,1
2022-12-14,Lovers Key DMS,541,0.011032035726666532,2
2022-12-14,Paige Field Airport DMS,7958,0.16227900242664003,31
2022-12-14,Pine Island DMS,15154,0.3090193519443708,59
2022-12-14,Wakehatchee Park DMS,8892,0.18132506780317706,34
2022-12-14,Wheeler Rd DMS ,139,0.0028344786802340996,1
2022-12-14,Wulfert Rd DMS,1794,0.036583127714676075,7
2022-12-15,AandW Bulb Rd DMS,373,0.008010136150839668,1
2022-12-15,Civic Center DMS,8367,0.17968045354980028,33
2022-12-15,Domestic Rd DMS,3164,0.06794657045913327,13
2022-12-15,Lee Health Bonita Springs DMS,210,0.00450972812781858,1
2022-12-15,Lovers Key DMS,558,0.01198299188248937,2
2022-12-15,Paige Field Airport DMS,6039,0.12968689601855432,24
2022-12-15,Pine Island DMS,17603,0.3780225915904308,70
2022-12-15,Wakehatchee Park DMS,7127,0.1530515826998239,28
2022-12-15,Wheeler Rd DMS ,177,0.0038010565648756603,1
2022-12-15,Wulfert Rd DMS,2948,0.06330799295623417,12
2022-12-16,Civic Center DMS,8033,0.1678507250616407,31
2022-12-16,Domestic Rd DMS,3049,0.0637093066989845,12
2022-12-16,Lovers Key DMS,593,0.012390822850934013,2
2022-12-16,Paige Field Airport DMS,5976,0.12486940532408375,23
2022-12-16,Pine Island DMS,17558,0.36687701115800914,69
2022-12-16,Wakehatchee Park DMS,9108,0.1903130093192361,36
2022-12-16,Wheeler Rd DMS ,96,0.0020059342220736347,0
2022-12-16,Wulfert Rd DMS,3445,0.07198378536503824,13
2022-12-17,Bay Oaks DMS,412,0.008411253113388592,1
2022-12-17,Civic Center DMS,9093,0.18563962271854967,30
2022-12-17,Domestic Rd DMS,5036,0.10281327834714793,17
2022-12-17,Lovers Key DMS,763,0.015577150790086154,3
2022-12-17,Paige Field Airport DMS,5962,0.12171818218937569,20
2022-12-17,Pine Island DMS,15950,0.3256298232003593,53
2022-12-17,Wakehatchee Park DMS,8674,0.17708545996488506,29
2022-12-17,Wheeler Rd DMS ,303,0.006185945857661999,1
2022-12-17,Wulfert Rd DMS,2789,0.056939283818545586,9
2022-12-18,AandW Bulb Rd DMS,204,0.004637523017117916,1
2022-12-18,Bay Oaks DMS,78,0.001773170565368615,0
2022-12-18,Civic Center DMS,7522,0.17099729477824002,26
2022-12-18,Domestic Rd DMS,2783,0.06326581645411353,10
2022-12-18,Lee Health Bonita Springs DMS,111,0.0025233581122553364,0
2022-12-18,Lovers Key DMS,831,0.018891086407965628,3
2022-12-18,Paige Field Airport DMS,7576,0.17222487440041828,26
2022-12-18,Pine Island DMS,15879,0.3609766077883107,55
2022-12-18,Wakehatchee Park DMS,7059,0.16047193616585964,24
2022-12-18,Wheeler Rd DMS ,244,0.005546841255768487,1
2022-12-18,Wulfert Rd DMS,1702,0.03869149105458183,6
2022-12-19,AandW Bulb Rd DMS,25,0.0006310422293459878,0
2022-12-19,Bay Oaks DMS,247,0.00623469722593836,1
2022-12-19,Civic Center DMS,4899,0.12365903526263977,22
2022-12-19,Domestic Rd DMS,881,0.02223792816215261,4
2022-12-19,Lee Health Bonita Springs DMS,160,0.004038670267814322,1
2022-12-19,Lovers Key DMS,1503,0.03793825882828079,7
2022-12-19,Paige Field Airport DMS,5847,0.14758815659943963,27
2022-12-19,Pine Island DMS,17041,0.43014362521139915,78
2022-12-19,Wakehatchee Park DMS,6942,0.1752278062447939,32
2022-12-19,Wheeler Rd DMS ,219,0.005527929929070853,1
2022-12-19,Wulfert Rd DMS,1853,0.04677285003912462,8
2022-12-20,AandW Bulb Rd DMS,1112,0.034363411619283066,4
2022-12-20,Civic Center DMS,3088,0.0954264524103832,11
2022-12-20,Lee Health Bonita Springs DMS,62,0.0019159456118665018,0
2022-12-20,Lovers Key DMS,566,0.017490729295426454,2
2022-12-20,Paige Field Airport DMS,4381,0.1353831891223733,16
2022-12-20,Pine Island DMS,13062,0.40364647713226204,46
2022-12-20,Wakehatchee Park DMS,7414,0.22911001236093942,26
2022-12-20,Wheeler Rd DMS ,97,0.0029975278121137207,0
2022-12-20,Wulfert Rd DMS,2578,0.07966625463535229,9
2022-12-21,AandW Bulb Rd DMS,1159,0.07075270130028692,5
2022-12-21,Civic Center DMS,1635,0.09981075636408034,7
2022-12-21,Paige Field Airport DMS,1468,0.08961601855808558,6
2022-12-21,Pine Island DMS,5034,0.3073072461998657,21
2022-12-21,Wakehatchee Park DMS,5575,0.34033331298455527,23
2022-12-21,Wulfert Rd DMS,1510,0.09217996459312618,6
2022-12-22,Civic Center DMS,433,0.0730801687763713,3
2022-12-22,Paige Field Airport DMS,86,0.014514767932489452,1
2022-12-22,Pine Island DMS,1965,0.33164556962025316,13
2022-12-22,Wakehatchee Park DMS,3441,0.5807594936708861,22
2022-12-27,Civic Center DMS,2417,0.43245661120057255,10
2022-12-27,Pine Island DMS,3172,0.5675433887994275,12
2022-12-28,Civic Center DMS,3507,0.5519357884796978,13
2022-12-28,Pine Island DMS,2847,0.4480642115203022,11
2022-12-29,Civic Center DMS,3487,0.9691495275152863,23
2022-12-29,Pine Island DMS,111,0.03085047248471373,1
2022-12-30,Civic Center DMS,3830,0.689593086064098,17
2022-12-30,Pine Island DMS,1724,0.31040691393590203,7
2022-12-31,Civic Center DMS,1040,1.0,8
2023-01-02,AandW Bulb Rd DMS,221,0.0482532751091703,1
2023-01-02,Civic Center DMS,3074,0.6711790393013101,12
2023-01-02,Paige Field Airport DMS,78,0.01703056768558952,0
2023-01-02,Pine Island DMS,1207,0.26353711790393014,5
2023-01-03,AandW Bulb Rd DMS,5861,0.5882175832998796,20
2023-01-03,Bay Oaks DMS,588,0.059012444801284626,2
2023-01-03,Civic Center DMS,1835,0.1841629867523083,6
2023-01-03,Pine Island DMS,1458,0.1463267763950221,5
2023-01-03,Wakehatchee Park DMS,222,0.02228020875150542,1
2023-01-04,AandW Bulb Rd DMS,435,0.01030024625876113,1
2023-01-04,Bay Oaks DMS,140,0.003315021784428869,0
2023-01-04,Civic Center DMS,5089,0.1205010418639894,16
2023-01-04,Domestic Rd DMS,3476,0.0823072551619625,11
2023-01-04,Lee Health Bonita Springs DMS,675,0.015983140746353475,2
2023-01-04,Lovers Key DMS,1390,0.03291343057397234,4
2023-01-04,Paige Field Airport DMS,5311,0.1257577192650123,16
2023-01-04,Pine Island DMS,14711,0.34833775336237927,45
2023-01-04,Wakehatchee Park DMS,7881,0.1866120477363137,24
2023-01-04,Wheeler Rd DMS ,285,0.006748437204015912,1
2023-01-04,Wulfert Rd DMS,2839,0.06722390604281114,9
2023-01-05,AandW Bulb Rd DMS,456,0.009480643685808142,2
2023-01-05,Civic Center DMS,6939,0.14426795292943573,25
2023-01-05,Domestic Rd DMS,3828,0.07958750883612624,14
2023-01-05,Lee Health Bonita Springs DMS,570,0.011850804607260177,2
2023-01-05,Lovers Key DMS,1168,0.024283754002245417,4
2023-01-05,Paige Field Airport DMS,5250,0.109152147698449,19
2023-01-05,Pine Island DMS,15978,0.33219676493825107,56
2023-01-05,Wakehatchee Park DMS,8247,0.17146243087030646,29
2023-01-05,Wheeler Rd DMS ,141,0.0029315148239012017,0
2023-01-05,Wulfert Rd DMS,5521,0.11478647760821656,20
2023-01-06,AandW Bulb Rd DMS,322,0.006964119644440599,1
2023-01-06,Bay Oaks DMS,465,0.010056880852996518,2
2023-01-06,Civic Center DMS,7756,0.1677444470878301,33
2023-01-06,Domestic Rd DMS,4391,0.09496723403334992,19
2023-01-06,Lee Health Bonita Springs DMS,576,0.012457555637260203,2
2023-01-06,Lovers Key DMS,533,0.011527564504617513,2
2023-01-06,Paige Field Airport DMS,3806,0.08231502908925752,16
2023-01-06,Pine Island DMS,15988,0.34578367973700713,68
2023-01-06,Wakehatchee Park DMS,7948,0.1718969656335835,34
2023-01-06,Wheeler Rd DMS ,144,0.003114388909315051,1
2023-01-06,Wulfert Rd DMS,4308,0.09317213487034193,18
2023-01-07,AandW Bulb Rd DMS,1606,0.03646022520886306,7
2023-01-07,Civic Center DMS,8438,0.1915637486378496,38
2023-01-07,Domestic Rd DMS,4727,0.10731474754812931,21
2023-01-07,Lee Health Bonita Springs DMS,562,0.0127588085724664,3
2023-01-07,Lovers Key DMS,1114,0.025290592081365783,5
2023-01-07,Paige Field Airport DMS,3577,0.08120686523792227,16
2023-01-07,Pine Island DMS,14115,0.32044587722484563,63
2023-01-07,Wakehatchee Park DMS,6610,0.15006356701779877,30
2023-01-07,Wheeler Rd DMS ,91,0.002065928078459862,0
2023-01-07,Wulfert Rd DMS,3208,0.0728296403922993,14
2023-01-08,AandW Bulb Rd DMS,1908,0.04745796438165357,7
2023-01-08,Bay Oaks DMS,72,0.0017908665804397571,0
2023-01-08,Civic Center DMS,6149,0.15294498059894537,23
2023-01-08,Domestic Rd DMS,3223,0.08016615262162968,12
2023-01-08,Lee Health Bonita Springs DMS,758,0.018853845388518555,3
2023-01-08,Lovers Key DMS,669,0.01664013530991941,3
2023-01-08,Paige Field Airport DMS,4191,0.1042433588697642,16
2023-01-08,Pine Island DMS,13960,0.34722913142970846,53
2023-01-08,Wakehatchee Park DMS,5863,0.14583126057108745,22
2023-01-08,Wheeler Rd DMS ,94,0.002338075813351905,0
2023-01-08,Wulfert Rd DMS,3317,0.08250422843498159,13
2023-01-09,AandW Bulb Rd DMS,1143,0.033296434397576326,5
2023-01-09,Civic Center DMS,7298,0.21259613143789327,29
2023-01-09,Domestic Rd DMS,2388,0.06956420414821719,9
2023-01-09,Lee Health Bonita Springs DMS,246,0.00716616173386157,1
2023-01-09,Lovers Key DMS,738,0.021498485201584712,3
2023-01-09,Paige Field Airport DMS,3240,0.09438359356793288,13
2023-01-09,Pine Island DMS,12370,0.360347238405966,49
2023-01-09,Wakehatchee Park DMS,5574,0.1623747378233512,22
2023-01-09,Wheeler Rd DMS ,171,0.004981356327196458,1
2023-01-09,Wulfert Rd DMS,1160,0.03379165695642041,5
2023-01-10,AandW Bulb Rd DMS,1359,0.04024401077911694,5
2023-01-10,Bay Oaks DMS,28,0.0008291628416595102,0
2023-01-10,Civic Center DMS,6702,0.19846604874292992,23
2023-01-10,Domestic Rd DMS,2962,0.0877135834641239,10
2023-01-10,Lovers Key DMS,591,0.017501258550741805,2
2023-01-10,Paige Field Airport DMS,2721,0.08057686043412597,9
2023-01-10,Pine Island DMS,12481,0.36959933666972666,43
2023-01-10,Wakehatchee Park DMS,5281,0.15638603452870975,18
2023-01-10,Wheeler Rd DMS ,94,0.0027836181112854985,0
2023-01-10,Wulfert Rd DMS,1550,0.04590008587758003,5
2023-01-11,AandW Bulb Rd DMS,1392,0.04375707280271596,5
2023-01-11,Bay Oaks DMS,950,0.029862944800704137,3
2023-01-11,Civic Center DMS,5567,0.17499685653212624,20
2023-01-11,Domestic Rd DMS,3678,0.11561674839683138,14
2023-01-11,Paige Field Airport DMS,1688,0.053061737709040616,6
2023-01-11,Pine Island DMS,12989,0.4083050421224695,48
2023-01-11,Wakehatchee Park DMS,4905,0.1541870992078461,18
2023-01-11,Wheeler Rd DMS ,128,0.004023638878410662,0
2023-01-11,Wulfert Rd DMS,515,0.0161888595498554,2
2023-01-12,AandW Bulb Rd DMS,1318,0.03708706173673251,5
2023-01-12,Bay Oaks DMS,857,0.024115031796949744,3
2023-01-12,Civic Center DMS,8596,0.24188192920254376,32
2023-01-12,Domestic Rd DMS,5051,0.14212955146603637,19
2023-01-12,Lovers Key DMS,39,0.001097416849569475,0
2023-01-12,Paige Field Airport DMS,1412,0.039732117733130734,5
2023-01-12,Pine Island DMS,13057,0.36740953345714444,48
2023-01-12,Wakehatchee Park DMS,4600,0.12943891046204065,17
2023-01-12,Wheeler Rd DMS ,99,0.002785750464291744,0
2023-01-12,Wulfert Rd DMS,509,0.014322696831560584,2
2023-01-13,AandW Bulb Rd DMS,1302,0.04382510350398869,6
2023-01-13,Bay Oaks DMS,305,0.010266249284728534,1
2023-01-13,Civic Center DMS,6807,0.22912248813490863,33
2023-01-13,Domestic Rd DMS,2494,0.08394762529873102,12
2023-01-13,Lovers Key DMS,427,0.014372748998619947,2
2023-01-13,Paige Field Airport DMS,569,0.01915244538691979,3
2023-01-13,Pine Island DMS,11290,0.3800195227035578,55
2023-01-13,Wakehatchee Park DMS,3364,0.11323168063549766,16
2023-01-13,Wheeler Rd DMS ,51,0.0017166515197414925,0
2023-01-13,Wulfert Rd DMS,3100,0.1043454845333064,15
2023-01-14,AandW Bulb Rd DMS,3407,0.10373911454844406,12
2023-01-14,Bay Oaks DMS,436,0.013275683575908897,2
2023-01-14,Civic Center DMS,7866,0.2395103830460995,28
2023-01-14,Domestic Rd DMS,2827,0.0860788015346203,10
2023-01-14,Lovers Key DMS,452,0.013762864624566105,2
2023-01-14,Paige Field Airport DMS,644,0.01960903720845259,2
2023-01-14,Pine Island DMS,12648,0.38511661896352234,45
2023-01-14,Wakehatchee Park DMS,2369,0.07213324401680775,8
2023-01-14,Wheeler Rd DMS ,80,0.002435905243286036,0
2023-01-14,Wulfert Rd DMS,2113,0.06433834723829243,8
2023-01-15,AandW Bulb Rd DMS,3113,0.10308288353919004,12
2023-01-15,Bay Oaks DMS,604,0.02000066227358522,2
2023-01-15,Civic Center DMS,7977,0.26414781946422067,30
2023-01-15,Domestic Rd DMS,2296,0.07602900758303255,9
2023-01-15,Lovers Key DMS,677,0.022417960859631113,3
2023-01-15,Paige Field Airport DMS,879,0.029106924070333454,3
2023-01-15,Pine Island DMS,11296,0.37405212093115664,42
2023-01-15,Wakehatchee Park DMS,2094,0.06934004437233021,8
2023-01-15,Wheeler Rd DMS ,172,0.0056955528328752605,1
2023-01-15,Wulfert Rd DMS,1091,0.03612702407364482,4
2023-01-16,AandW Bulb Rd DMS,3658,0.13230613425925927,14
2023-01-16,Bay Oaks DMS,328,0.011863425925925927,1
2023-01-16,Civic Center DMS,6675,0.2414279513888889,25
2023-01-16,Domestic Rd DMS,1928,0.0697337962962963,7
2023-01-16,Lovers Key DMS,148,0.00535300925925926,1
2023-01-16,Paige Field Airport DMS,956,0.034577546296296294,4
2023-01-16,Pine Island DMS,11148,0.4032118055555556,42
2023-01-16,Wakehatchee Park DMS,2174,0.07863136574074074,8
2023-01-16,Wheeler Rd DMS ,126,0.004557291666666667,0
2023-01-16,Wulfert Rd DMS,507,0.018337673611111112,2
2023-01-17,AandW Bulb Rd DMS,3910,0.15160327245938507,15
2023-01-17,Bay Oaks DMS,480,0.018611143422123996,2
2023-01-17,Civic Center DMS,7566,0.2933581481912295,30
2023-01-17,Domestic Rd DMS,1905,0.07386297545655461,8
2023-01-17,Paige Field Airport DMS,2079,0.08060951494707456,8
2023-01-17,Pine Island DMS,7129,0.27641425303400413,28
2023-01-17,Wakehatchee Park DMS,2132,0.08266449536660075,8
2023-01-17,Wheeler Rd DMS ,134,0.005195610872009615,1
2023-01-17,Wulfert Rd DMS,456,0.0176805862510178,2
2023-01-18,AandW Bulb Rd DMS,4044,0.17696481708384387,16
2023-01-18,Bay Oaks DMS,732,0.032032207246630494,3
2023-01-18,Civic Center DMS,4913,0.21499212322772623,20
2023-01-18,Domestic Rd DMS,1292,0.05653772098722212,5
2023-01-18,Paige Field Airport DMS,1388,0.06073866619989498,6
2023-01-18,Pine Island DMS,7154,0.31305793803605814,29
2023-01-18,Wakehatchee Park DMS,807,0.03531419569403116,3
2023-01-18,Wheeler Rd DMS ,120,0.005251181515841064,0
2023-01-18,Wulfert Rd DMS,2402,0.10511115000875197,10
2023-01-19,AandW Bulb Rd DMS,3968,0.19870799739596373,17
2023-01-19,Bay Oaks DMS,961,0.048124593119334966,4
2023-01-19,Civic Center DMS,3858,0.19319945916170064,17
2023-01-19,Lovers Key DMS,572,0.02864439881816816,2
2023-01-19,Paige Field Airport DMS,1970,0.09865291201362111,9
2023-01-19,Pine Island DMS,6826,0.3418298362461816,30
2023-01-19,Wakehatchee Park DMS,660,0.03305122940557865,3
2023-01-19,Wheeler Rd DMS ,29,0.001452250989033001,0
2023-01-19,Wulfert Rd DMS,1125,0.05633732285041815,5
2023-01-20,AandW Bulb Rd DMS,2686,0.14148756847871893,11
2023-01-20,Bay Oaks DMS,250,0.013168984407922461,1
2023-01-20,Canal St DMS,95,0.005004214075010535,0
2023-01-20,Civic Center DMS,3122,0.16445427728613568,13
2023-01-20,Lovers Key DMS,739,0.03892751790981879,3
2023-01-20,Paige Field Airport DMS,1391,0.07327222924568057,6
2023-01-20,Pine Island DMS,7724,0.40686894226717235,32
2023-01-20,Wakehatchee Park DMS,2366,0.12463126843657817,10
2023-01-20,Wulfert Rd DMS,611,0.032184997892962496,3
2023-01-21,AandW Bulb Rd DMS,3779,0.20786578657865787,14
2023-01-21,Bay Oaks DMS,247,0.013586358635863586,1
2023-01-21,Civic Center DMS,2450,0.13476347634763478,9
2023-01-21,Lovers Key DMS,456,0.025082508250825083,2
2023-01-21,Paige Field Airport DMS,1814,0.09977997799779978,7
2023-01-21,Pine Island DMS,7234,0.3979097909790979,26
2023-01-21,Wakehatchee Park DMS,1570,0.08635863586358636,6
2023-01-21,Wulfert Rd DMS,630,0.034653465346534656,2
2023-01-22,AandW Bulb Rd DMS,1345,0.07239356262446849,5
2023-01-22,Bay Oaks DMS,548,0.029495667151084558,2
2023-01-22,Civic Center DMS,3860,0.2077614511007051,14
2023-01-22,Paige Field Airport DMS,1871,0.10070509715269929,7
2023-01-22,Pine Island DMS,6045,0.3253673502341353,21
2023-01-22,Wakehatchee Park DMS,4133,0.22245546046611767,15
2023-01-22,Wulfert Rd DMS,777,0.0418214112707896,3
2023-01-23,AandW Bulb Rd DMS,1442,0.08039696699375558,5
2023-01-23,Bay Oaks DMS,220,0.012265834076717217,1
2023-01-23,Civic Center DMS,4747,0.26466324710080286,18
2023-01-23,Lovers Key DMS,392,0.021855486173059768,1
2023-01-23,Paige Field Airport DMS,773,0.04309768064228368,3
2023-01-23,Pine Island DMS,6051,0.33736619090098124,23
2023-01-23,Wakehatchee Park DMS,3228,0.17997323818019625,12
2023-01-23,Wulfert Rd DMS,1083,0.06038135593220339,4
2023-01-24,AandW Bulb Rd DMS,1052,0.05263157894736842,4
2023-01-24,Civic Center DMS,5733,0.2868220932559536,20
2023-01-24,Lovers Key DMS,636,0.031819091454872925,2
2023-01-24,Paige Field Airport DMS,580,0.02901741044626776,2
2023-01-24,Pine Island DMS,8456,0.42305383229937965,29
2023-01-24,Wakehatchee Park DMS,2367,0.11842105263157894,8
2023-01-24,Wulfert Rd DMS,1164,0.05823494096457875,4
2023-01-25,AandW Bulb Rd DMS,2897,0.16488332384746726,11
2023-01-25,Bay Oaks DMS,233,0.013261240751280592,1
2023-01-25,Civic Center DMS,4636,0.2638588503130336,18
2023-01-25,Lovers Key DMS,293,0.016676152532726238,1
2023-01-25,Paige Field Airport DMS,335,0.01906659077973819,1
2023-01-25,Pine Island DMS,7291,0.4149686966420034,28
2023-01-25,Wakehatchee Park DMS,1416,0.08059191804211724,5
2023-01-25,Wulfert Rd DMS,469,0.026693227091633465,2
2023-01-26,AandW Bulb Rd DMS,2880,0.19629225736095965,14
2023-01-26,Civic Center DMS,4801,0.32722191930207195,23
2023-01-26,Domestic Rd DMS,40,0.0027262813522355507,0
2023-01-26,Pine Island DMS,5663,0.3859732824427481,27
2023-01-26,Wakehatchee Park DMS,657,0.04477917121046892,3
2023-01-26,Wulfert Rd DMS,631,0.043007088331515814,3
2023-01-27,AandW Bulb Rd DMS,2494,0.17970889177114857,12
2023-01-27,Civic Center DMS,4051,0.291900850266609,20
2023-01-27,Domestic Rd DMS,315,0.022697795071335927,2
2023-01-27,Paige Field Airport DMS,43,0.003098429168468079,0
2023-01-27,Pine Island DMS,6231,0.44898400345871164,31
2023-01-27,Wakehatchee Park DMS,445,0.03206513906903012,2
2023-01-27,Wulfert Rd DMS,299,0.02154489119469664,1
2023-01-28,AandW Bulb Rd DMS,3028,0.2272079237637878,13
2023-01-28,Civic Center DMS,3231,0.24244015907556088,14
2023-01-28,Domestic Rd DMS,507,0.03804307045846777,2
2023-01-28,Paige Field Airport DMS,59,0.004427102873865086,0
2023-01-28,Pine Island DMS,4370,0.32790575523373605,19
2023-01-28,Wakehatchee Park DMS,913,0.06850754108201396,4
2023-01-28,Wulfert Rd DMS,1219,0.09146844751256847,5
2023-01-29,AandW Bulb Rd DMS,1620,0.12963111146675202,9
2023-01-29,Civic Center DMS,2681,0.21453148755701368,14
2023-01-29,Pine Island DMS,5964,0.47723453628870927,32
2023-01-29,Wakehatchee Park DMS,1129,0.09034168200368088,6
2023-01-29,Wulfert Rd DMS,1103,0.08826118268384413,6
2023-01-30,AandW Bulb Rd DMS,1967,0.1292123760099849,8
2023-01-30,Bay Oaks DMS,352,0.023122906128883926,2
2023-01-30,Civic Center DMS,4637,0.30460487420350785,20
2023-01-30,Domestic Rd DMS,600,0.03941404453787033,3
2023-01-30,Lovers Key DMS,136,0.008933850095250608,1
2023-01-30,Paige Field Airport DMS,118,0.007751428759114498,1
2023-01-30,Pine Island DMS,5592,0.3673388950929515,24
2023-01-30,Wakehatchee Park DMS,505,0.03317348748604086,2
2023-01-30,Wulfert Rd DMS,1316,0.08644813768639559,6
