osmid,x,y,total_CYD,geometry
5787669210,-81.9072033,26.425345,11.33123644061402,POINT (-81.9072033 26.425345)
5787669219,-81.9068347,26.4247325,54.49785145247696,POINT (-81.9068347 26.4247325)
5787669226,-81.9070994,26.4252499,69.33637536280484,POINT (-81.9070994 26.4252499)
5787669227,-81.9070486,26.4253842,241.1260135428281,POINT (-81.9070486 26.4253842)
5787669232,-81.9069045,26.4253346,3.0351526180216126,POINT (-81.9069045 26.4253346)
5787669253,-81.9067632,26.4248114,389.44380481015094,POINT (-81.9067632 26.4248114)
5787669257,-81.9065761,26.4247604,608.5818238313113,POINT (-81.9065761 26.4247604)
5787669258,-81.9067471,26.4246425,235.59529099443319,POINT (-81.9067471 26.4246425)
5787669259,-81.9068697,26.4250068,396.0536927338424,POINT (-81.9068697 26.4250068)
5787669260,-81.90698,26.4248254,158.097727480948,POINT (-81.90698 26.4248254)
5787669270,-81.9063786,26.4246044,44.38067605907158,POINT (-81.9063786 26.4246044)
5789781070,-81.9077106,26.4250125,100.29493206662528,POINT (-81.9077106 26.4250125)
5789781071,-81.9078149,26.4249363,151.48783955725648,POINT (-81.9078149 26.4249363)
5789781098,-81.9069541,26.4248131,70.34809290214538,POINT (-81.9069541 26.4248131)
5789781099,-81.907029,26.4247665,573.7787404779968,POINT (-81.907029 26.4247665)
5789781116,-81.9069164,26.4246755,660.3143140095908,POINT (-81.9069164 26.4246755)
5789781117,-81.9068407,26.424737,52.20462502997174,POINT (-81.9068407 26.424737)
5789781143,-81.9065443,26.4242485,58.207482430058924,POINT (-81.9065443 26.4242485)
5789781144,-81.906475,26.4241693,0.0,POINT (-81.906475 26.4241693)
5789834735,-81.9070644,26.4241094,4.653900680966473,POINT (-81.9070644 26.4241094)
5789834736,-81.9071648,26.424033,0.0,POINT (-81.9071648 26.424033)
5789834737,-81.9073326,26.4241556,143.39409924253218,POINT (-81.9073326 26.4241556)
5789834738,-81.9071884,26.4242523,230.26691195390634,POINT (-81.9071884 26.4242523)
