fid,Load_Date,fldDebrisC,Pile_Latit,Pile_Longi
8995,10/25/2022,Dirty Sand Soil,26.445389,-81.9364199
8996,12/17/2022,C and D,26.4508015942,-81.9489175548
8997,11/04/2022,C and D,26.417357996,-81.901687945
8998,11/06/2022,C and D,26.4288689,-81.9117602
8999,10/14/2022,C and D,26.4290832857,-81.9119204485
9000,10/29/2022,C and D,26.4625949889,-81.9485594542
9001,02/11/2023,C and D,26.4253845,-81.9075082
9002,11/09/2022,C and D,26.4596496383,-81.9463103085
9003,10/17/2022,Clean Sand Soil,26.4525022,-81.9541638
9004,12/15/2022,C and D,26.4619467459,-81.9487029899
9005,10/30/2022,Dirty Sand Soil,26.4370414,-81.9217953
9006,11/30/2022,C and D,26.4593640148,-81.9461501877
9007,10/19/2022,Dirty Sand Soil,26.451399,-81.9512655
9008,01/12/2023,C and D,26.4508663,-81.9488842
9009,01/21/2023,C and D,26.4056023,-81.8942072
9010,11/29/2022,C and D,26.4243503614,-81.9057354146
9011,11/03/2022,Dirty Sand Soil,26.4312033,-81.9141481
9012,11/11/2022,Dirty Sand Soil,26.4285968,-81.9115592
9013,12/06/2022,C and D,26.4361362,-81.9206579
9014,11/13/2022,C and D,26.4355241,-81.9197073
9015,12/19/2022,C and D,26.4107025694,-81.8992003799
9016,01/03/2023,C and D,26.4577889106,-81.9390416558
9017,11/15/2022,C and D,26.4256732352,-81.9081567787
9018,02/03/2023,C and D,26.4601726877,-81.9493902103
9019,12/11/2022,HHW to DMS,26.464332508,-81.9539121393
9020,12/11/2022,HHW to DMS,26.4597925633,-81.9465699428
9021,12/13/2022,C and D,26.4580842913,-81.9396929383
9022,10/25/2022,C and D,26.4338002264,-81.917209069
9023,10/18/2022,C and D,26.404424028,-81.8873922757
9024,12/07/2022,C and D,26.4104991,-81.8989841
9025,12/20/2022,C and D,26.4590389071,-81.9484842634
9026,11/17/2022,C and D,26.4415338077,-81.9292715472
9027,11/01/2022,Dirty Sand Soil,26.4117263,-81.8996289
9028,01/06/2023,C and D,26.447877,-81.940428
9029,12/11/2022,C and D,26.4606560301,-81.952243913
9030,01/19/2023,C and D,26.4264888,-81.9093546
9031,11/12/2022,C and D,26.4589776797,-81.9425216597
9032,10/15/2022,C and D,26.4048135545,-81.8844661996
9033,01/20/2023,C and D,26.4655675063,-81.9552990071
9034,12/11/2022,C and D,26.4044379769,-81.8896385562
9035,12/14/2022,C and D,26.4594485111,-81.9406830697
9036,12/18/2022,Dirty Sand Soil,26.4494793,-81.9452165
9037,11/17/2022,C and D,26.4255534224,-81.9079564798
9038,01/18/2023,C and D,26.4642584978,-81.9542370181
9039,01/04/2023,C and D,26.4598613948,-81.9468350645
9040,10/15/2022,Dirty Sand Soil,26.4492275985,-81.9441622496
9041,03/16/2023,C and D,26.4602971964,-81.9474421532
9042,12/03/2022,C and D,26.4283754,-81.9113448
9043,10/22/2022,Dirty Sand Soil,26.4350748,-81.9190101
9044,11/14/2022,C and D,26.4256598155,-81.9081184173
9045,12/03/2022,C and D,26.4576609968,-81.9403365052
9046,12/02/2022,C and D,26.4600918053,-81.941591174
9047,12/19/2022,C and D,26.4310094482,-81.9139499311
9048,11/08/2022,C and D,26.4078265,-81.8968966
9049,11/03/2022,Dirty Sand Soil,26.4351116,-81.9191951
9050,11/07/2022,C and D,26.4436159143,-81.93324239
9051,02/09/2023,C and D,26.4380391,-81.9231626
9052,11/12/2022,C and D,26.4383571,-81.9237481
9053,12/06/2022,Vegetation,26.4487904823,-81.9426454604
9054,11/16/2022,C and D,26.4057484487,-81.894481775
9055,01/15/2023,C and D,26.4578508173,-81.9391369708
9056,11/10/2022,C and D,26.4610300726,-81.949456092
9057,11/27/2022,C and D,26.4335844945,-81.9172104915
9058,10/15/2022,C and D,26.4497287942,-81.9460470439
9059,12/10/2022,Vegetation,26.406814,-81.8959033
9060,12/09/2022,C and D,26.4351945324,-81.9193015248
9061,10/22/2022,Dirty Sand Soil,26.4292091,-81.9120336
9062,01/25/2023,Compact CD,26.4483804,-81.9404376
9063,03/17/2023,C and D,26.4615377448,-81.9468363146
9064,12/11/2022,C and D,26.4614841,-81.9521444
9065,11/30/2022,C and D,26.4648022,-81.9509501
9066,10/12/2022,C and D,26.4480054556,-81.9407217872
9067,10/12/2022,C and D,26.4480020411,-81.940720264
9068,10/24/2022,C and D,26.4249978215,-81.9063574356
9069,02/08/2023,C and D,26.4166295,-81.9014115
9070,12/07/2022,Dirty Sand Soil,26.447633,-81.9397178
9071,11/01/2022,C and D,26.4089525,-81.8978097
9072,11/04/2022,C and D,26.4044362167,-81.8869571016
9073,11/03/2022,C and D,26.4485775,-81.9426356
9074,03/10/2023,C and D,26.4051967,-81.894184
9075,11/17/2022,C and D,26.4415298263,-81.9292873052
9076,01/03/2023,C and D,26.4507832,-81.9489507
9077,12/21/2022,C and D,26.4662289,-81.9556741
9078,10/19/2022,Clean Sand Soil,26.452562,-81.9546003
9079,10/19/2022,C and D,26.4365585932,-81.920921943
9080,11/08/2022,C and D,26.4524871949,-81.9546417241
9081,11/02/2022,C and D,26.4275065883,-81.9103167413
9082,10/21/2022,Dirty Sand Soil,26.4515246,-81.9512004
9083,11/14/2022,C and D,26.4349683048,-81.9189372473
9084,11/11/2022,C and D,26.4606608353,-81.9487483524
9085,12/13/2022,C and D,26.4603134617,-81.9403113519
9086,12/04/2022,Dirty Sand Soil,26.4498959,-81.9466747
9087,10/13/2022,C and D,26.4090397959,-81.8978244852
9088,05/01/2023,Vegetation,26.4339493,-81.9172839
9089,02/09/2023,C and D,26.4379565486,-81.9229868255
9090,12/20/2022,C and D,26.4581381939,-81.9438794271
9091,11/03/2022,C and D,26.4066489431,-81.8957884752
9092,11/12/2022,C and D,26.4588293201,-81.9425117691
9093,11/22/2022,C and D,26.4658792,-81.9555223
9094,10/19/2022,Dirty Sand Soil,26.4514181,-81.9512499
9095,01/30/2023,Dirty Sand Soil,26.4058333,-81.894133
9096,11/08/2022,C and D,26.4086713,-81.8975681
9097,02/21/2023,C and D,26.466424414,-81.9557515719
9098,10/31/2022,Dirty Sand Soil,26.4114736,-81.8993861
9099,11/29/2022,Sand CD,26.4525566,-81.9547153
9100,10/28/2022,C and D,26.4203770665,-81.9029896262
9101,10/15/2022,C and D,26.4176709,-81.901846
9102,03/09/2023,C and D,26.4170728,-81.9016217
9103,11/30/2022,C and D,26.4049397,-81.88521
9104,12/09/2022,C and D,26.4581893611,-81.939581493
9105,10/23/2022,C and D,26.4184713,-81.9020341
9106,12/09/2022,C and D,26.404635,-81.88953
9107,11/04/2022,C and D,26.4043528168,-81.8889809959
9108,01/05/2023,C and D,26.4302636,-81.9130375
9109,11/01/2022,C and D,26.4111643285,-81.8993369211
9110,12/17/2022,C and D,26.4477245,-81.9405047
9111,11/08/2022,C and D,26.4173235,-81.9016689
9112,11/12/2022,C and D,26.4254113112,-81.907371477
9113,12/04/2022,C and D,26.4074955,-81.8966142
9114,10/21/2022,C and D,26.428691587,-81.9115200079
9115,11/30/2022,Vegetation,26.4254955,-81.9078618
9116,11/13/2022,C and D,26.4044316,-81.8884701
9117,10/06/2022,C and D,26.4644547,-81.9546851
9118,02/23/2023,C and D,26.4288786007,-81.9118376077
9119,11/18/2022,C and D,26.4525284732,-81.954741903
9120,11/21/2022,C and D,26.4348630506,-81.9188191097
9121,10/27/2022,C and D,26.4046604404,-81.8914591645
9122,02/18/2023,C and D,26.4631659697,-81.9533164718
9123,12/09/2022,C and D,26.4356246079,-81.9200061076
9124,11/12/2022,C and D,26.4055083459,-81.894370392
9125,10/13/2022,C and D,26.4044945088,-81.8906681605
9126,10/31/2022,C and D,26.4287462437,-81.9115807732
9127,12/01/2022,C and D,26.4598935284,-81.9414782804
9128,10/27/2022,C and D,26.4047449687,-81.8914473564
9129,03/04/2023,C and D,26.4615188,-81.9463197
9130,11/01/2022,Dirty Sand Soil,26.4117683,-81.8996365
9131,11/05/2022,C and D,26.4168560646,-81.9013725974
9132,01/09/2023,C and D,26.4326327,-81.9159639
9133,11/07/2022,C and D,26.4117849,-81.8995366
9134,11/09/2022,C and D,26.4417254259,-81.9295170518
9135,01/11/2023,C and D,26.4583877857,-81.9409525692
9136,10/28/2022,C and D,26.4629641548,-81.9486451429
9137,12/10/2022,Vegetation,26.4067525,-81.8959156
9138,11/17/2022,C and D,26.4312759,-81.9143616
9139,12/05/2022,C and D,26.4630325752,-81.9509550648
9140,01/10/2023,C and D,26.4578915502,-81.9391471474
9141,12/04/2022,C and D,26.4598600846,-81.9469544053
9142,12/05/2022,C and D,26.4362829644,-81.9209247642
9143,11/17/2022,C and D,26.4108833209,-81.899287199
9144,11/01/2022,Dirty Sand Soil,26.4117221,-81.8996231
9145,01/10/2023,C and D,26.4302659,-81.9131041
9146,12/17/2022,C and D,26.4613538236,-81.9537587744
9147,10/24/2022,Dirty Sand Soil,26.4087348,-81.8976818
9148,12/07/2022,C and D,26.4613729,-81.9521953
9149,10/15/2022,Dirty Sand Soil,26.4491823362,-81.9441053365
9150,11/20/2022,C and D,26.4385968057,-81.9239504007
9151,12/07/2022,C and D,26.4069983,-81.8959833
9152,12/02/2022,C and D,26.4046597141,-81.8858905123
9153,11/08/2022,C and D,26.4339051,-81.9176102
9154,12/19/2022,C and D,26.417322848,-81.9016886317
9155,10/28/2022,Clean Sand Soil,26.4526826,-81.9552862
9156,02/13/2023,C and D,26.4253481,-81.9072981
9157,12/03/2022,C and D,26.4281767,-81.9112637
9158,01/21/2023,C and D,26.4198982959,-81.9028330454
9159,11/04/2022,C and D,26.4600991,-81.9472711
9160,11/07/2022,C and D,26.4436597197,-81.9330994079
9161,11/16/2022,C and D,26.4345438906,-81.9185725166
9162,12/15/2022,Dirty Sand Soil,26.4511168,-81.9495389
9163,11/15/2022,C and D,26.425681191,-81.9081161734
9164,12/03/2022,C and D,26.461393897,-81.9538532912
9165,10/15/2022,Dirty Sand Soil,26.4492132235,-81.9441825338
9166,11/20/2022,Sand CD,26.452554,-81.954632
9167,11/30/2022,C and D,26.4618086355,-81.9487076773
9168,01/23/2023,Compact CD,26.4479793,-81.9405745
9169,11/08/2022,C and D,26.4524926851,-81.9546990563
9170,12/13/2022,Dirty Sand Soil,26.4526598,-81.9546467
9171,10/23/2022,Dirty Sand Soil,26.4310825,-81.9139738
9172,11/05/2022,C and D,26.4254851134,-81.9079022179
9173,10/17/2022,C and D,26.4621136958,-81.9538602737
9174,01/18/2023,C and D,26.4624607508,-81.9537522163
9175,10/08/2022,C and D,26.4663952,-81.955876
9176,11/04/2022,C and D,26.460411904,-81.9476958495
9177,12/16/2022,C and D,26.4613165317,-81.9506653795
9178,11/05/2022,C and D,26.4581289282,-81.9438399655
9179,05/16/2023,C and D,26.4305405,-81.9134337
9180,10/19/2022,Dirty Sand Soil,26.4514197,-81.9512739
9181,12/07/2022,Dirty Sand Soil,26.4303444,-81.9131794
9182,12/13/2022,C and D,26.4363016,-81.9209646
9183,10/17/2022,Clean Sand Soil,26.452543,-81.9545771
9184,12/21/2022,C and D,26.4656954,-81.9555142
9185,12/02/2022,C and D,26.4255475486,-81.9078220893
9186,11/12/2022,C and D,26.4396895794,-81.9259220549
9187,11/03/2022,C and D,26.4400139591,-81.9264004101
9188,10/25/2022,C and D,26.4480230632,-81.9408110843
9189,12/05/2022,C and D,26.462371982,-81.9512282029
9190,03/19/2023,C and D,26.4403296,-81.9270854
9191,03/19/2023,C and D,26.4403831,-81.9267733
9192,10/19/2022,C and D,26.4309809114,-81.9138436321
9193,11/27/2022,C and D,26.4336299267,-81.9173148045
9194,10/18/2022,Dirty Sand Soil,26.4438244,-81.9330517
9195,10/18/2022,C and D,26.4658921,-81.9554951
9196,12/11/2022,HHW to DMS,26.4581000235,-81.943237118
9197,05/03/2023,C and D,26.4601819916,-81.9471256715
9198,12/08/2022,C and D,26.4585087377,-81.9409643718
9199,01/08/2023,C and D,26.4325714,-81.9156929
9200,11/06/2022,C and D,26.4581052777,-81.9417237872
9201,11/28/2022,C and D,26.4212346,-81.9036167
9202,11/13/2022,Dirty Sand Soil,26.4415173,-81.9292331
9203,10/29/2022,C and D,26.4517222,-81.9519419
9204,10/13/2022,Dirty Sand Soil,26.4489351,-81.9433078
9205,02/15/2023,C and D,26.4631771,-81.9532148
9206,12/11/2022,Vegetation,26.4382945374,-81.9238462766
9207,01/30/2023,Compact CD,26.4482951,-81.9403776
9208,12/11/2022,C and D,26.4414491,-81.9286494
9209,11/21/2022,C and D,26.4045268,-81.8877551
9210,11/29/2022,C and D,26.4174555366,-81.9017037199
9211,11/16/2022,C and D,26.4358826448,-81.9201506116
9212,10/06/2022,C and D,26.4638764,-81.954065
9213,12/18/2022,C and D,26.4381978521,-81.9235249144
9214,11/13/2022,C and D,26.409780012,-81.8986536704
9215,11/27/2022,C and D,26.4336623906,-81.9173558938
9216,11/09/2022,C and D,26.4307199,-81.9136397
9217,01/14/2023,C and D,26.4508196,-81.9490074
9218,10/15/2022,C and D,26.4499725402,-81.94650759
9219,12/12/2022,C and D,26.4174369006,-81.9017656216
9220,10/06/2022,C and D,26.4639727,-81.9541098
9221,10/24/2022,C and D,26.4249598095,-81.9063146041
9222,11/28/2022,C and D,26.427015,-81.909735
9223,03/16/2023,C and D,26.459931792,-81.9467115264
9224,12/17/2022,C and D,26.4106373582,-81.8991740607
9225,12/17/2022,C and D,26.4109657193,-81.8993377593
9226,10/30/2022,Dirty Sand Soil,26.4231742,-81.9046444
9227,02/01/2023,C and D,26.4613482273,-81.9479634916
9228,11/20/2022,C and D,26.4108984,-81.8992769
9229,11/27/2022,Dirty Sand Soil,26.4289546,-81.9119348
9230,10/21/2022,Dirty Sand Soil,26.4514045,-81.9512449
9231,10/15/2022,C and D,26.4262527,-81.9090743
9232,10/14/2022,Dirty Sand Soil,26.4518933,-81.952433
9233,12/07/2022,C and D,26.4339404,-81.9174256
9234,12/01/2022,C and D,26.4434968,-81.9323472
9235,10/27/2022,C and D,26.4045756867,-81.8917966346
9236,12/12/2022,Vegetation,26.4113192261,-81.8993347418
9237,10/07/2022,C and D,26.4639909,-81.948597
9238,01/20/2023,Dirty Sand Soil,26.4226105,-81.9044319
9239,10/06/2022,C and D,26.4594825331,-81.9461978432
9240,10/15/2022,C and D,26.4501173795,-81.946640946
9241,11/19/2022,C and D,26.438478942,-81.9237913567
9242,11/05/2022,C and D,26.4378926,-81.9230033
9243,11/26/2022,C and D,26.4336237218,-81.9169592858
9244,10/28/2022,C and D,26.4216239742,-81.9039857483
9245,01/23/2023,C and D,26.4641105818,-81.9538951971
9246,11/16/2022,C and D,26.4664191,-81.9557374
9247,10/17/2022,C and D,26.4666626387,-81.9545365651
9248,03/24/2023,C and D,26.417125,-81.9015962
9249,02/27/2023,Concrete to FDS,26.4486602,-81.9403733
9250,10/23/2022,C and D,26.4387063403,-81.9241750148
9251,10/05/2022,C and D,26.4648279668,-81.9506794096
9252,11/10/2022,C and D,26.4599992661,-81.9492466283
9253,12/01/2022,C and D,26.4611129421,-81.9522326362
9254,10/31/2022,Dirty Sand Soil,26.4231172,-81.9046
9255,02/10/2023,Compact CD,26.4482617,-81.9403
9256,10/06/2022,C and D,26.4594035542,-81.9460364163
9257,12/02/2022,C and D,26.42837,-81.9113517
9258,10/19/2022,C and D,26.4436426383,-81.9329675651
9259,02/02/2023,C and D,26.4477391,-81.9400969
9260,10/18/2022,C and D,26.4645954,-81.9547543
9261,10/24/2022,Dirty Sand Soil,26.4504699,-81.9476357
9262,03/24/2023,C and D,26.4372455,-81.9220667
9263,11/20/2022,C and D,26.4380501772,-81.9233077923
9264,12/05/2022,C and D,26.436399,-81.9206404
9265,11/18/2022,C and D,26.4525524309,-81.9547148173
9266,01/22/2023,C and D,26.4602187037,-81.9473107727
9267,12/04/2022,C and D,26.4415110927,-81.9292834495
9268,11/30/2022,C and D,26.4582606498,-81.9416636881
9269,11/09/2022,C and D,26.4307485,-81.9136252
9270,10/27/2022,C and D,26.4046184467,-81.8917545197
9271,11/14/2022,C and D,26.4502200729,-81.947039692
9272,11/21/2022,C and D,26.4628757,-81.9540099
9273,10/22/2022,Clean Sand Soil,26.4525294,-81.954545
9274,12/12/2022,C and D,26.43892,-81.9243474
9275,01/22/2023,C and D,26.461592133,-81.9509166698
9276,10/31/2022,Dirty Sand Soil,26.4114805,-81.8993381
9277,02/02/2023,C and D,26.4592990419,-81.9408581034
9278,05/01/2023,Vegetation,26.4339493,-81.9172839
9279,11/04/2022,C and D,26.4194758656,-81.9025076275
9280,10/09/2022,C and D,26.4382896066,-81.9234377579
9281,11/07/2022,C and D,26.404499,-81.8864913
9282,12/12/2022,C and D,26.4427157,-81.9308852
9283,02/25/2023,C and D,26.4171341233,-81.9015540059
9284,11/02/2022,C and D,26.4067329013,-81.8958111363
9285,11/29/2022,C and D,26.4339003058,-81.9175422192
9286,11/11/2022,C and D,26.4187440416,-81.9022093993
9287,11/12/2022,Dirty Sand Soil,26.4419633,-81.9297937
9288,01/31/2023,C and D,26.4070839,-81.8962635
9289,10/28/2022,C and D,26.4209843928,-81.9033799519
9290,11/07/2022,C and D,26.459695178,-81.9463801252
9291,12/06/2022,C and D,26.459855265,-81.9403287024
9292,12/12/2022,C and D,26.4355958998,-81.9200144057
9293,12/13/2022,C and D,26.4446994,-81.935024
9294,11/09/2022,C and D,26.4146021,-81.9006984
9295,11/29/2022,C and D,26.4478802,-81.9408433
9296,12/10/2022,C and D,26.4043768,-81.8890787
9297,12/06/2022,C and D,26.4201638103,-81.9029292372
9298,10/17/2022,C and D,26.4666950832,-81.9544803075
9299,01/09/2023,C and D,26.463877413,-81.9477400484
9300,11/17/2022,C and D,26.4311928,-81.9142288
9301,11/04/2022,C and D,26.4046861311,-81.8918763031
9302,10/25/2022,C and D,26.4427733654,-81.9313375187
9303,12/10/2022,C and D,26.4581658131,-81.939569236
9304,12/11/2022,C and D,26.4605493394,-81.9522331112
9305,10/05/2022,C and D,26.4636327,-81.9530807
9306,12/03/2022,C and D,26.4283328,-81.9112601
9307,11/02/2022,C and D,26.459537533,-81.9461175517
9308,12/15/2022,Dirty Sand Soil,26.4510925,-81.9497778
9309,10/31/2022,C and D,26.4231041,-81.9049069
9310,02/23/2023,C and D,26.4288008323,-81.9118443737
9311,12/02/2022,C and D,26.4359702,-81.9200726
9312,11/14/2022,C and D,26.4502763248,-81.9475286948
9313,12/07/2022,C and D,26.4096714277,-81.8985973858
9314,01/11/2023,C and D,26.4601218667,-81.9403495081
9315,12/04/2022,C and D,26.4181140159,-81.902024746
9316,11/18/2022,C and D,26.4414636635,-81.9290609168
9317,10/26/2022,C and D,26.4620364877,-81.9513343089
9318,02/03/2023,C and D,26.4417194791,-81.9294555228
9319,11/02/2022,C and D,26.4066722151,-81.8958515582
9320,12/06/2022,C and D,26.4662325,-81.9556435
9321,10/28/2022,C and D,26.4193266329,-81.9024640013
9322,10/11/2022,C and D,26.4654301,-81.9542126
9323,11/29/2022,C and D,26.4642348932,-81.9470089116
9324,03/27/2023,C and D,26.4143032,-81.9007046
9325,11/07/2022,C and D,26.4435760437,-81.9329672009
9326,10/31/2022,C and D,26.4499299,-81.9465835
9327,01/31/2023,Dirty Sand Soil,26.4472861,-81.939682
9328,10/17/2022,Dirty Sand Soil,26.4365759,-81.9210011
9329,11/06/2022,C and D,26.4303969,-81.9132229
9330,11/30/2022,Vegetation,26.4255660726,-81.908045048
9331,10/19/2022,Dirty Sand Soil,26.4514291,-81.9512521
9332,02/27/2023,C and D,26.4320832,-81.915359
9333,12/01/2022,C and D,26.4618265618,-81.948551192
9334,10/27/2022,C and D,26.4607547841,-81.9483292645
9335,01/19/2023,C and D,26.4219239,-81.9041223
9336,11/21/2022,C and D,26.4600975708,-81.9536429537
9337,10/13/2022,C and D,26.4157888529,-81.9008817208
9338,10/10/2022,C and D,26.4438012,-81.9332085
9339,02/08/2023,Dirty Sand Soil,26.4321557,-81.9153958
9340,02/08/2023,C and D,26.4324521202,-81.9156064962
9341,10/20/2022,Dirty Sand Soil,26.4513936,-81.9512697
9342,12/13/2022,C and D,26.4351746,-81.9194162
9343,11/17/2022,C and D,26.431384,-81.9143402
9344,01/08/2023,C and D,26.4304236,-81.9129559
9345,03/17/2023,C and D,26.4629376191,-81.9511080325
9346,11/12/2022,C and D,26.4043539,-81.8915999
9347,11/30/2022,C and D,26.4589705132,-81.9483728149
9348,11/02/2022,C and D,26.4098031567,-81.8985696889
9349,12/17/2022,Vegetation,26.4613701683,-81.9538605307
9350,10/06/2022,C and D,26.4617241179,-81.9538388096
9351,11/30/2022,C and D,26.4046186,-81.886392
9352,11/06/2022,C and D,26.4447949433,-81.9350418691
9353,11/06/2022,C and D,26.4446140314,-81.9349294157
9354,03/24/2023,C and D,26.4046288,-81.8887564
9355,02/07/2023,C and D,26.4320422611,-81.9151947777
9356,12/12/2022,Vegetation,26.4262113534,-81.9091731683
9357,11/07/2022,C and D,26.4080898,-81.8969552
9358,11/29/2022,C and D,26.4502259,-81.9473747
9359,12/15/2022,C and D,26.4614415402,-81.9485595637
9360,12/13/2022,C and D,26.4600046398,-81.9415739052
9361,12/16/2022,Dirty Sand Soil,26.4277369,-81.9105138
9362,01/30/2023,HHW to DMS,26.4628181,-81.9515449
9363,10/30/2022,C and D,26.4275659226,-81.9102769367
9364,11/22/2022,C and D,26.4045654,-81.890642
9365,11/21/2022,C and D,26.4604748,-81.9537368
9366,11/12/2022,C and D,26.4589169109,-81.9425255154
9367,12/19/2022,C and D,26.4198669233,-81.9027529658
9368,02/01/2023,C and D,26.441726,-81.9295329
9369,11/11/2022,C and D,26.4307316,-81.9136003
9370,11/01/2022,C and D,26.4154940378,-81.9010639134
9371,11/07/2022,C and D,26.4260548532,-81.9088547538
9372,11/10/2022,C and D,26.459871945,-81.9491496497
9373,12/17/2022,C and D,26.4105537068,-81.8990012259
9374,02/09/2023,C and D,26.4061313,-81.8948251
9375,02/26/2023,C and D,26.4641139321,-81.9506850193
9376,11/18/2022,C and D,26.4415361118,-81.9290649399
9377,02/25/2023,C and D,26.4600536227,-81.9415145741
9378,11/20/2022,C and D,26.4670134649,-81.954619362
9379,11/05/2022,Dirty Sand Soil,26.4352991,-81.9194884
9380,01/05/2023,C and D,26.4303406,-81.9130539
9381,10/28/2022,Clean Sand Soil,26.4527,-81.9552564
9382,01/20/2023,C and D,26.4592798187,-81.9458615776
9383,10/20/2022,C and D,26.4171787,-81.9016219
9384,12/19/2022,C and D,26.4319692599,-81.9150894509
9385,01/24/2023,C and D,26.4053568,-81.8934678
9386,12/01/2022,C and D,26.4642481202,-81.9529061993
9387,10/21/2022,Dirty Sand Soil,26.451473,-81.9513082
9388,01/20/2023,C and D,26.4592563516,-81.9458032879
9389,10/15/2022,Vegetation,26.404801963,-81.8844861488
9390,12/03/2022,C and D,26.4283622,-81.911329
9391,11/16/2022,Dirty Sand Soil,26.4225948,-81.9041752
9392,11/14/2022,C and D,26.4498549713,-81.9461823974
9393,01/20/2023,C and D,26.4054502,-81.893718
9394,01/09/2023,Clean Sand Soil,26.4364978,-81.9221575
9395,12/12/2022,C and D,26.4615067,-81.952229
9396,12/08/2022,C and D,26.4654417,-81.9553705
9397,01/17/2023,C and D,26.461381581,-81.9468707432
9398,10/31/2022,C and D,26.4184777066,-81.9020574354
9399,11/13/2022,Dirty Sand Soil,26.4411797,-81.9283592
9400,12/04/2022,C and D,26.4645442,-81.9547506
9401,01/09/2023,C and D,26.4299472734,-81.9127122311
9402,01/09/2023,C and D,26.4596186446,-81.9463746089
9403,10/22/2022,Clean Sand Soil,26.452564,-81.9545953
9404,11/13/2022,C and D,26.4585797908,-81.9418859762
9405,02/11/2023,C and D,26.437149905,-81.9220257163
9406,01/13/2023,C and D,26.4610379096,-81.9462899119
9407,11/19/2022,C and D,26.4247946446,-81.9061530468
9408,12/12/2022,Vegetation,26.4167848556,-81.9014533517
9409,11/13/2022,C and D,26.4356739354,-81.9198553172
9410,01/18/2023,C and D,26.4594187925,-81.9425479398
9411,12/04/2022,C and D,26.4282448,-81.9111465
9412,10/12/2022,C and D,26.4496495598,-81.9454239105
9413,11/01/2022,C and D,26.4287460492,-81.9115925322
9414,01/10/2023,C and D,26.4308735,-81.9132571
9415,11/28/2022,C and D,26.4600514,-81.9415819
9416,02/27/2023,C and D,26.4318792802,-81.9150835835
9417,10/31/2022,C and D,26.4183195,-81.9019676
9418,11/10/2022,C and D,26.4610963142,-81.9525180285
9419,10/17/2022,C and D,26.4309321321,-81.9137083847
9420,01/10/2023,C and D,26.4606735509,-81.9462884955
9421,02/02/2023,C and D,26.4317886949,-81.9150682942
9422,11/12/2022,C and D,26.4080321,-81.8971026
9423,12/11/2022,C and D,26.408019737,-81.8970070625
9424,12/18/2022,C and D,26.4657629561,-81.9548347593
9425,11/13/2022,C and D,26.4045499,-81.8901619
9426,12/17/2022,C and D,26.4057041053,-81.8942113035
9427,01/12/2023,C and D,26.4508083,-81.9489186
9428,12/03/2022,C and D,26.4643995,-81.9543805
9429,11/03/2022,C and D,26.4613260795,-81.9504050911
9430,11/11/2022,C and D,26.4410324022,-81.92824292
9431,01/22/2023,Compact CD,26.4483204,-81.9405656
9432,11/11/2022,C and D,26.425450805,-81.9078344478
9433,12/11/2022,C and D,26.4058417781,-81.8946792652
9434,12/11/2022,C and D,26.4060345301,-81.8948516498
9435,11/21/2022,C and D,26.4288212,-81.9115988
9436,12/01/2022,C and D,26.4616471708,-81.9485378664
9437,12/01/2022,C and D,26.4619075579,-81.948611339
9438,12/11/2022,C and D,26.4614802,-81.9521454
9439,02/06/2023,C and D,26.4476561,-81.9403376
9440,01/03/2023,C and D,26.4636708,-81.9531145
9441,10/27/2022,C and D,26.4132755203,-81.9001583476
9442,01/11/2023,C and D,26.4508406,-81.9487061
9443,10/12/2022,C and D,26.4492197161,-81.9441411056
9444,01/06/2023,C and D,26.4476267,-81.9403367
9445,01/30/2023,C and D,26.4290392,-81.9119821
9446,11/05/2022,C and D,26.4045056608,-81.8903114554
9447,01/10/2023,C and D,26.4296449,-81.9126394
9448,10/07/2022,C and D,26.4612092,-81.9524285
9449,10/17/2022,C and D,26.4621662,-81.9512596
9450,11/26/2022,Dirty Sand Soil,26.444634,-81.9346084
9451,01/11/2023,C and D,26.4601701731,-81.9403314684
9452,12/07/2022,C and D,26.4341291,-81.9176361
9453,10/19/2022,C and D,26.4365663789,-81.9209453244
9454,11/12/2022,C and D,26.4254418115,-81.907678759
9455,01/14/2023,C and D,26.4590826864,-81.9484729055
9456,11/13/2022,C and D,26.4106718,-81.8991522
9457,12/05/2022,C and D,26.44984,-81.9458469
9458,10/17/2022,Dirty Sand Soil,26.4354368,-81.9194805
9459,12/03/2022,C and D,26.4589011111,-81.9402745553
9460,11/06/2022,C and D,26.4221151,-81.9041553
9461,10/18/2022,Dirty Sand Soil,26.4438169,-81.9329823
9462,11/07/2022,C and D,26.4581694113,-81.9422689305
9463,12/12/2022,C and D,26.4494852,-81.9454039
9464,11/02/2022,C and D,26.4072015122,-81.8963123513
9465,11/05/2022,C and D,26.4594995771,-81.9462225394
9466,02/13/2023,C and D,26.4253666967,-81.9074964181
9467,12/07/2022,C and D,26.4602632635,-81.9468597069
9468,02/19/2023,C and D,26.4169063493,-81.9013478247
9469,01/14/2023,C and D,26.4506683,-81.9485668
9470,12/19/2022,C and D,26.4376731,-81.9227044
9471,12/03/2022,C and D,26.4283879,-81.9113126
9472,01/29/2023,Compact CD,26.448415,-81.9406683
9473,11/09/2022,C and D,26.4109827465,-81.8993294316
9474,11/09/2022,C and D,26.4609347357,-81.9490746457
9475,12/07/2022,C and D,26.4104479099,-81.89889124
9476,11/29/2022,C and D,26.4425013069,-81.9308728425
9477,02/23/2023,C and D,26.4347288758,-81.9184665196
