fid,Load_Date,fldDebrisC,Pile_Latit,Pile_Longi
2144,12/08/2022,C and D,26.4578655976,-81.9404001787
2145,12/02/2022,C and D,26.4618101109,-81.953867133
2146,10/12/2022,C and D,26.4492888863,-81.9444884376
2147,11/05/2022,C and D,26.4049047232,-81.8922304922
2148,12/12/2022,C and D,26.4439421,-81.9332877
2149,01/16/2023,C and D,26.4597412562,-81.9402605004
2150,12/14/2022,Dirty Sand Soil,26.4513785,-81.9506623
2151,11/06/2022,C and D,26.4525518,-81.9546408
2152,11/08/2022,C and D,26.4452579,-81.9362068
2153,11/30/2022,C and D,26.4425274404,-81.9309517835
2154,10/31/2022,Dirty Sand Soil,26.4211914,-81.9034258
2155,02/28/2023,C and D,26.459528748,-81.9406021201
2156,11/30/2022,C and D,26.4582135276,-81.9417193197
2157,10/28/2022,Clean Sand Soil,26.4526859,-81.9552865
2158,10/23/2022,Dirty Sand Soil,26.4232732,-81.9048269
2159,11/06/2022,C and D,26.432686,-81.9159131
2160,01/10/2023,C and D,26.45762786,-81.9393598324
2161,11/01/2022,Dirty Sand Soil,26.4118952,-81.8997166
2162,01/08/2023,C and D,26.4326319,-81.9158549
2163,10/12/2022,C and D,26.4493095099,-81.944332179
2164,10/28/2022,C and D,26.4220599073,-81.9042778164
2165,01/10/2023,C and D,26.4301817665,-81.9129317009
2166,11/19/2022,C and D,26.4581783,-81.9409375
2167,12/06/2022,C and D,26.4632013847,-81.9511855359
2168,10/25/2022,Dirty Sand Soil,26.4492537,-81.9433707
2169,12/06/2022,C and D,26.4624273948,-81.9515242343
2170,12/03/2022,C and D,26.410794,-81.8999847
2171,10/15/2022,C and D,26.4310096094,-81.9139696858
2172,10/29/2022,HHW to DMS,26.4601316583,-81.9469479752
2173,12/02/2022,C and D,26.4256217,-81.9078488
2174,10/29/2022,HHW to DMS,26.4610805735,-81.9476898944
2175,10/06/2022,C and D,26.4612631055,-81.9538795689
2176,12/10/2022,C and D,26.410722,-81.8991679
2177,01/09/2023,C and D,26.4325892,-81.9163366
2178,10/22/2022,C and D,26.4287302137,-81.9116167573
2179,11/13/2022,C and D,26.4076373,-81.8965809
2180,03/19/2023,C and D,26.4045974,-81.8919423
2181,11/04/2022,C and D,26.4046710149,-81.8918701967
2182,01/18/2023,Dirty Sand Soil,26.446676,-81.9381621
2183,02/16/2023,C and D,26.4664665164,-81.9556990314
2184,01/16/2023,C and D,26.4346372,-81.9185093
2185,11/09/2022,C and D,26.4106630628,-81.8991835566
2186,11/07/2022,C and D,26.4609719072,-81.948953203
2187,12/03/2022,C and D,26.4201747919,-81.9029159466
2188,10/24/2022,C and D,26.4044008842,-81.8890009271
2189,11/30/2022,C and D,26.4361386,-81.9209124
2190,02/15/2023,C and D,26.4058057228,-81.8947399894
2191,12/08/2022,C and D,26.461674091,-81.9462188411
2192,02/25/2023,C and D,26.4102540538,-81.898976164
2193,01/16/2023,C and D,26.4597400409,-81.9402356655
2194,10/13/2022,C and D,26.4161404869,-81.9011386043
2195,10/13/2022,Dirty Sand Soil,26.4489302,-81.9433528
2196,10/30/2022,C and D,26.4274554702,-81.9102710622
2197,11/18/2022,C and D,26.4045363953,-81.8867021938
2198,12/14/2022,C and D,26.4600236146,-81.9415090069
2199,10/06/2022,C and D,26.4636546663,-81.9531089594
2200,12/04/2022,C and D,26.4653208,-81.95411
2201,11/17/2022,C and D,26.4497795899,-81.9458673323
2202,01/15/2023,C and D,26.4400639,-81.9267435
2203,12/07/2022,C and D,26.4581805,-81.9409046
2204,11/26/2022,C and D,26.4336885559,-81.9171427657
2205,10/25/2022,C and D,26.425427855,-81.9073051774
2206,11/13/2022,C and D,26.4104505,-81.8990486
2207,02/08/2023,C and D,26.4045371445,-81.8876669667
2208,02/08/2023,C and D,26.4324347408,-81.9155270301
2209,12/01/2022,C and D,26.4616802686,-81.9485149039
2210,11/05/2022,C and D,26.4181215596,-81.9019070641
2211,11/01/2022,C and D,26.4601872173,-81.9472333492
2212,01/25/2023,Compact CD,26.448034,-81.9406021
2213,02/13/2023,C and D,26.4254237,-81.9077165
2214,11/11/2022,C and D,26.4213804,-81.903784
2215,12/07/2022,C and D,26.40684505,-81.8959094771
2216,10/31/2022,C and D,26.4274393811,-81.9102562666
2217,02/23/2023,C and D,26.4299806667,-81.9128273333
2218,02/11/2023,Concrete to FDS,26.4478659,-81.9406039
2219,02/18/2023,C and D,26.4285131,-81.9112434
2220,02/09/2023,C and D,26.4104692,-81.8986764
2221,10/14/2022,Dirty Sand Soil,26.4434772777,-81.9325066265
2222,12/11/2022,C and D,26.4650313,-81.9522697
2223,11/22/2022,C and D,26.4276015,-81.9103223
2224,12/02/2022,C and D,26.4643131,-81.9541834
2225,10/25/2022,C and D,26.4427962899,-81.9313113672
2226,12/09/2022,Vegetation,26.4175549,-81.9017175
2227,12/05/2022,C and D,26.450161,-81.948039
2228,10/13/2022,Dirty Sand Soil,26.4489559,-81.9433293
2229,05/16/2023,C and D,26.4272746,-81.9100076
2230,11/30/2022,C and D,26.4358661,-81.9199799
2231,02/08/2023,Compact CD,26.4483517,-81.9405133
2232,12/02/2022,Vegetation,26.4283305,-81.9114159
2233,12/02/2022,C and D,26.4048187832,-81.885429139
2234,01/03/2023,C and D,26.4659139,-81.9550008
2235,11/22/2022,Vegetation,26.4255069,-81.9079584
2236,11/19/2022,Clean Sand Soil,26.4525244,-81.9552228
2237,01/11/2023,C and D,26.4505162,-81.9484963
2238,10/24/2022,Dirty Sand Soil,26.4504249,-81.9475584
2239,11/16/2022,C and D,26.431199,-81.9141781
2240,01/14/2023,C and D,26.4507963,-81.9486881
2241,12/21/2022,C and D,26.4624914071,-81.9511744738
2242,12/21/2022,C and D,26.4626779426,-81.9511594169
2243,11/08/2022,C and D,26.4338558,-81.9174629
2244,11/06/2022,C and D,26.4329078,-81.9161836
2245,11/03/2022,C and D,26.4060162893,-81.8949521799
2246,11/16/2022,C and D,26.4067582379,-81.8957477251
2247,10/18/2022,Dirty Sand Soil,26.4354582,-81.9194872
2248,12/15/2022,C and D,26.4666707,-81.9542709
2249,11/04/2022,C and D,26.4172320301,-81.9016141166
2250,11/02/2022,C and D,26.4288314944,-81.9116423094
2251,10/12/2022,C and D,26.4493676526,-81.9447643785
2252,11/14/2022,C and D,26.4330408,-81.916398
2253,11/20/2022,C and D,26.4049266,-81.8928155
2254,01/15/2023,C and D,26.4595854237,-81.9417344054
2255,12/03/2022,C and D,26.4582522803,-81.944084765
2256,10/13/2022,C and D,26.4501138326,-81.9467839312
2257,03/15/2023,C and D,26.4594544725,-81.9459375212
2258,03/16/2023,HHW to DMS,26.4622329,-81.9512578
2259,01/14/2023,C and D,26.450739,-81.9487367
2260,01/23/2023,C and D,26.4106038,-81.8990762
2261,10/31/2022,C and D,26.4286601212,-81.9114756431
2262,12/08/2022,C and D,26.4652983898,-81.9551742272
2263,02/27/2023,Concrete to FDS,26.4481008,-81.9407116
2264,12/19/2022,C and D,26.4637315198,-81.9476532296
2265,10/20/2022,Dirty Sand Soil,26.4514676,-81.9512197
2266,10/10/2022,C and D,26.4488866,-81.9435634
2267,10/16/2022,Clean Sand Soil,26.4525582,-81.9546192
2268,12/04/2022,C and D,26.4415090811,-81.9291846269
2269,10/23/2022,Clean Sand Soil,26.4525548,-81.954596
2270,11/04/2022,Dirty Sand Soil,26.4507445,-81.9485553
2271,11/29/2022,C and D,26.4504108,-81.9478158
2272,12/02/2022,C and D,26.4359215,-81.9201388
2273,03/01/2023,C and D,26.4585809,-81.9408838
2274,11/01/2022,C and D,26.4083132148,-81.8972719676
2275,11/08/2022,Dirty Sand Soil,26.4145565,-81.9006616
2276,10/29/2022,C and D,26.4518381,-81.9520906
2277,02/14/2023,C and D,26.4253966,-81.907453
2278,10/15/2022,Clean Sand Soil,26.4525531,-81.954555
2279,11/22/2022,C and D,26.4046526,-81.891115
2280,11/22/2022,C and D,26.4256451,-81.9081037
2281,10/15/2022,Dirty Sand Soil,26.4492151598,-81.9441951907
2282,02/15/2023,C and D,26.4632734,-81.9532654
2283,10/06/2022,C and D,26.4650413338,-81.9509453034
2284,10/23/2022,Dirty Sand Soil,26.4436689,-81.9327786
2285,10/17/2022,Dirty Sand Soil,26.4400639,-81.9265242
2286,11/06/2022,C and D,26.4279977884,-81.9108586852
2287,12/16/2022,C and D,26.4056606,-81.8943278
2288,11/01/2022,HHW to DMS,26.4580205433,-81.9430024285
2289,10/21/2022,Dirty Sand Soil,26.4515043,-81.951344
2290,01/25/2023,C and D,26.4333107,-81.9166333
2291,11/01/2022,C and D,26.4164631581,-81.9013149665
2292,12/04/2022,C and D,26.4044334507,-81.8913992588
2293,11/11/2022,C and D,26.4406711422,-81.9278931432
2294,11/16/2022,Dirty Sand Soil,26.4200525,-81.9027515
2295,05/16/2023,C and D,26.4255089,-81.9077783
2296,11/03/2022,C and D,26.4049938603,-81.8929243311
2297,11/03/2022,C and D,26.428652,-81.9115024
2298,02/11/2023,Concrete to FDS,26.4483017,-81.9408917
2299,12/07/2022,C and D,26.4340025,-81.9174933
2300,12/10/2022,C and D,26.4427819,-81.9314962
2301,10/23/2022,Dirty Sand Soil,26.4305326,-81.9133619
2302,11/02/2022,C and D,26.4063746728,-81.8953047014
2303,10/15/2022,C and D,26.4048570207,-81.884677127
2304,11/02/2022,C and D,26.4087013481,-81.8976403401
2305,10/24/2022,C and D,26.4185076,-81.9020776
2306,11/09/2022,C and D,26.4418716822,-81.9297327195
2307,02/27/2023,Concrete to FDS,26.4481759,-81.9406933
2308,12/06/2022,C and D,26.4632006139,-81.9509490594
2309,11/20/2022,C and D,26.4285959,-81.9115197
2310,12/05/2022,C and D,26.4328398882,-81.9160088618
2311,11/30/2022,Vegetation,26.4256828,-81.9078993
2312,11/16/2022,C and D,26.4664611,-81.9557693
2313,11/01/2022,C and D,26.4148959,-81.9007884
2314,11/29/2022,Sand CD,26.4525113,-81.9545831
2315,12/06/2022,C and D,26.4339257,-81.9174659
2316,12/04/2022,C and D,26.4611854674,-81.9502316727
2317,11/02/2022,C and D,26.428731,-81.9116027
2318,11/03/2022,C and D,26.4057313465,-81.8944573124
2319,11/02/2022,C and D,26.4449455356,-81.9354148955
2320,10/13/2022,Dirty Sand Soil,26.448929,-81.9434061
2321,02/02/2023,C and D,26.4319101335,-81.9152423904
2322,11/02/2022,C and D,26.4288770082,-81.9116657787
2323,11/19/2022,Sand CD,26.4525211,-81.9546737
2324,01/05/2023,Clean Sand Soil,26.4365012,-81.9220729
2325,12/10/2022,C and D,26.4656613,-81.9554249
2326,10/24/2022,C and D,26.4339232415,-81.9174201285
2327,10/19/2022,Clean Sand Soil,26.4525823,-81.9545832
2328,01/21/2023,C and D,26.4667878768,-81.954218143
2329,12/07/2022,C and D,26.4613429139,-81.9505680889
2330,11/08/2022,C and D,26.4423334832,-81.9305974805
2331,01/05/2023,C and D,26.4302438,-81.913031
2332,10/14/2022,C and D,26.4497927483,-81.9458351937
2333,11/20/2022,C and D,26.4667443836,-81.9547447263
2334,10/15/2022,C and D,26.4497438528,-81.9457682969
2335,12/07/2022,C and D,26.4098172728,-81.898626471
2336,10/14/2022,C and D,26.416139,-81.9011252
2337,11/19/2022,C and D,26.4247438424,-81.9061781097
2338,01/29/2023,C and D,26.4663645253,-81.9556935691
2339,11/14/2022,C and D,26.4499347055,-81.9466395885
2340,11/15/2022,C and D,26.4248691664,-81.9063039181
2341,11/05/2022,C and D,26.4175185208,-81.9017128624
2342,10/21/2022,Dirty Sand Soil,26.4508653,-81.9488081
2343,10/24/2022,Dirty Sand Soil,26.4525975,-81.9544633
2344,02/24/2023,C and D,26.42197493,-81.9042431005
2345,11/05/2022,C and D,26.4345005,-81.9183399
2346,11/30/2022,C and D,26.4595525001,-81.9461533675
2347,12/10/2022,C and D,26.4104978833,-81.8990706281
2348,12/04/2022,C and D,26.4413224999,-81.9288919308
2349,10/31/2022,C and D,26.4173356316,-81.9016793031
2350,11/03/2022,C and D,26.4064995514,-81.8955424579
2351,02/02/2023,Dirty Sand Soil,26.4320877,-81.9149965
2352,12/04/2022,C and D,26.4047118,-81.8863582
2353,01/21/2023,C and D,26.4602964629,-81.9473153243
2354,01/17/2023,C and D,26.4295516,-81.912394
2355,11/09/2022,C and D,26.4586203,-81.9426131
2356,10/17/2022,Clean Sand Soil,26.4525599,-81.9545282
2357,03/19/2023,C and D,26.4047116,-81.8921206
2358,02/12/2023,Concrete,26.4577451103,-81.9403414389
2359,11/14/2022,C and D,26.4288717276,-81.9116734062
2360,12/12/2022,C and D,26.4615691,-81.9521747
2361,11/13/2022,C and D,26.421443229,-81.9037164551
2362,11/08/2022,C and D,26.4524163679,-81.9546625112
2363,11/02/2022,C and D,26.4288325422,-81.911594784
2364,10/14/2022,Vegetation,26.4059291647,-81.8948081038
2365,12/09/2022,C and D,26.4584249084,-81.9395248004
2366,11/20/2022,C and D,26.4384884075,-81.9238582433
2367,01/16/2023,C and D,26.4578176486,-81.9403459976
2368,11/12/2022,C and D,26.4332729,-81.9166021
2369,11/01/2022,Dirty Sand Soil,26.404789,-81.8860076
2370,12/09/2022,C and D,26.4353929,-81.9189947
2371,01/22/2023,C and D,26.4596407249,-81.9462725473
2372,01/07/2023,C and D,26.4327639,-81.9159615
2373,11/12/2022,Dirty Sand Soil,26.442763,-81.9311757
2374,11/02/2022,Dirty Sand Soil,26.4079938,-81.8968487
2375,11/02/2022,C and D,26.4288919279,-81.9116665331
2376,11/12/2022,C and D,26.4254565959,-81.9077736601
2377,10/24/2022,Clean Sand Soil,26.4073903,-81.8965417
2378,10/18/2022,C and D,26.4365663938,-81.9209438935
2379,11/21/2022,C and D,26.4605314169,-81.9537021237
2380,11/06/2022,C and D,26.4059786143,-81.8945285393
2381,11/06/2022,C and D,26.4347168,-81.9185463
2382,11/01/2022,Dirty Sand Soil,26.4183471,-81.9018583
2383,10/14/2022,C and D,26.4289946577,-81.9117246295
2384,10/29/2022,HHW to DMS,26.4616817236,-81.9485759922
2385,11/20/2022,C and D,26.4285501,-81.9115259
2386,11/19/2022,C and D,26.4392238566,-81.9247817154
2387,11/07/2022,C and D,26.458085971,-81.9417252113
2388,11/16/2022,C and D,26.4345602738,-81.9184696209
2389,12/07/2022,C and D,26.4600518,-81.9403527
2390,10/28/2022,Clean Sand Soil,26.4526981,-81.9552828
2391,10/16/2022,Clean Sand Soil,26.4525675,-81.9546028
2392,11/12/2022,Dirty Sand Soil,26.442298,-81.930456
2393,10/16/2022,C and D,26.4364849749,-81.9209501568
2394,02/10/2023,Concrete to FDS,26.4483558,-81.9404444
2395,10/24/2022,Dirty Sand Soil,26.431067,-81.9139277
2396,12/19/2022,C and D,26.4614049469,-81.950813454
2397,11/15/2022,C and D,26.4330353,-81.916353
2398,01/22/2023,C and D,26.4643636969,-81.9536873054
2399,10/29/2022,C and D,26.4525631,-81.9546628
2400,11/06/2022,C and D,26.4581130989,-81.9431610567
2401,02/03/2023,C and D,26.4600065584,-81.9492506516
2402,11/16/2022,C and D,26.4056296321,-81.8943971303
2403,10/24/2022,C and D,26.4274038887,-81.9101749734
2404,11/04/2022,C and D,26.4200507384,-81.9028103818
2405,10/07/2022,C and D,26.461094,-81.9486348
2406,03/19/2023,C and D,26.419268,-81.9024504
2407,03/28/2023,C and D,26.4103722274,-81.8990072344
2408,12/09/2022,C and D,26.4349979,-81.9187672
2409,10/22/2022,Dirty Sand Soil,26.4239133,-81.9053328
2410,01/03/2023,Dirty Sand Soil,26.4297106,-81.9125658
2411,11/06/2022,C and D,26.4648230095,-81.9508559537
2412,12/12/2022,C and D,26.4447253,-81.9346107
2413,10/20/2022,C and D,26.4366183227,-81.9211609159
2414,11/11/2022,C and D,26.4254973476,-81.9078577481
2415,11/06/2022,C and D,26.4059434924,-81.8946269621
2416,10/07/2022,C and D,26.4601109426,-81.9536754424
2417,03/19/2023,C and D,26.4043387,-81.8903877
2418,01/03/2023,Dirty Sand Soil,26.4299179,-81.9126885
2419,12/14/2022,C and D,26.4056701778,-81.8943083375
2420,10/23/2022,Clean Sand Soil,26.4525684,-81.9546016
2421,11/04/2022,C and D,26.4525246,-81.9546528
2422,03/16/2023,HHW to DMS,26.4616948,-81.9520623
2423,11/04/2022,C and D,26.4254838461,-81.9076727238
2424,12/20/2022,C and D,26.4589583568,-81.9482861048
2425,10/14/2022,C and D,26.4488589161,-81.9428903996
2426,01/04/2023,C and D,26.4304082,-81.9132073
2427,12/09/2022,C and D,26.4639643673,-81.9517750294
2428,10/20/2022,Dirty Sand Soil,26.451392,-81.951264
2429,02/17/2023,C and D,26.4601807834,-81.9468331076
2430,11/02/2022,C and D,26.4076443482,-81.8967048359
2431,11/02/2022,C and D,26.407667147,-81.89671129
2432,11/13/2022,C and D,26.445068155,-81.9354639032
2433,01/07/2023,C and D,26.4311485,-81.9141121
2434,10/13/2022,Dirty Sand Soil,26.4489273,-81.9433873
2435,11/11/2022,Clean Sand Soil,26.4524433,-81.9551733
2436,12/15/2022,C and D,26.4578421414,-81.9396910072
2437,10/14/2022,Dirty Sand Soil,26.4439944,-81.933454
2438,12/18/2022,Dirty Sand Soil,26.444768,-81.9350152
2439,10/14/2022,Dirty Sand Soil,26.451473278,-81.9512557705
2440,11/05/2022,C and D,26.4161084779,-81.9010925107
2441,11/14/2022,C and D,26.434853389,-81.9188554399
2442,11/17/2022,C and D,26.4256381989,-81.9081219938
2443,11/11/2022,C and D,26.442002505,-81.9300266442
2444,12/18/2022,C and D,26.4612712745,-81.9538338007
2445,10/05/2022,C and D,26.4647833717,-81.9507517473
2446,01/08/2023,C and D,26.4302378,-81.9129358
2447,10/23/2022,Clean Sand Soil,26.452592,-81.9545794
2448,12/01/2022,C and D,26.4618372032,-81.9486353652
2449,01/12/2023,C and D,26.4437567,-81.93331
2450,12/11/2022,C and D,26.4585031138,-81.9395338143
2451,10/13/2022,Dirty Sand Soil,26.449633115,-81.9452734385
2452,11/30/2022,C and D,26.4364584,-81.9202813
2453,11/16/2022,C and D,26.4410845484,-81.9281851105
2454,01/23/2023,C and D,26.4281459,-81.9110905
2455,01/14/2023,C and D,26.4508128,-81.9489927
2456,03/10/2023,C and D,26.4051056,-81.893249
2457,10/20/2022,Dirty Sand Soil,26.4514053,-81.9512343
2458,12/18/2022,Dirty Sand Soil,26.4387125,-81.9240442
2459,01/11/2023,C and D,26.4586072696,-81.9461478926
2460,11/10/2022,C and D,26.4630447887,-81.9486264513
2461,01/19/2023,Vegetation,26.4173293,-81.9015776
2462,12/12/2022,C and D,26.4615454,-81.9521658
2463,10/14/2022,Dirty Sand Soil,26.4491654193,-81.943966615
2464,12/07/2022,Dirty Sand Soil,26.4286246,-81.9114124
2465,10/12/2022,C and D,26.4045602171,-81.8859177303
2466,10/26/2022,C and D,26.4607571997,-81.9482171629
2467,11/04/2022,C and D,26.4513082,-81.9502248
2468,01/09/2023,Clean Sand Soil,26.4365092,-81.9223697
2469,10/07/2022,C and D,26.4652612,-81.9552335
2470,10/12/2022,C and D,26.4493240477,-81.9444781622
2471,10/18/2022,C and D,26.4365069532,-81.920846218
2472,10/26/2022,C and D,26.4619341446,-81.9512266853
2473,12/12/2022,C and D,26.4464112,-81.9380222
2474,10/23/2022,Dirty Sand Soil,26.4236202,-81.9050854
2475,10/23/2022,C and D,26.4252149128,-81.906622639
2476,02/15/2023,C and D,26.4632885,-81.9532451
2477,12/03/2022,C and D,26.4575431176,-81.9402330705
2478,01/09/2023,C and D,26.4324676584,-81.9155727334
2479,12/01/2022,Vegetation,26.4241492,-81.9056047
2480,12/08/2022,C and D,26.4339002,-81.9174973
2481,10/17/2022,Dirty Sand Soil,26.4387172,-81.9240325
2482,11/28/2022,C and D,26.4244895,-81.906195
2483,12/03/2022,C and D,26.4359961357,-81.9204305672
2484,10/09/2022,C and D,26.469148,-81.951001
2485,10/16/2022,Dirty Sand Soil,26.4526484388,-81.9545646255
2486,10/21/2022,C and D,26.4308050023,-81.9136540121
2487,01/21/2023,C and D,26.4213451684,-81.9034395844
2488,11/05/2022,C and D,26.4479042,-81.9409252
2489,12/07/2022,C and D,26.4600593,-81.9403679
2490,11/28/2022,C and D,26.4594046,-81.9417206
2491,11/21/2022,C and D,26.4287459,-81.9115347
2492,12/16/2022,C and D,26.4597066446,-81.9466079676
2493,12/03/2022,C and D,26.4105259627,-81.8991284632
2494,10/28/2022,Clean Sand Soil,26.452695,-81.9552776
2495,10/19/2022,C and D,26.4305028697,-81.9132870173
2496,10/14/2022,Dirty Sand Soil,26.4307152,-81.9135946
2497,12/12/2022,C and D,26.4440887,-81.9335894
2498,10/19/2022,C and D,26.4365977421,-81.9209613332
2499,11/06/2022,C and D,26.4286467,-81.9115024
2500,12/05/2022,C and D,26.4657995,-81.9548987
2501,11/04/2022,C and D,26.4173953515,-81.9016672578
2502,02/11/2023,C and D,26.4602776,-81.9474005
2503,12/02/2022,C and D,26.4049175769,-81.8852107478
2504,02/19/2023,HHW to DMS,26.4591934,-81.9455159
2505,01/04/2023,C and D,26.4303307,-81.9131161
2506,03/09/2023,C and D,26.4211747,-81.9035862
2507,12/15/2022,C and D,26.4666788,-81.9542604
2508,11/30/2022,C and D,26.4649357,-81.9509797
2509,10/29/2022,C and D,26.4099774,-81.8985792
2510,10/17/2022,C and D,26.4057442126,-81.8946253192
2511,10/24/2022,C and D,26.4250230929,-81.906411415
2512,10/22/2022,Dirty Sand Soil,26.4292253,-81.9120346
2513,10/20/2022,C and D,26.4173946,-81.9016214
2514,10/24/2022,C and D,26.4338509137,-81.9175434463
2515,10/14/2022,Dirty Sand Soil,26.4518017,-81.9517295
2516,05/04/2023,C and D,26.4613607368,-81.9504087117
2517,03/19/2023,C and D,26.4043318,-81.8897256
2518,12/01/2022,C and D,26.4638749291,-81.9529873388
2519,02/26/2023,C and D,26.4102738,-81.898961
2520,12/12/2022,C and D,26.458075974,-81.9401689933
2521,12/12/2022,C and D,26.4359197347,-81.9203441498
2522,12/12/2022,C and D,26.4278450702,-81.9108223916
2523,01/23/2023,C and D,26.4374359,-81.9223804
2524,11/12/2022,C and D,26.4054449,-81.8940126
2525,11/13/2022,Dirty Sand Soil,26.441079,-81.9283034
2526,11/03/2022,C and D,26.4485564,-81.9425614
2527,02/08/2023,C and D,26.416741,-81.9014517
2528,10/19/2022,Clean Sand Soil,26.4525649,-81.9546067
2529,12/02/2022,C and D,26.4047724133,-81.8856767828
2530,11/17/2022,C and D,26.4498093445,-81.9460345154
2531,11/22/2022,C and D,26.4276122,-81.9103164
2532,10/15/2022,C and D,26.4510607385,-81.9497300154
2533,12/02/2022,C and D,26.4283741,-81.9113526
2534,12/01/2022,C and D,26.4629718862,-81.9532597481
2535,10/12/2022,C and D,26.4502144873,-81.9467308441
2536,02/23/2023,C and D,26.4319774213,-81.9151392306
2537,03/19/2023,C and D,26.4171444,-81.9017632
2538,12/01/2022,C and D,26.4617493229,-81.949130054
2539,12/21/2022,C and D,26.4631750443,-81.9510347547
2540,12/04/2022,C and D,26.4182362,-81.9019627
2541,01/07/2023,Clean Sand Soil,26.4365161,-81.9222368
2542,11/13/2022,C and D,26.4525345188,-81.954702534
2543,10/13/2022,Dirty Sand Soil,26.4489116,-81.9433424
2544,10/22/2022,Dirty Sand Soil,26.4491903,-81.9442531
2545,11/30/2022,C and D,26.4594647342,-81.9461511226
2546,11/04/2022,Clean Sand Soil,26.4359652,-81.9203466
2547,03/16/2023,C and D,26.4597160461,-81.9464940343
2548,03/25/2023,C and D,26.4603426437,-81.9476782564
2549,10/21/2022,Dirty Sand Soil,26.4375293,-81.9223241
2550,12/02/2022,C and D,26.4359660866,-81.9201729913
2551,10/21/2022,C and D,26.4339290919,-81.9173708193
2552,12/01/2022,C and D,26.4430643,-81.9317305
2553,12/05/2022,C and D,26.4052672,-81.8932813
2554,11/17/2022,C and D,26.4335954,-81.917076
2555,11/20/2022,C and D,26.428414,-81.9113851
2556,12/11/2022,C and D,26.461787924,-81.9477567614
2557,10/14/2022,C and D,26.4089523,-81.897853
2558,10/22/2022,C and D,26.4287220945,-81.9114641086
2559,01/13/2023,C and D,26.4590272458,-81.9483140736
2560,12/01/2022,C and D,26.4639830643,-81.953054872
2561,11/19/2022,C and D,26.4581557,-81.9395807
2562,10/19/2022,Dirty Sand Soil,26.4514577,-81.9514536
2563,11/18/2022,C and D,26.4621538,-81.9512252
2564,10/22/2022,Dirty Sand Soil,26.4490283,-81.9440477
2565,10/16/2022,C and D,26.4306100577,-81.913432693
2566,10/28/2022,Clean Sand Soil,26.4526993,-81.9552638
2567,11/08/2022,C and D,26.4339091,-81.9176162
2568,10/21/2022,Dirty Sand Soil,26.431998,-81.915025
2569,12/12/2022,C and D,26.4613977,-81.9520706
2570,11/01/2022,C and D,26.4154956051,-81.9010651496
2571,10/14/2022,Dirty Sand Soil,26.4515897226,-81.9512092464
2572,10/12/2022,C and D,26.4492939101,-81.9443170486
2573,01/06/2023,C and D,26.4477535591,-81.9401124543
2574,11/04/2022,C and D,26.4175650281,-81.9016915439
2575,11/10/2022,C and D,26.4596123575,-81.9492116758
2576,01/23/2023,C and D,26.4655980841,-81.9554516674
2577,11/28/2022,C and D,26.4607166,-81.9481743
2578,02/23/2023,C and D,26.428910955,-81.9118377642
2579,12/09/2022,C and D,26.4443481,-81.9346356
2580,12/14/2022,Dirty Sand Soil,26.4515006,-81.9510202
2581,05/01/2023,Vegetation,26.4213167,-81.9039626
2582,01/16/2023,C and D,26.4578692057,-81.9403865983
2583,11/19/2022,C and D,26.4108838225,-81.8991827008
2584,11/13/2022,Dirty Sand Soil,26.4411592,-81.9282816
2585,12/12/2022,C and D,26.4357220475,-81.919904016
2586,10/28/2022,Clean Sand Soil,26.4526705,-81.9552706
2587,11/21/2022,C and D,26.404727,-81.8923917
2588,12/10/2022,C and D,26.442071,-81.930129
2589,12/01/2022,C and D,26.4280434,-81.9111525
2590,11/16/2022,C and D,26.4043665145,-81.8877498109
2591,10/22/2022,C and D,26.4254336433,-81.906913215
2592,11/02/2022,Dirty Sand Soil,26.4131998,-81.9000197
2593,12/07/2022,C and D,26.4600643,-81.9404089
2594,11/08/2022,C and D,26.4629422739,-81.9477470217
2595,10/21/2022,Dirty Sand Soil,26.4514828,-81.9513114
2596,10/22/2022,C and D,26.4254984018,-81.9078134846
2597,10/23/2022,C and D,26.4174667,-81.9016577
2598,01/18/2023,Dirty Sand Soil,26.4466362,-81.9380409
2599,10/29/2022,HHW to DMS,26.4591060035,-81.9455030772
2600,11/01/2022,Dirty Sand Soil,26.4117157,-81.8996008
2601,10/21/2022,Clean Sand Soil,26.45256,-81.9545452
2602,10/28/2022,C and D,26.4205551714,-81.9031132221
2603,11/13/2022,C and D,26.4363132231,-81.9209516701
2604,11/06/2022,C and D,26.4323077,-81.9155222
2605,12/12/2022,C and D,26.4588794438,-81.9409136754
2606,10/12/2022,C and D,26.4499236431,-81.9462551293
2607,12/04/2022,C and D,26.4611486445,-81.95021928
2608,10/17/2022,C and D,26.4098633034,-81.8985985952
2609,11/07/2022,C and D,26.4602731375,-81.9473738363
2610,12/12/2022,Vegetation,26.4036411584,-81.8754003122
2611,01/29/2023,Compact CD,26.4479662,-81.9405939
2612,11/16/2022,C and D,26.4345053573,-81.9186184936
2613,03/19/2023,C and D,26.4048652,-81.892624
2614,01/11/2023,C and D,26.4507769,-81.9487204
2615,11/28/2022,C and D,26.4270101,-81.9098173
2616,02/11/2023,C and D,26.4370984221,-81.9218550947
2617,12/01/2022,C and D,26.4050526,-81.8929323
2618,12/11/2022,C and D,26.4585898053,-81.9395605341
2619,12/09/2022,C and D,26.4585899806,-81.9408539825
2620,02/24/2023,C and D,26.4223602,-81.9044245
2621,10/23/2022,C and D,26.4525057,-81.9547516
2622,11/01/2022,C and D,26.4602987231,-81.9473579902
