WKT,fid,osmid,y,x,street_count,highway,ref
"POINT (-81.9057306 26.4242932)",330,5755082527,26.4242932,-81.9057306,3,,
"POINT (-81.9051625 26.424124)",331,5755082543,26.424124,-81.9051625,1,,
"POINT (-81.90565 26.424199)",332,5755082546,26.424199,-81.90565,3,,
"POINT (-81.9039149 26.422243)",333,5755082593,26.422243,-81.9039149,3,,
"POINT (-81.9038605 26.4224755)",334,5755082599,26.4224755,-81.9038605,1,,
"POINT (-81.903762 26.4223314)",335,5755082604,26.4223314,-81.903762,1,,
"POINT (-81.9036703 26.422192)",336,5755082605,26.422192,-81.9036703,1,,
"POINT (-81.9041221 26.4215534)",337,5756963343,26.4215534,-81.9041221,3,,
"POINT (-81.9049435 26.4209502)",338,5756963345,26.4209502,-81.9049435,1,,
"POINT (-81.9038536 26.4216269)",339,5756963348,26.4216269,-81.9038536,3,,
"POINT (-81.903947 26.4217695)",340,5756963352,26.4217695,-81.903947,3,,
"POINT (-81.9046009 26.4205337)",341,5756963367,26.4205337,-81.9046009,1,,
"POINT (-81.903615 26.4212671)",342,5756963368,26.4212671,-81.903615,3,,
"POINT (-81.9041509 26.4208685)",343,5756963369,26.4208685,-81.9041509,3,,
"POINT (-81.9047446 26.4207034)",344,5756963371,26.4207034,-81.9047446,1,,
"POINT (-81.903351 26.4211525)",345,5756963381,26.4211525,-81.903351,2,,
"POINT (-81.903659 26.421631)",346,5756963382,26.421631,-81.903659,3,,
"POINT (-81.9034872 26.4210753)",347,5756963383,26.4210753,-81.9034872,3,,
"POINT (-81.9035675 26.4209467)",348,5756987937,26.4209467,-81.9035675,3,,
"POINT (-81.9034502 26.4210198)",349,5756987938,26.4210198,-81.9034502,3,,
"POINT (-81.9033863 26.4206308)",350,5758643548,26.4206308,-81.9033863,3,,
"POINT (-81.903259 26.4207327)",351,5758643550,26.4207327,-81.903259,3,,
"POINT (-81.903084 26.420152)",352,5758643551,26.420152,-81.903084,3,,
"POINT (-81.9029356 26.4202392)",353,5758643552,26.4202392,-81.9029356,3,,
"POINT (-81.9036759 26.4199437)",354,5758643556,26.4199437,-81.9036759,3,,
"POINT (-81.9038083 26.4200902)",355,5758643557,26.4200902,-81.9038083,3,,
"POINT (-81.9027867 26.420011)",356,5758996101,26.420011,-81.9027867,3,,
"POINT (-81.9038062 26.4193318)",357,5758996102,26.4193318,-81.9038062,1,,
"POINT (-81.9036191 26.4191267)",358,5758996105,26.4191267,-81.9036191,1,,
"POINT (-81.9026949 26.4198704)",359,5758996108,26.4198704,-81.9026949,3,,
"POINT (-81.9029514 26.4199027)",360,5758996109,26.4199027,-81.9029514,3,,
"POINT (-81.9028431 26.419757)",361,5758996110,26.419757,-81.9028431,3,,
"POINT (-81.9033316 26.4196574)",362,5758996111,26.4196574,-81.9033316,3,,
"POINT (-81.9031594 26.4194825)",363,5758996112,26.4194825,-81.9031594,3,,
"POINT (-81.9032393 26.4191823)",364,5758996153,26.4191823,-81.9032393,1,,
"POINT (-81.9025521 26.4196253)",365,5758996155,26.4196253,-81.9025521,3,,
"POINT (-81.9022183 26.4189187)",366,5758996157,26.4189187,-81.9022183,3,,
"POINT (-81.9027586 26.419507)",367,5758996158,26.419507,-81.9027586,3,,
"POINT (-81.9024606 26.4172416)",368,5759422371,26.4172416,-81.9024606,1,,
"POINT (-81.9023775 26.4185019)",369,5759422376,26.4185019,-81.9023775,4,,
"POINT (-81.9020613 26.4185068)",370,5759422377,26.4185068,-81.9020613,3,,
"POINT (-81.9025597 26.4184991)",371,5759422378,26.4184991,-81.9025597,3,,
"POINT (-81.9020978 26.4172492)",372,5759422379,26.4172492,-81.9020978,3,,
"POINT (-81.9022669 26.4177066)",373,5759422381,26.4177066,-81.9022669,4,,
"POINT (-81.9020701 26.4176892)",374,5759422382,26.4176892,-81.9020701,4,,
"POINT (-81.9017781 26.4177448)",375,5759422383,26.4177448,-81.9017781,3,,
"POINT (-81.9022207 26.4175817)",376,5759422387,26.4175817,-81.9022207,3,,
"POINT (-81.9028483 26.4184947)",377,5759422388,26.4184947,-81.9028483,3,,
"POINT (-81.9029884 26.4184483)",378,5759422390,26.4184483,-81.9029884,3,,
"POINT (-81.902987 26.4183295)",379,5759422396,26.4183295,-81.902987,3,,
"POINT (-81.902499 26.4183346)",380,5759422397,26.4183346,-81.902499,3,,
"POINT (-81.9027223 26.4183323)",381,5759422398,26.4183323,-81.9027223,3,,
"POINT (-81.902454 26.418213)",382,5759422400,26.418213,-81.902454,3,,
"POINT (-81.9009288 26.4154616)",383,5763946153,26.4154616,-81.9009288,3,,
"POINT (-81.9010308 26.4157372)",384,5763946155,26.4157372,-81.9010308,3,,
"POINT (-81.901506 26.4150124)",385,5763946217,26.4150124,-81.901506,1,,
"POINT (-81.9008252 26.4151819)",386,5763946218,26.4151819,-81.9008252,3,,
"POINT (-81.9005999 26.4145821)",387,5763946233,26.4145821,-81.9005999,3,,
"POINT (-81.9007932 26.4145136)",388,5763946235,26.4145136,-81.9007932,3,,
"POINT (-81.9007566 26.4149994)",389,5763946236,26.4149994,-81.9007566,3,,
"POINT (-81.9011328 26.4148062)",390,5763946237,26.4148062,-81.9011328,1,,
"POINT (-81.900934 26.4148698)",391,5763946238,26.4148698,-81.900934,3,,
"POINT (-81.9019134 26.4142425)",392,5763946358,26.4142425,-81.9019134,1,,
"POINT (-81.9017468 26.4148141)",393,5763946360,26.4148141,-81.9017468,3,,
"POINT (-81.9012063 26.4144153)",394,5763946363,26.4144153,-81.9012063,3,,
"POINT (-81.9015541 26.4148619)",395,5763946364,26.4148619,-81.9015541,3,,
"POINT (-81.9014138 26.4143679)",396,5763946365,26.4143679,-81.9014138,3,,
"POINT (-81.9015149 26.4139736)",397,5764153773,26.4139736,-81.9015149,2,,
"POINT (-81.9018126 26.4139075)",398,5764153790,26.4139075,-81.9018126,1,,
"POINT (-81.9014704 26.414355)",399,5764153791,26.414355,-81.9014704,3,,
"POINT (-81.9013995 26.4140977)",400,5764153792,26.4140977,-81.9013995,1,,
"POINT (-81.9004559 26.4141986)",401,5764153794,26.4141986,-81.9004559,4,crossing,
"POINT (-81.901247 26.4130711)",402,5764153844,26.4130711,-81.901247,2,,
"POINT (-81.9015588 26.4129889)",403,5764153845,26.4129889,-81.9015588,1,,
"POINT (-81.9011101 26.4131193)",404,5764153846,26.4131193,-81.9011101,2,,
"POINT (-81.9001456 26.4133634)",405,5764153847,26.4133634,-81.9001456,3,,
"POINT (-81.9006627 26.4132325)",406,5764153848,26.4132325,-81.9006627,3,,
"POINT (-81.9009229 26.4141009)",407,5764153849,26.4141009,-81.9009229,3,,
"POINT (-81.9007511 26.4142572)",408,5764153870,26.4142572,-81.9007511,1,,
"POINT (-81.9008308 26.414501)",409,5764153871,26.414501,-81.9008308,3,,
"POINT (-81.9015401 26.4128223)",410,5766143306,26.4128223,-81.9015401,1,,
"POINT (-81.9012254 26.4128946)",411,5766143309,26.4128946,-81.9012254,3,,
"POINT (-81.900805 26.4113473)",412,5766143310,26.4113473,-81.900805,3,,
"POINT (-81.9008617 26.4115544)",413,5766143313,26.4115544,-81.9008617,3,,
"POINT (-81.8999605 26.4117618)",414,5766143315,26.4117618,-81.8999605,3,,
"POINT (-81.8999532 26.4116682)",415,5766143316,26.4116682,-81.8999532,3,,
"POINT (-81.9010345 26.4121888)",416,5766143319,26.4121888,-81.9010345,4,,
"POINT (-81.901144 26.4125939)",417,5766143320,26.4125939,-81.901144,3,,
"POINT (-81.9003085 26.4129133)",418,5766143329,26.4129133,-81.9003085,3,,
"POINT (-81.9011771 26.412716)",419,5766143330,26.412716,-81.9011771,3,,
"POINT (-81.9011275 26.4125327)",420,5766143331,26.4125327,-81.9011275,3,,
"POINT (-81.9010814 26.4123625)",421,5766143333,26.4123625,-81.9010814,3,,
"POINT (-81.9005143 26.4120956)",422,5766143334,26.4120956,-81.9005143,1,,
"POINT (-81.9006527 26.4120901)",423,5766143335,26.4120901,-81.9006527,3,,
"POINT (-81.9009868 26.4120125)",424,5766143336,26.4120125,-81.9009868,3,,
"POINT (-81.900701 26.4122636)",425,5766143337,26.4122636,-81.900701,3,,
"POINT (-81.9004764 26.4115828)",426,5766143338,26.4115828,-81.9004764,1,,
"POINT (-81.9008458 26.4114962)",427,5766143339,26.4114962,-81.9008458,3,,
"POINT (-81.8996231 26.4114607)",428,5766143342,26.4114607,-81.8996231,1,,
"POINT (-81.8992529 26.411011)",429,5766143557,26.411011,-81.8992529,3,,
"POINT (-81.9007375 26.4111451)",430,5766143566,26.4111451,-81.9007375,3,,
"POINT (-81.9000714 26.4113352)",431,5766143568,26.4113352,-81.9000714,1,,
"POINT (-81.8998898 26.4108338)",432,5766143569,26.4108338,-81.8998898,3,,
"POINT (-81.9000465 26.4112664)",433,5766143570,26.4112664,-81.9000465,3,,
"POINT (-81.9006725 26.4108357)",434,5766143571,26.4108357,-81.9006725,3,,
"POINT (-81.9007098 26.4110135)",435,5766143572,26.4110135,-81.9007098,3,,
"POINT (-81.8999583 26.4110229)",436,5766143573,26.4110229,-81.8999583,3,,
"POINT (-81.9012533 26.4106199)",437,5766449219,26.4106199,-81.9012533,1,,
"POINT (-81.8991066 26.4107136)",438,5766449221,26.4107136,-81.8991066,3,,
"POINT (-81.9003757 26.4106283)",439,5766449223,26.4106283,-81.9003757,3,,
"POINT (-81.9009289 26.41062)",440,5766449224,26.41062,-81.9009289,3,,
"POINT (-81.8988467 26.4102624)",441,5766451157,26.4102624,-81.8988467,3,,
"POINT (-81.8991449 26.4100585)",442,5766451159,26.4100585,-81.8991449,3,,
"POINT (-81.8994193 26.4104972)",443,5766451160,26.4104972,-81.8994193,3,,
"POINT (-81.8994215 26.4106426)",444,5766451161,26.4106426,-81.8994215,3,,
"POINT (-81.8992376 26.4102015)",445,5766451162,26.4102015,-81.8992376,3,,
"POINT (-81.8993658 26.4101192)",446,5766451166,26.4101192,-81.8993658,3,,
"POINT (-81.8992432 26.4097408)",447,5768234068,26.4097408,-81.8992432,1,,
"POINT (-81.8987055 26.4089906)",448,5768234071,26.4089906,-81.8987055,1,,
"POINT (-81.8988978 26.4090615)",449,5768234072,26.4090615,-81.8988978,1,,
"POINT (-81.8985013 26.4093395)",450,5768234073,26.4093395,-81.8985013,3,,
"POINT (-81.899264 26.4095183)",451,5768234074,26.4095183,-81.899264,1,,
"POINT (-81.8988806 26.4097953)",452,5768234075,26.4097953,-81.8988806,3,,
"POINT (-81.8991681 26.4095876)",453,5768234076,26.4095876,-81.8991681,3,,
"POINT (-81.898713 26.4091911)",454,5768234080,26.4091911,-81.898713,3,,
"POINT (-81.8987194 26.4096016)",455,5768234124,26.4096016,-81.8987194,3,,
"POINT (-81.898538 26.4088793)",456,5768540101,26.4088793,-81.898538,1,,
"POINT (-81.8982047 26.4091062)",457,5768540102,26.4091062,-81.8982047,3,,
"POINT (-81.8978623 26.408755)",458,5768540103,26.408755,-81.8978623,1,,
"POINT (-81.8980517 26.4092449)",459,5768540105,26.4092449,-81.8980517,3,,
"POINT (-81.8978671 26.4083788)",460,5768796994,26.4083788,-81.8978671,1,,
"POINT (-81.8976525 26.4081336)",461,5768796997,26.4081336,-81.8976525,1,,
"POINT (-81.8976342 26.4083411)",462,5768796998,26.4083411,-81.8976342,3,,
"POINT (-81.897413 26.4084995)",463,5768796999,26.4084995,-81.897413,3,,
"POINT (-81.8976619 26.4078123)",464,5768797047,26.4078123,-81.8976619,1,,
"POINT (-81.8972088 26.407332)",465,5768797050,26.407332,-81.8972088,1,,
"POINT (-81.8969941 26.4077515)",466,5768797052,26.4077515,-81.8969941,3,,
"POINT (-81.8971495 26.4079271)",467,5768797054,26.4079271,-81.8971495,3,,
"POINT (-81.8970641 26.4078306)",468,5768797088,26.4078306,-81.8970641,3,,
"POINT (-81.8969222 26.4079288)",469,5768797089,26.4079288,-81.8969222,3,,
"POINT (-81.8971155 26.4072123)",470,5768797104,26.4072123,-81.8971155,1,,
"POINT (-81.8965967 26.4069632)",471,5768797106,26.4069632,-81.8965967,1,,
"POINT (-81.8966957 26.4070831)",472,5768797107,26.4070831,-81.8966957,3,,
"POINT (-81.8965239 26.4073263)",473,5768797109,26.4073263,-81.8965239,3,,
"POINT (-81.8968125 26.4072247)",474,5768797111,26.4072247,-81.8968125,3,,
"POINT (-81.8964487 26.4073783)",475,5768797112,26.4073783,-81.8964487,3,,
"POINT (-81.8954568 26.4058995)",476,5768797207,26.4058995,-81.8954568,3,,
"POINT (-81.8951597 26.4062061)",477,5768797214,26.4062061,-81.8951597,3,,
"POINT (-81.8952476 26.4056557)",478,5768797217,26.4056557,-81.8952476,1,,
"POINT (-81.8950051 26.4060987)",479,5768797223,26.4060987,-81.8950051,3,,
"POINT (-81.8948585 26.4052666)",480,5770662455,26.4052666,-81.8948585,1,,
"POINT (-81.894207 26.4048595)",481,5770662458,26.4048595,-81.894207,1,,
"POINT (-81.8944454 26.4054938)",482,5770662459,26.4054938,-81.8944454,3,,
"POINT (-81.8943212 26.4056627)",483,5770662460,26.4056627,-81.8943212,3,,
"POINT (-81.8941197 26.4053112)",484,5770662461,26.4053112,-81.8941197,4,,
"POINT (-81.8939955 26.4054857)",485,5770662462,26.4054857,-81.8939955,3,,
"POINT (-81.8944498 26.4054962)",486,5770662465,26.4054962,-81.8944498,3,,
"POINT (-81.893406 26.4052067)",487,5770662549,26.4052067,-81.893406,3,,
"POINT (-81.8937695 26.4048937)",488,5770662550,26.4048937,-81.8937695,1,,
"POINT (-81.8936029 26.4051118)",489,5770662551,26.4051118,-81.8936029,1,,
"POINT (-81.8934674 26.405058)",490,5770662552,26.405058,-81.8934674,3,,
"POINT (-81.8931949 26.4051177)",491,5770662561,26.4051177,-81.8931949,3,,
"POINT (-81.8934324 26.4045961)",492,5770662564,26.4045961,-81.8934324,1,,
"POINT (-81.8930987 26.4050792)",493,5770662574,26.4050792,-81.8930987,3,,
"POINT (-81.8931744 26.4048186)",494,5770662575,26.4048186,-81.8931744,1,,
"POINT (-81.8929159 26.4048272)",495,5770662576,26.4048272,-81.8929159,1,,
"POINT (-81.8928484 26.4049851)",496,5770662577,26.4049851,-81.8928484,3,,
"POINT (-81.8925834 26.4048968)",497,5770662582,26.4048968,-81.8925834,3,,
"POINT (-81.8926989 26.4049353)",498,5770662583,26.4049353,-81.8926989,3,,
"POINT (-81.8925328 26.4047144)",499,5770662598,26.4047144,-81.8925328,1,,
"POINT (-81.892252 26.4046393)",500,5770662608,26.4046393,-81.892252,1,,
"POINT (-81.8922011 26.4047793)",501,5770662609,26.4047793,-81.8922011,3,,
"POINT (-81.8917464 26.4045134)",502,5770662617,26.4045134,-81.8917464,1,,
"POINT (-81.8917083 26.4046563)",503,5770662618,26.4046563,-81.8917083,3,,
"POINT (-81.8916655 26.4044572)",504,5770662622,26.4044572,-81.8916655,1,,
"POINT (-81.8916221 26.4046383)",505,5770662623,26.4046383,-81.8916221,3,,
"POINT (-81.891547 26.4044364)",506,5770662624,26.4044364,-81.891547,1,,
"POINT (-81.8915085 26.4046145)",507,5770662625,26.4046145,-81.8915085,3,,
"POINT (-81.8912833 26.4045744)",508,5770662630,26.4045744,-81.8912833,3,,
"POINT (-81.8913871 26.4045916)",509,5770662631,26.4045916,-81.8913871,3,,
"POINT (-81.8894534 26.4044337)",510,5770662655,26.4044337,-81.8894534,3,,
"POINT (-81.8895919 26.4044312)",511,5770662656,26.4044312,-81.8895919,3,,
"POINT (-81.8890021 26.4044393)",512,5770662663,26.4044393,-81.8890021,3,,
"POINT (-81.8891334 26.4044377)",513,5770662664,26.4044377,-81.8891334,4,,
"POINT (-81.8888796 26.4041823)",514,5770662673,26.4041823,-81.8888796,1,,
"POINT (-81.888888 26.4044407)",515,5770662674,26.4044407,-81.888888,3,,
"POINT (-81.8887434 26.4042561)",516,5770662675,26.4042561,-81.8887434,1,,
"POINT (-81.888882 26.4042557)",517,5770662676,26.4042557,-81.888882,3,,
"POINT (-81.8886279 26.4044439)",518,5770662677,26.4044439,-81.8886279,3,,
"POINT (-81.8885045 26.4044454)",519,5770662680,26.4044454,-81.8885045,3,,
"POINT (-81.8901668 26.4044457)",520,5770662683,26.4044457,-81.8901668,3,,
"POINT (-81.8902751 26.4044528)",521,5770662684,26.4044528,-81.8902751,3,,
"POINT (-81.8904502 26.4043303)",522,5770662685,26.4043303,-81.8904502,1,,
"POINT (-81.8904382 26.4044669)",523,5770662686,26.4044669,-81.8904382,3,,
"POINT (-81.8907182 26.4044919)",524,5770662687,26.4044919,-81.8907182,3,,
"POINT (-81.8905963 26.4044806)",525,5770662691,26.4044806,-81.8905963,3,,
"POINT (-81.8911644 26.4045548)",526,5770662692,26.4045548,-81.8911644,3,,
"POINT (-81.8910527 26.4045377)",527,5770662695,26.4045377,-81.8910527,3,,
"POINT (-81.8898214 26.404434)",528,5770662696,26.404434,-81.8898214,3,,
"POINT (-81.8897131 26.4044327)",529,5770662699,26.4044327,-81.8897131,3,,
"POINT (-81.8876192 26.4044562)",530,5770662708,26.4044562,-81.8876192,3,,
"POINT (-81.8875004 26.4042514)",531,5770662710,26.4042514,-81.8875004,1,,
"POINT (-81.8872362 26.4041267)",532,5771293186,26.4041267,-81.8872362,1,,
"POINT (-81.8872456 26.4044654)",533,5771293187,26.4044654,-81.8872456,3,,
"POINT (-81.8869215 26.4041356)",534,5771293188,26.4041356,-81.8869215,1,,
"POINT (-81.8869518 26.4044951)",535,5771293189,26.4044951,-81.8869518,3,,
"POINT (-81.8839625 26.4044755)",536,5771293248,26.4044755,-81.8839625,1,,
"POINT (-81.9231909 26.4380354)",537,5781896148,26.4380354,-81.9231909,3,,
"POINT (-81.9230447 26.4379304)",538,5781896275,26.4379304,-81.9230447,3,,
"POINT (-81.9208051 26.4363305)",539,5783014101,26.4363305,-81.9208051,3,,
"POINT (-81.9155695 26.4323826)",540,5784212568,26.4323826,-81.9155695,3,,
"POINT (-81.9158997 26.4320692)",541,5784212569,26.4320692,-81.9158997,1,,
"POINT (-81.9161489 26.432627)",542,5784212570,26.432627,-81.9161489,1,,
"POINT (-81.9160052 26.4327557)",543,5784212571,26.4327557,-81.9160052,3,,
"POINT (-81.9160491 26.4325691)",544,5784212577,26.4325691,-81.9160491,1,,
"POINT (-81.9159261 26.432688)",545,5784212578,26.432688,-81.9159261,3,,
"POINT (-81.9149523 26.431854)",546,5784212617,26.431854,-81.9149523,3,,
"POINT (-81.9154325 26.4314248)",547,5784212618,26.4314248,-81.9154325,1,,
"POINT (-81.9127197 26.4296466)",548,5784803018,26.4296466,-81.9127197,1,,
"POINT (-81.9125656 26.4297892)",549,5784803019,26.4297892,-81.9125656,3,,
"POINT (-81.912513 26.4297256)",550,5784803030,26.4297256,-81.912513,3,,
"POINT (-81.9126183 26.429657)",551,5784803031,26.429657,-81.9126183,1,,
"POINT (-81.9124021 26.4295861)",552,5784803032,26.4295861,-81.9124021,3,,
"POINT (-81.9125564 26.4294835)",553,5784803033,26.4294835,-81.9125564,1,,
"POINT (-81.912588 26.4296767)",554,5784803556,26.4296767,-81.912588,3,,
"POINT (-81.9124834 26.4295321)",555,5784803557,26.4295321,-81.9124834,3,,
"POINT (-81.9112317 26.4280387)",556,5784803682,26.4280387,-81.9112317,1,,
"POINT (-81.9110634 26.4281996)",557,5784803684,26.4281996,-81.9110634,3,,
"POINT (-81.9106763 26.4275227)",558,5787253593,26.4275227,-81.9106763,1,,
"POINT (-81.9104313 26.4275968)",559,5787253595,26.4275968,-81.9104313,3,,
"POINT (-81.9102085 26.4270555)",560,5787253620,26.4270555,-81.9102085,1,,
"POINT (-81.9100253 26.4272084)",561,5787253621,26.4272084,-81.9100253,3,,
"POINT (-81.9097392 26.4269348)",562,5787254818,26.4269348,-81.9097392,3,,
"POINT (-81.9096238 26.4268244)",563,5787254821,26.4268244,-81.9096238,3,,
"POINT (-81.9092827 26.4261706)",564,5787531652,26.4261706,-81.9092827,1,,
"POINT (-81.9091053 26.4263235)",565,5787532253,26.4263235,-81.9091053,3,,
"POINT (-81.9089386 26.4258951)",566,5787532260,26.4258951,-81.9089386,1,,
"POINT (-81.908788 26.4260149)",567,5787532261,26.4260149,-81.908788,3,,
"POINT (-81.9086766 26.4259065)",568,5787532264,26.4259065,-81.9086766,3,,
"POINT (-81.9085759 26.4258171)",569,5787532267,26.4258171,-81.9085759,3,,
"POINT (-81.9085175 26.4253441)",570,5787532319,26.4253441,-81.9085175,1,,
"POINT (-81.9082384 26.4255969)",571,5787532321,26.4255969,-81.9082384,3,,
"POINT (-81.9083489 26.4254696)",572,5787532323,26.4254696,-81.9083489,3,,
"POINT (-81.9084312 26.4254083)",573,5787532325,26.4254083,-81.9084312,3,,
"POINT (-81.9075729 26.4253283)",574,5787669196,26.4253283,-81.9075729,1,,
"POINT (-81.9074072 26.4251756)",575,5787669198,26.4251756,-81.9074072,1,,
"POINT (-81.907538 26.4253304)",576,5787669199,26.4253304,-81.907538,3,,
"POINT (-81.9075391 26.4254563)",577,5787669200,26.4254563,-81.9075391,3,,
"POINT (-81.9072033 26.425345)",578,5787669210,26.425345,-81.9072033,1,,
"POINT (-81.9068347 26.4247325)",579,5787669219,26.4247325,-81.9068347,3,,
"POINT (-81.9070994 26.4252499)",580,5787669226,26.4252499,-81.9070994,1,,
"POINT (-81.9070486 26.4253842)",581,5787669227,26.4253842,-81.9070486,3,,
"POINT (-81.9069045 26.4253346)",582,5787669232,26.4253346,-81.9069045,3,,
"POINT (-81.9067632 26.4248114)",583,5787669253,26.4248114,-81.9067632,1,,
"POINT (-81.9065761 26.4247604)",584,5787669257,26.4247604,-81.9065761,1,,
"POINT (-81.9067471 26.4246425)",585,5787669258,26.4246425,-81.9067471,3,,
"POINT (-81.9068697 26.4250068)",586,5787669259,26.4250068,-81.9068697,1,,
"POINT (-81.90698 26.4248254)",587,5787669260,26.4248254,-81.90698,3,,
"POINT (-81.9063786 26.4246044)",588,5787669270,26.4246044,-81.9063786,1,,
"POINT (-81.9077106 26.4250125)",589,5789781070,26.4250125,-81.9077106,1,,
"POINT (-81.9078149 26.4249363)",590,5789781071,26.4249363,-81.9078149,3,,
"POINT (-81.9069541 26.4248131)",591,5789781098,26.4248131,-81.9069541,3,,
"POINT (-81.907029 26.4247665)",592,5789781099,26.4247665,-81.907029,1,,
"POINT (-81.9069164 26.4246755)",593,5789781116,26.4246755,-81.9069164,1,,
"POINT (-81.9068407 26.424737)",594,5789781117,26.424737,-81.9068407,3,,
"POINT (-81.9065443 26.4242485)",595,5789781143,26.4242485,-81.9065443,1,,
"POINT (-81.906475 26.4241693)",596,5789781144,26.4241693,-81.906475,3,,
"POINT (-81.9070644 26.4241094)",597,5789834735,26.4241094,-81.9070644,3,,
"POINT (-81.9071648 26.424033)",598,5789834736,26.424033,-81.9071648,1,,
"POINT (-81.9073326 26.4241556)",599,5789834737,26.4241556,-81.9073326,1,,
"POINT (-81.9071884 26.4242523)",600,5789834738,26.4242523,-81.9071884,3,,
"POINT (-81.9062374 26.4240473)",601,5789834751,26.4240473,-81.9062374,1,,
"POINT (-81.9063948 26.4242293)",602,5789834753,26.4242293,-81.9063948,3,,
"POINT (-81.9065034 26.4241481)",603,5789834754,26.4241481,-81.9065034,3,,
"POINT (-81.9063291 26.4241621)",604,5789834756,26.4241621,-81.9063291,3,,
"POINT (-81.9064699 26.423404)",605,5789834829,26.423404,-81.9064699,1,,
"POINT (-81.9063391 26.4236205)",606,5789834832,26.4236205,-81.9063391,3,,
"POINT (-81.9061402 26.4233937)",607,5789834835,26.4233937,-81.9061402,3,,
"POINT (-81.9063305 26.4236107)",608,5789834844,26.4236107,-81.9063305,3,,
"POINT (-81.8852548 26.4052198)",609,5797187881,26.4052198,-81.8852548,1,,
"POINT (-81.8851912 26.4048321)",610,5797187885,26.4048321,-81.8851912,3,,
"POINT (-81.8856708 26.4050995)",611,5797187888,26.4050995,-81.8856708,1,,
"POINT (-81.8855142 26.4047961)",612,5797187890,26.4047961,-81.8855142,3,,
"POINT (-81.8858902 26.4050239)",613,5797187893,26.4050239,-81.8858902,1,,
"POINT (-81.8857981 26.4047431)",614,5797187895,26.4047431,-81.8857981,3,,
"POINT (-81.8863648 26.4048274)",615,5797187907,26.4048274,-81.8863648,1,,
"POINT (-81.8862867 26.4046322)",616,5797187908,26.4046322,-81.8862867,3,,
"POINT (-81.8866311 26.4045556)",617,5797187911,26.4045556,-81.8866311,3,,
"POINT (-81.8867723 26.4045258)",618,5797187918,26.4045258,-81.8867723,3,,
"POINT (-81.8868684 26.4045067)",619,5797187934,26.4045067,-81.8868684,3,,
"POINT (-81.8870158 26.4044862)",620,5797187943,26.4044862,-81.8870158,3,,
"POINT (-81.8871223 26.4044758)",621,5797187948,26.4044758,-81.8871223,3,,
"POINT (-81.8873066 26.4044634)",622,5797188158,26.4044634,-81.8873066,3,,
"POINT (-81.8873942 26.4046515)",623,5797188162,26.4046515,-81.8873942,1,,
"POINT (-81.8873912 26.4044606)",624,5797188164,26.4044606,-81.8873912,3,,
"POINT (-81.8877669 26.4046555)",625,5797188167,26.4046555,-81.8877669,1,,
"POINT (-81.8876411 26.4046581)",626,5797188174,26.4046581,-81.8876411,1,,
"POINT (-81.8877026 26.4045892)",627,5797188175,26.4045892,-81.8877026,3,,
"POINT (-81.8876997 26.4044552)",628,5797188177,26.4044552,-81.8876997,3,,
"POINT (-81.8878498 26.4044534)",629,5797188178,26.4044534,-81.8878498,3,,
"POINT (-81.8879863 26.4044517)",630,5797188187,26.4044517,-81.8879863,3,,
"POINT (-81.888125 26.40445)",631,5797188199,26.40445,-81.888125,3,,
"POINT (-81.8882436 26.4044486)",632,5797188204,26.4044486,-81.8882436,3,,
"POINT (-81.8888304 26.4044414)",633,5797188209,26.4044414,-81.8888304,3,,
"POINT (-81.8922975 26.4049754)",634,5797188338,26.4049754,-81.8922975,1,,
"POINT (-81.8923424 26.4048212)",635,5797188340,26.4048212,-81.8923424,3,,
"POINT (-81.8924377 26.4050993)",636,5797188341,26.4050993,-81.8924377,1,,
"POINT (-81.8925097 26.4048722)",637,5797188342,26.4048722,-81.8925097,3,,
"POINT (-81.8927621 26.4051376)",638,5797188360,26.4051376,-81.8927621,1,,
"POINT (-81.8928355 26.4049808)",639,5797188361,26.4049808,-81.8928355,3,,
"POINT (-81.8929519 26.4050229)",640,5797188404,26.4050229,-81.8929519,3,,
"POINT (-81.893085 26.405074)",641,5797188413,26.405074,-81.893085,3,,
"POINT (-81.8934009 26.4053649)",642,5797188422,26.4053649,-81.8934009,1,,
"POINT (-81.8934691 26.4052333)",643,5797188423,26.4052333,-81.8934691,3,,
"POINT (-81.8935926 26.4052892)",644,5797188460,26.4052892,-81.8935926,3,,
"POINT (-81.8937195 26.4053487)",645,5797188466,26.4053487,-81.8937195,3,,
"POINT (-81.8937295 26.4055394)",646,5797188497,26.4055394,-81.8937295,1,,
"POINT (-81.8938138 26.4053928)",647,5797188499,26.4053928,-81.8938138,3,,
"POINT (-81.8940362 26.4056958)",648,5797188500,26.4056958,-81.8940362,1,,
"POINT (-81.8941258 26.4055535)",649,5797188502,26.4055535,-81.8941258,3,,
"POINT (-81.8944486 26.4059506)",650,5797188528,26.4059506,-81.8944486,1,,
"POINT (-81.8946591 26.4060932)",651,5797188537,26.4060932,-81.8946591,1,,
"POINT (-81.8947751 26.4059392)",652,5797188539,26.4059392,-81.8947751,3,,
"POINT (-81.8945925 26.4059903)",653,5797188540,26.4059903,-81.8945925,1,,
"POINT (-81.8946735 26.4058744)",654,5797188542,26.4058744,-81.8946735,3,,
"POINT (-81.8948813 26.4060127)",655,5797188668,26.4060127,-81.8948813,3,,
"POINT (-81.8949733 26.4060766)",656,5797188677,26.4060766,-81.8949733,3,,
