Ticket #,Client,Disaster,Contractor,TDMS Project,Load Date,Debris Class,Load Latitude,Load Longitude,Disposal Date,Disposal Site,CYD,Total CYD
740082-22286-51404,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.42496325,-81.90618084,10/13/2022,Bay Oaks DMS,45,
740084-22287-38774,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.45088014,-81.94882553,10/14/2022,Bay Oaks DMS,44,
749053-22286-39845,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.4162907,-81.9010675,10/13/2022,Bay Oaks DMS,44,
330007-22279-61404,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.465756,-81.9523304,10/06/2022,Wakehatchee Park DMS,67,
749100-22283-62742,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.4423909,-81.9306054,10/10/2022,Wakehatchee Park DMS,54,
330007-22282-42357,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.4692424,-81.9509834,10/09/2022,Wakehatchee Park DMS,67,
330011-22279-55519,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4638086,-81.9541721,10/06/2022,Wakehatchee Park DMS,62,
330011-22281-30089,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4664725,-81.9558078,10/08/2022,Wakehatchee Park DMS,57,
749053-22285-53406,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.40456022,-81.88591773,10/12/2022,Bay Oaks DMS,44,
749018-22284-34021,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.41588414,-81.901072,10/11/2022,Wakehatchee Park DMS,66,
740083-22287-57464,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.45228257,-81.95341651,10/14/2022,Bay Oaks DMS,41,
300206-22282-54852,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.4533686,-81.9554197,10/09/2022,Wakehatchee Park DMS,48,
740083-22288-32380,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.45250385,-81.95367613,10/15/2022,Bay Oaks DMS,32,
330007-22282-50168,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.4536378,-81.955835,10/09/2022,Wakehatchee Park DMS,62,
749060-22286-41012,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.4174975,-81.9017103,10/13/2022,Bay Oaks DMS,42,
330009-22281-33346,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4613519,-81.9477438,10/08/2022,Wakehatchee Park DMS,59,
330010-22283-29095,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.46715685,-81.95101431,10/10/2022,Wakehatchee Park DMS,56,
749018-22284-43868,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.41602416,-81.90119657,10/11/2022,Wakehatchee Park DMS,62,
749056-22288-37145,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.45076526,-81.94860441,10/15/2022,Bay Oaks DMS,48,
330012-22280-37286,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/07/2022,C and D,26.4643188,-81.9468264,10/07/2022,Wakehatchee Park DMS,65,
330013-22278-69780,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.46163857,-81.95375379,10/06/2022,Wakehatchee Park DMS,61,
330716-22282-52958,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.4396358,-81.9256681,10/09/2022,Wakehatchee Park DMS,62,
749054-22286-50020,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.41773662,-81.90180473,10/13/2022,Bay Oaks DMS,53,
330009-22281-49450,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4618963,-81.9468045,10/08/2022,Wakehatchee Park DMS,63,
749060-22288-48744,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.4420492,-81.9302041,10/15/2022,Bay Oaks DMS,63,
749059-22288-35639,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.4290442,-81.911861,10/15/2022,Bay Oaks DMS,41,
330011-22282-35171,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.4654689,-81.9553682,10/09/2022,Wakehatchee Park DMS,66,
330012-22278-38156,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.4625821,-81.9486346,10/05/2022,Wakehatchee Park DMS,62,
749056-22288-29933,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.44997254,-81.94650759,10/15/2022,Bay Oaks DMS,52,
330007-22284-52201,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.4654748,-81.9542084,10/11/2022,Wakehatchee Park DMS,62,
330011-22284-61583,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.4653996,-81.9542268,10/11/2022,Wakehatchee Park DMS,66,
749053-22287-37727,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.42907712,-81.91185837,10/14/2022,Bay Oaks DMS,40,
749054-22287-58573,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.41779114,-81.9018331,10/15/2022,Bay Oaks DMS,45,
330013-22283-38098,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.46718526,-81.95094422,10/10/2022,Wakehatchee Park DMS,52,
749060-22286-35324,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.4050094,-81.892987,10/13/2022,Bay Oaks DMS,34,
749060-22287-35778,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.4089523,-81.897853,10/14/2022,Bay Oaks DMS,63,
749053-22287-41871,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.42899466,-81.91172463,10/14/2022,Bay Oaks DMS,44,
740081-22286-41258,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.42553638,-81.90722737,10/13/2022,Bay Oaks DMS,39,
740084-22287-41918,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.45088006,-81.94882719,10/14/2022,Bay Oaks DMS,52,
740084-22288-32329,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.45138917,-81.95030788,10/15/2022,Bay Oaks DMS,35,
740081-22288-31159,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.40480196,-81.88448615,10/15/2022,Bay Oaks DMS,43,
749059-22287-50097,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.4242296,-81.9056141,10/14/2022,Bay Oaks DMS,52,
749017-22284-33927,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.41591272,-81.90107003,10/11/2022,Wakehatchee Park DMS,60,
330013-22279-61746,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.46352906,-81.95309709,10/06/2022,Wakehatchee Park DMS,70,
749056-22286-54596,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.4161609,-81.90110188,10/13/2022,Bay Oaks DMS,67,
330011-22279-45757,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4637986,-81.9541757,10/06/2022,Wakehatchee Park DMS,57,
749100-22284-53394,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.4160927,-81.9010742,10/11/2022,Wakehatchee Park DMS,58,
749057-22286-32358,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.45011852,-81.9469932,10/13/2022,Bay Oaks DMS,47,
330007-22280-65709,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/07/2022,C and D,26.4664309,-81.9557855,10/07/2022,Wakehatchee Park DMS,67,
749059-22287-31749,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.408872,-81.8976809,10/14/2022,Bay Oaks DMS,52,
330012-22279-48499,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4601027,-81.9477131,10/06/2022,Wakehatchee Park DMS,42,
749057-22286-40941,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.44950122,-81.94538258,10/13/2022,Bay Oaks DMS,58,
330007-22283-49115,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.4675561,-81.9509642,10/10/2022,Wakehatchee Park DMS,53,
740084-22288-46622,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.44966654,-81.94579954,10/15/2022,Bay Oaks DMS,44,
740084-22285-59011,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.40453411,-81.88622239,10/13/2022,Bay Oaks DMS,22,
740082-22288-43621,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.42549828,-81.90774521,10/15/2022,Bay Oaks DMS,53,
330012-22281-37027,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4631771,-81.9468658,10/08/2022,Wakehatchee Park DMS,50,
330011-22278-57473,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.4642029,-81.9541428,10/05/2022,Wakehatchee Park DMS,66,
749026-22283-45072,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.448915,-81.9436933,10/11/2022,Wakehatchee Park DMS,22,
749057-22285-57506,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.41756913,-81.90164742,10/13/2022,Bay Oaks DMS,55,
740081-22286-32386,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.42547717,-81.90718974,10/13/2022,Bay Oaks DMS,51,
330007-22279-50511,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4634485,-81.9541902,10/06/2022,Wakehatchee Park DMS,67,
740086-22287-39399,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.40592916,-81.8948081,10/14/2022,Bay Oaks DMS,49,
740081-22288-50854,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.43105666,-81.91403539,10/15/2022,Bay Oaks DMS,55,
740081-22286-36795,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.42554046,-81.90721989,10/13/2022,Bay Oaks DMS,43,
740083-22286-34124,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.40462253,-81.88625315,10/13/2022,Bay Oaks DMS,41,
740085-22286-37279,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.4502499,-81.94705701,10/13/2022,Bay Oaks DMS,42,
330010-22280-48921,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/07/2022,C and D,26.4597576,-81.95363518,10/07/2022,Wakehatchee Park DMS,52,
749022-22283-54159,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.44798951,-81.94098718,10/10/2022,Wakehatchee Park DMS,46,
749100-22284-30852,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.41609,-81.9010303,10/11/2022,Wakehatchee Park DMS,58,
330011-22281-53412,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.466281,-81.9556792,10/08/2022,Wakehatchee Park DMS,57,
330013-22282-45780,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.46914273,-81.9508849,10/09/2022,Wakehatchee Park DMS,65,
740082-22288-31256,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.40483942,-81.88460685,10/15/2022,Bay Oaks DMS,45,
330007-22281-59515,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4623909,-81.9534737,10/08/2022,Wakehatchee Park DMS,67,
330011-22282-30324,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.4653794,-81.9552741,10/09/2022,Wakehatchee Park DMS,66,
749056-22288-45668,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.45108453,-81.9495146,10/15/2022,Bay Oaks DMS,57,
749060-22288-39920,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.426313,-81.9091208,10/15/2022,Bay Oaks DMS,50,
749019-22283-38287,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.4507803,-81.9489577,10/10/2022,Wakehatchee Park DMS,64,
330013-22283-58796,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.46772334,-81.95104785,10/10/2022,Wakehatchee Park DMS,52,
740082-22285-55254,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.42549953,-81.90730494,10/12/2022,Bay Oaks DMS,36,
749019-22283-62650,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.4424322,-81.930722,10/10/2022,Wakehatchee Park DMS,56,
740081-22285-44685,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.42424747,-81.90581261,10/12/2022,Bay Oaks DMS,23,
330011-22281-35977,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4664454,-81.9557195,10/08/2022,Wakehatchee Park DMS,57,
330012-22280-25715,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/07/2022,C and D,26.4639909,-81.948597,10/07/2022,Wakehatchee Park DMS,54,
749058-22288-45566,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.40484287,-81.88452561,10/15/2022,Bay Oaks DMS,69,
330206-22278-46311,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.46244258,-81.95115615,10/05/2022,Wakehatchee Park DMS,65,
330011-22283-33257,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.467119,-81.9510787,10/10/2022,Wakehatchee Park DMS,57,
740083-22288-46211,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.44961006,-81.94575214,10/15/2022,Bay Oaks DMS,41,
330010-22283-58913,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.46768725,-81.95097431,10/10/2022,Wakehatchee Park DMS,48,
749055-22287-43899,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.45181124,-81.95161661,10/14/2022,Bay Oaks DMS,55,
740084-22285-47448,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.40446664,-81.89082879,10/12/2022,Bay Oaks DMS,26,
330007-22283-63979,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.464401,-81.9544418,10/10/2022,Wakehatchee Park DMS,45,
330012-22281-26720,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4631059,-81.9468312,10/08/2022,Wakehatchee Park DMS,50,
749057-22288-49510,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.40485702,-81.88467713,10/15/2022,Bay Oaks DMS,69,
740084-22288-58742,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.44792773,-81.94092144,10/15/2022,Bay Oaks DMS,44,
330013-22283-33371,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.46737362,-81.95111446,10/10/2022,Wakehatchee Park DMS,65,
330007-22278-45923,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.4642927,-81.9541742,10/05/2022,Wakehatchee Park DMS,62,
330007-22280-47069,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/07/2022,C and D,26.4649079,-81.9550071,10/07/2022,Wakehatchee Park DMS,67,
740084-22287-34673,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.44787304,-81.94021236,10/14/2022,Bay Oaks DMS,61,
749056-22288-51280,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.44937269,-81.94458227,10/15/2022,Bay Oaks DMS,67,
749060-22288-44530,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.4160649,-81.901153,10/15/2022,Bay Oaks DMS,63,
740082-22286-56602,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.42476565,-81.90611063,10/13/2022,Bay Oaks DMS,67,
749054-22286-55331,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.415745,-81.90109316,10/13/2022,Bay Oaks DMS,53,
740082-22288-51648,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.43112962,-81.91405468,10/15/2022,Bay Oaks DMS,62,
740082-22285-44608,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.42435463,-81.9057532,10/12/2022,Bay Oaks DMS,27,
330207-22279-67000,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4602892,-81.94577464,10/06/2022,Wakehatchee Park DMS,70,
330009-22278-38297,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.4626395,-81.9486425,10/05/2022,Wakehatchee Park DMS,59,
740083-22287-50575,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.45208823,-81.95306328,10/14/2022,Bay Oaks DMS,57,
330013-22283-29011,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.46727945,-81.95099075,10/10/2022,Wakehatchee Park DMS,61,
749055-22286-54745,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.41625337,-81.90133435,10/13/2022,Bay Oaks DMS,62,
330011-22279-50815,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4639269,-81.9540942,10/06/2022,Wakehatchee Park DMS,62,
330007-22280-25850,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/07/2022,C and D,26.4644554,-81.9534386,10/07/2022,Wakehatchee Park DMS,71,
740082-22286-37238,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.42546271,-81.90693288,10/13/2022,Bay Oaks DMS,36,
300200-22282-51417,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,Vegetation,26.4315642,-81.9143878,10/09/2022,Wakehatchee Park DMS,47,
749059-22286-35381,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.4050218,-81.8931074,10/13/2022,Bay Oaks DMS,28,
740081-22286-56528,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.42487695,-81.90596048,10/13/2022,Bay Oaks DMS,59,
749056-22288-40523,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.45075327,-81.94861405,10/15/2022,Bay Oaks DMS,62,
330011-22281-58069,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.4623201,-81.9534377,10/08/2022,Wakehatchee Park DMS,62,
749053-22288-39173,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.43378048,-81.91721242,10/15/2022,Bay Oaks DMS,44,
740084-22287-53667,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.45218431,-81.95322978,10/14/2022,Bay Oaks DMS,44,
330206-22278-64860,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.46488119,-81.95085888,10/05/2022,Wakehatchee Park DMS,65,
749053-22288-45791,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.43659317,-81.92096595,10/15/2022,Bay Oaks DMS,50,
330010-22282-39005,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.46950854,-81.95086584,10/09/2022,Wakehatchee Park DMS,60,
749055-22287-47162,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.45010024,-81.94665293,10/14/2022,Bay Oaks DMS,66,
330012-22281-41281,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/08/2022,C and D,26.463141,-81.9468241,10/08/2022,Wakehatchee Park DMS,62,
740083-22285-47003,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.40450339,-81.89061836,10/12/2022,Bay Oaks DMS,24,
749054-22286-40767,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.41625523,-81.90123573,10/13/2022,Bay Oaks DMS,45,
330009-22279-36937,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4621391,-81.9477388,10/06/2022,Wakehatchee Park DMS,67,
740081-22285-48074,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.42548381,-81.9071604,10/12/2022,Bay Oaks DMS,35,
330011-22279-30870,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.4644547,-81.9546851,10/06/2022,Wakehatchee Park DMS,66,
740085-22285-49119,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.44934717,-81.94448737,10/12/2022,Bay Oaks DMS,49,
330710-22282-49343,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.43828961,-81.92343776,10/09/2022,Wakehatchee Park DMS,50,
330010-22279-62291,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.46335893,-81.95329565,10/06/2022,Wakehatchee Park DMS,56,
300207-22282-55419,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.453267,-81.9553904,10/09/2022,Wakehatchee Park DMS,49,
300201-22282-51491,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,Vegetation,26.4314264,-81.9144039,10/09/2022,Wakehatchee Park DMS,59,
749056-22288-55650,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.45079216,-81.94855227,10/15/2022,Bay Oaks DMS,48,
330010-22279-47073,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/06/2022,C and D,26.46500568,-81.95224052,10/06/2022,Wakehatchee Park DMS,56,
749059-22288-48826,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.4420535,-81.930116,10/15/2022,Bay Oaks DMS,52,
330010-22278-37123,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/05/2022,C and D,26.46272536,-81.95405632,10/05/2022,Wakehatchee Park DMS,56,
740085-22285-53544,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.45004061,-81.94670694,10/12/2022,Bay Oaks DMS,46,
749054-22287-54899,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.43650844,-81.92096065,10/14/2022,Bay Oaks DMS,62,
749019-22284-53334,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.4162329,-81.9010576,10/11/2022,Wakehatchee Park DMS,60,
749023-22283-53957,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.4479875,-81.94087545,10/10/2022,Wakehatchee Park DMS,42,
330009-22282-37394,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/09/2022,C and D,26.4691101,-81.9509156,10/09/2022,Wakehatchee Park DMS,59,
749055-22285-54893,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.40493303,-81.89230102,10/12/2022,Bay Oaks DMS,51,
