Ticket #,Client,Disaster,Contractor,TDMS Project,Load Date,Debris Class,Load Latitude,Load Longitude,Disposal Date,Disposal Site,CYD,Total CYD
740085-22293-34025,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.4155922,-81.9010942,10/20/2022,Bay Oaks DMS,61,
740085-22293-47261,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.4155629,-81.9010369,10/20/2022,Bay Oaks DMS,57,
740085-22294-35582,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.4182954,-81.9020651,10/21/2022,Bay Oaks DMS,49,
740085-22295-49789,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/22/2022,C and D,26.4212928,-81.9036408,10/22/2022,Bay Oaks DMS,46,
740085-22295-59111,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/22/2022,C and D,26.4183378,-81.9020675,10/22/2022,Bay Oaks DMS,27,
740085-22296-34941,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.4524841,-81.9547377,10/23/2022,Bay Oaks DMS,57,
740086-22293-39919,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.4172486,-81.901674,10/20/2022,Bay Oaks DMS,61,
740086-22294-44098,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.4144632,-81.9005511,10/21/2022,Bay Oaks DMS,61,
740086-22294-67469,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.4180022,-81.9018869,10/22/2022,Bay Oaks DMS,57,
330012-22302-26859,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.45854048,-81.94464421,10/29/2022,Wakehatchee Park DMS,42,
700189-22301-63735,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/28/2022,C and D,26.42555765,-81.90790884,10/28/2022,Lovers Key DMS,35,
740081-22289-42009,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/16/2022,C and D,26.43074864,-81.9136056,10/16/2022,Bay Oaks DMS,31,
740081-22290-56917,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/17/2022,C and D,26.40560928,-81.8943737,10/17/2022,Bay Oaks DMS,47,
740081-22292-36298,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43049899,-81.91331794,10/19/2022,Bay Oaks DMS,47,
740081-22292-46798,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43113135,-81.91405809,10/19/2022,Bay Oaks DMS,47,
740081-22293-27654,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43213097,-81.91517049,10/20/2022,Bay Oaks DMS,47,
740081-22293-36293,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43655047,-81.92091563,10/20/2022,Bay Oaks DMS,47,
740081-22293-60447,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43064613,-81.91339725,10/20/2022,Bay Oaks DMS,59,
740081-22293-63412,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43066486,-81.91340394,10/20/2022,Bay Oaks DMS,47,
740081-22296-26761,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.42521491,-81.90662264,10/23/2022,Bay Oaks DMS,51,
740081-22296-51416,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.4255333,-81.90787406,10/23/2022,Bay Oaks DMS,55,
740081-22297-49979,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/24/2022,C and D,26.42504279,-81.9063711,10/24/2022,Bay Oaks DMS,59,
740081-22297-62919,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/24/2022,C and D,26.4249539,-81.90631687,10/24/2022,Bay Oaks DMS,59,
740081-22298-56633,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.44315001,-81.93197044,10/25/2022,Bay Oaks DMS,55,
740081-22300-48586,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40443806,-81.88725147,10/27/2022,Lovers Key DMS,39,
740081-22300-63114,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.4133865,-81.90017846,10/27/2022,Lovers Key DMS,55,
740081-22301-43788,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/28/2022,C and D,26.4205334,-81.90314389,10/28/2022,Lovers Key DMS,47,
740081-22302-30642,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.41140887,-81.89948226,10/29/2022,Lovers Key DMS,59,
740081-22302-38429,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.41157538,-81.89945762,10/29/2022,Lovers Key DMS,51,
740081-22302-58402,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.41849569,-81.90201209,10/29/2022,Lovers Key DMS,43,
740081-22304-44218,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41833547,-81.90193959,10/31/2022,Lovers Key DMS,47,
740081-22304-52645,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41822906,-81.90196708,10/31/2022,Lovers Key DMS,55,
740082-22290-48535,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/17/2022,C and D,26.40731421,-81.89653,10/17/2022,Bay Oaks DMS,45,
740082-22291-36835,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/18/2022,C and D,26.40543063,-81.89403915,10/18/2022,Bay Oaks DMS,45,
740082-22291-49429,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/18/2022,C and D,26.43050167,-81.9133144,10/18/2022,Bay Oaks DMS,45,
740082-22296-56806,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.42544039,-81.90783408,10/23/2022,Bay Oaks DMS,45,
740082-22297-60156,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/24/2022,C and D,26.42501869,-81.90641326,10/24/2022,Bay Oaks DMS,53,
740082-22298-49790,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.44304444,-81.93179509,10/25/2022,Bay Oaks DMS,45,
740082-22298-51474,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.44277337,-81.93133752,10/25/2022,Bay Oaks DMS,58,
740082-22298-57499,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.44316979,-81.93202517,10/25/2022,Bay Oaks DMS,58,
740082-22298-64760,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.42872349,-81.9116356,10/25/2022,Bay Oaks DMS,45,
740082-22300-33759,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.4045829,-81.88658411,10/27/2022,Lovers Key DMS,45,
740082-22300-52686,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.4066213,-81.89563924,10/27/2022,Lovers Key DMS,53,
740082-22300-61079,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.41328126,-81.90011669,10/27/2022,Lovers Key DMS,45,
740082-22303-32309,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.40461085,-81.88622905,10/30/2022,Lovers Key DMS,53,
740082-22304-55594,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41843249,-81.90224418,10/31/2022,Lovers Key DMS,45,
740083-22302-49013,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.4525631,-81.9546628,10/29/2022,Bay Oaks DMS,53,
740083-22303-31652,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.4505431,-81.9480002,10/30/2022,Bay Oaks DMS,32,
740083-22303-35999,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.4504855,-81.9480049,10/30/2022,Bay Oaks DMS,49,
740083-22303-40365,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.450448,-81.94783,10/30/2022,Bay Oaks DMS,45,
740083-22303-47320,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.450096,-81.947094,10/30/2022,Bay Oaks DMS,53,
740083-22303-54248,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.4500387,-81.9468796,10/30/2022,Bay Oaks DMS,49,
740083-22304-41435,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.4498647,-81.9464286,10/31/2022,Bay Oaks DMS,45,
740083-22304-51822,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.4499865,-81.9466872,10/31/2022,Bay Oaks DMS,53,
740083-22304-55210,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.4500507,-81.9465963,10/31/2022,Bay Oaks DMS,53,
740084-22302-53712,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.4518106,-81.952054,10/29/2022,Bay Oaks DMS,57,
740084-22302-63298,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.4506356,-81.9485398,10/29/2022,Bay Oaks DMS,52,
740084-22303-36124,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.4505934,-81.9482339,10/30/2022,Bay Oaks DMS,52,
740084-22304-45633,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.4499606,-81.9465731,10/31/2022,Bay Oaks DMS,52,
740085-22292-59045,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.40454514,-81.88631052,10/19/2022,Bay Oaks DMS,49,
740085-22293-43457,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.4171787,-81.9016219,10/20/2022,Bay Oaks DMS,57,
740085-22294-67021,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.4178821,-81.9017784,10/22/2022,Bay Oaks DMS,49,
740086-22293-37248,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.4157182,-81.9010451,10/20/2022,Bay Oaks DMS,57,
740086-22293-52094,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.4146661,-81.9006601,10/20/2022,Bay Oaks DMS,65,
740086-22294-30667,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.4216641,-81.9039335,10/21/2022,Bay Oaks DMS,53,
740086-22296-45299,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.4173933,-81.9016052,10/23/2022,Bay Oaks DMS,57,
740086-22296-50011,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.4173289,-81.901597,10/23/2022,Bay Oaks DMS,61,
740086-22296-67904,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.4184713,-81.9020341,10/24/2022,Bay Oaks DMS,41,
740086-22297-38254,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/24/2022,C and D,26.4184376,-81.902017,10/24/2022,Bay Oaks DMS,49,
749053-22289-39973,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/16/2022,C and D,26.43657587,-81.92094273,10/16/2022,Bay Oaks DMS,27,
749053-22290-62405,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/17/2022,C and D,26.43056617,-81.91341486,10/17/2022,Bay Oaks DMS,40,
749053-22291-55954,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/18/2022,C and D,26.43653389,-81.9209144,10/18/2022,Bay Oaks DMS,40,
749053-22292-32857,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43656346,-81.9209684,10/19/2022,Bay Oaks DMS,44,
749053-22292-49508,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43655295,-81.92091266,10/19/2022,Bay Oaks DMS,40,
749053-22293-46567,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43670002,-81.92124689,10/20/2022,Bay Oaks DMS,50,
749053-22294-27647,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.42893295,-81.91165647,10/21/2022,Bay Oaks DMS,44,
749053-22295-48216,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/22/2022,C and D,26.42860929,-81.91143998,10/22/2022,Bay Oaks DMS,34,
749053-22295-65594,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/22/2022,C and D,26.42511966,-81.90730736,10/23/2022,Bay Oaks DMS,30,
749053-22296-28304,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.44788433,-81.94072916,10/23/2022,Bay Oaks DMS,50,
749053-22296-52305,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.43265868,-81.91577589,10/23/2022,Bay Oaks DMS,54,
749053-22296-60995,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.43263182,-81.91571321,10/23/2022,Bay Oaks DMS,47,
749053-22296-63975,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.43403956,-81.91746058,10/23/2022,Bay Oaks DMS,47,
749053-22297-32853,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/24/2022,C and D,26.42677449,-81.90954051,10/24/2022,Bay Oaks DMS,30,
749053-22297-54419,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/24/2022,C and D,26.43254294,-81.91573774,10/24/2022,Bay Oaks DMS,50,
749053-22298-36783,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.43262177,-81.91576993,10/25/2022,Bay Oaks DMS,44,
749053-22298-44528,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.43564755,-81.91979283,10/25/2022,Bay Oaks DMS,47,
749053-22300-37737,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40613473,-81.89494025,10/27/2022,Lovers Key DMS,30,
749053-22301-63856,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/28/2022,C and D,26.41842131,-81.90209117,10/28/2022,Lovers Key DMS,47,
749053-22302-62970,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.41813768,-81.90180894,10/29/2022,Lovers Key DMS,20,
749053-22303-29303,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.40470783,-81.88553922,10/30/2022,Lovers Key DMS,20,
749053-22303-47937,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.41890162,-81.90209968,10/30/2022,Lovers Key DMS,30,
749053-22303-52509,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/30/2022,C and D,26.42130793,-81.90357478,10/30/2022,Lovers Key DMS,47,
749053-22304-42797,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.4179518,-81.90185412,10/31/2022,Lovers Key DMS,47,
749053-22304-48279,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41784391,-81.90183213,10/31/2022,Lovers Key DMS,37,
740081-22291-43450,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/18/2022,C and D,26.43064639,-81.91351198,10/18/2022,Bay Oaks DMS,51,
740081-22291-45900,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/18/2022,C and D,26.43055256,-81.91337578,10/18/2022,Bay Oaks DMS,39,
740081-22292-27727,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43048406,-81.91332783,10/19/2022,Bay Oaks DMS,43,
740081-22292-51619,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43098091,-81.91384363,10/19/2022,Bay Oaks DMS,47,
740081-22293-41189,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43652112,-81.92091297,10/20/2022,Bay Oaks DMS,51,
749054-22288-56266,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.42261055,-81.90459114,10/16/2022,Bay Oaks DMS,45,
749054-22289-46391,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/16/2022,C and D,26.43658735,-81.9209304,10/16/2022,Bay Oaks DMS,36,
749054-22289-52777,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/16/2022,C and D,26.43066635,-81.91341135,10/16/2022,Bay Oaks DMS,45,
749054-22290-31557,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/17/2022,C and D,26.42424354,-81.9054452,10/17/2022,Bay Oaks DMS,45,
749054-22293-28043,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.4366701,-81.92112115,10/20/2022,Bay Oaks DMS,58,
749054-22293-29931,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43659313,-81.92115566,10/20/2022,Bay Oaks DMS,53,
749054-22294-58880,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.428643,-81.9114639,10/21/2022,Bay Oaks DMS,67,
749054-22295-27122,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/22/2022,C and D,26.42869849,-81.91158039,10/22/2022,Bay Oaks DMS,45,
749054-22295-33553,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/22/2022,C and D,26.42873608,-81.91159192,10/22/2022,Bay Oaks DMS,62,
740081-22295-53170,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/22/2022,C and D,26.42553246,-81.9078246,10/22/2022,Bay Oaks DMS,43,
740081-22296-33046,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.43067853,-81.91343679,10/23/2022,Bay Oaks DMS,59,
740081-22298-27455,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.42510125,-81.90655692,10/25/2022,Bay Oaks DMS,51,
740081-22298-51363,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.44305789,-81.93160892,10/25/2022,Bay Oaks DMS,51,
740081-22300-36768,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40444682,-81.88617725,10/27/2022,Lovers Key DMS,43,
740081-22300-41770,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40473721,-81.88444479,10/27/2022,Lovers Key DMS,39,
740081-22300-45756,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40454439,-81.88706917,10/27/2022,Lovers Key DMS,47,
740081-22304-27120,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.42197937,-81.90412265,10/31/2022,Lovers Key DMS,55,
740081-22304-37840,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.42102425,-81.90343819,10/31/2022,Lovers Key DMS,55,
740081-22304-46924,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.4183291,-81.90207034,10/31/2022,Lovers Key DMS,47,
740081-22304-61082,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41738395,-81.90162485,10/31/2022,Lovers Key DMS,47,
740082-22289-43647,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/16/2022,C and D,26.43231312,-81.91536976,10/16/2022,Bay Oaks DMS,45,
740082-22289-47090,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/16/2022,C and D,26.43083042,-81.91374057,10/16/2022,Bay Oaks DMS,45,
740082-22289-59227,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/16/2022,C and D,26.43103029,-81.91391698,10/16/2022,Bay Oaks DMS,40,
740082-22290-53691,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/17/2022,C and D,26.40574421,-81.89462532,10/17/2022,Bay Oaks DMS,49,
740082-22291-32226,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/18/2022,C and D,26.40442403,-81.88739228,10/18/2022,Bay Oaks DMS,36,
740082-22292-28052,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43053964,-81.91339949,10/19/2022,Bay Oaks DMS,49,
740082-22292-52452,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/19/2022,C and D,26.43087511,-81.91387196,10/19/2022,Bay Oaks DMS,45,
740082-22293-36435,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43641721,-81.92081347,10/20/2022,Bay Oaks DMS,53,
740082-22293-41592,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/20/2022,C and D,26.43642937,-81.9208046,10/20/2022,Bay Oaks DMS,67,
740082-22294-61540,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/21/2022,C and D,26.43383387,-81.91737716,10/21/2022,Bay Oaks DMS,45,
740082-22296-27966,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.42536725,-81.90695875,10/23/2022,Bay Oaks DMS,45,
740082-22298-53526,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.44279629,-81.93131137,10/25/2022,Bay Oaks DMS,45,
740082-22300-49846,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40434816,-81.88726782,10/27/2022,Lovers Key DMS,53,
740082-22300-58190,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40659569,-81.89561628,10/27/2022,Lovers Key DMS,45,
740082-22302-30717,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/29/2022,C and D,26.41130925,-81.89940859,10/29/2022,Lovers Key DMS,49,
740082-22304-31458,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.42149448,-81.90379693,10/31/2022,Lovers Key DMS,45,
740082-22304-47300,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41826158,-81.90197387,10/31/2022,Lovers Key DMS,58,
740082-22304-58715,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41737339,-81.90166499,10/31/2022,Lovers Key DMS,53,
740082-22304-63460,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/31/2022,C and D,26.41750742,-81.90173968,10/31/2022,Lovers Key DMS,45,
740083-22301-55886,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/28/2022,C and D,26.42556641,-81.90802736,10/28/2022,Lovers Key DMS,20,
749054-22296-28768,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.44790185,-81.94073041,10/23/2022,Bay Oaks DMS,53,
749054-22296-32494,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.44787751,-81.94061986,10/23/2022,Bay Oaks DMS,58,
749054-22296-57771,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/23/2022,C and D,26.44499986,-81.9353124,10/23/2022,Bay Oaks DMS,58,
749054-22297-44535,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/24/2022,C and D,26.43392901,-81.91737173,10/24/2022,Bay Oaks DMS,53,
749054-22298-34550,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.43244968,-81.91554323,10/25/2022,Bay Oaks DMS,58,
749054-22298-41875,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.4324419,-81.91553671,10/25/2022,Bay Oaks DMS,53,
749054-22298-56916,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/25/2022,C and D,26.44788797,-81.94037894,10/25/2022,Bay Oaks DMS,49,
749054-22300-30857,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/27/2022,C and D,26.40615329,-81.894796,10/27/2022,Lovers Key DMS,45,
