Ticket #,Client,Disaster,Contractor,TDMS Project,Load Date,Debris Class,Load Latitude,Load Longitude,Disposal Date,Disposal Site,CYD,Total CYD
720159-22287-44210,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.5846486,-82.1081597,10/14/2022,Pine Island DMS,52,
330701-22280-47715,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,Vegetation,26.51759032,-81.84637779,10/7/2022,Paige Field Airport DMS,42,
102496-22280-45161,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,Vegetation,26.51511189,-81.8670737,10/7/2022,Paige Field Airport DMS,35,
690237-22288-61674,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.5822655,-82.1062818,10/15/2022,Pine Island DMS,54,
300233-22288-33931,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.71088312,-81.7511107,10/15/2022,Civic Center DMS,44,
102492-22281-60454,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.7036345,-81.7553877,10/8/2022,Civic Center DMS,53,
330708-22285-51557,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.6490709,-81.9106549,10/13/2022,Paige Field Airport DMS,38,
740053-22286-36835,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.4843582,-81.8174876,10/13/2022,Domestic Rd DMS,58,
710161-22284-66021,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.71156084,-81.75390556,10/11/2022,Civic Center DMS,31,
330010-22287-60821,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.48016328,-81.94064111,10/14/2022,Wakehatchee Park DMS,56,
300233-22286-38771,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.71040037,-81.75218014,10/14/2022,Civic Center DMS,52,
749101-22287-29714,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.4730635,-81.8227767,10/14/2022,Domestic Rd DMS,37,
330702-22285-32985,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.51723346,-81.83439813,10/12/2022,Paige Field Airport DMS,47,
700102-22280-54334,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,Vegetation,26.70963048,-81.74768222,10/7/2022,Civic Center DMS,53,
300206-22285-37005,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.5380634,-81.9320652,10/12/2022,Wakehatchee Park DMS,40,
740086-22287-56065,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.40483578,-81.89216713,10/14/2022,Bay Oaks DMS,32,
330019-22284-36102,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.5113588,-81.8269878,10/11/2022,Wakehatchee Park DMS,56,
740148-22287-59831,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.58973105,-81.89249134,10/14/2022,Paige Field Airport DMS,59,
740129-22286-30890,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.48287377,-81.82893062,10/13/2022,Domestic Rd DMS,32,
710161-22283-52502,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.71306868,-81.75257276,10/10/2022,Civic Center DMS,34,
704398-22288-28718,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.50436297,-81.90731324,10/15/2022,Wakehatchee Park DMS,54,
690236-22282-33383,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,Vegetation,26.5608311,-82.0989184,10/9/2022,Pine Island DMS,24,
690237-22288-52903,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.5857128,-82.1034273,10/15/2022,Pine Island DMS,50,
330031-22288-35567,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.47587391,-81.82868932,10/15/2022,Paige Field Airport DMS,60,
330704-22285-55548,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.63005002,-81.91730915,10/12/2022,Paige Field Airport DMS,36,
749055-22286-61864,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.41555502,-81.90086335,10/14/2022,Bay Oaks DMS,62,
102493-22283-53731,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.71518622,-81.6665865,10/10/2022,Civic Center DMS,53,
330722-22287-41857,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.5026819,-81.9679237,10/14/2022,Wakehatchee Park DMS,63,
300211-22283-44068,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.7189559,-81.6862048,10/10/2022,Civic Center DMS,27,
300201-22279-37155,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/6/2022,C and D,26.4968025,-81.9424456,10/6/2022,Wakehatchee Park DMS,46,
330715-22283-40884,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.5216961,-81.9647673,10/10/2022,Wakehatchee Park DMS,52,
704399-22283-39901,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.5164284,-81.9466466,10/10/2022,Wakehatchee Park DMS,37,
749120-22286-31462,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.66717497,-81.87897189,10/13/2022,Civic Center DMS,29,
720157-22284-66786,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.61673055,-82.12290133,10/11/2022,Pine Island DMS,36,
749059-22288-54559,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.4175527,-81.9016002,10/15/2022,Bay Oaks DMS,35,
330702-22284-67035,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.51670389,-81.85290394,10/11/2022,Wakehatchee Park DMS,40,
749119-22286-63410,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.67051953,-81.88784367,10/13/2022,Civic Center DMS,46,
690238-22286-51796,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.58467,-82.1054953,10/13/2022,Pine Island DMS,42,
749113-22286-53586,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.6745805,-81.8944206,10/13/2022,Civic Center DMS,43,
740035-22287-27320,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.72395428,-81.86987685,10/14/2022,Civic Center DMS,64,
330722-22283-28109,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.5086923,-81.9643418,10/10/2022,Wakehatchee Park DMS,50,
749110-22286-30612,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.6784095,-81.89027092,10/13/2022,Civic Center DMS,46,
300211-22280-34095,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,Vegetation,26.51434444,-81.96386919,10/7/2022,Wakehatchee Park DMS,62,
300205-22279-53298,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/6/2022,Vegetation,26.51181836,-81.95718447,10/6/2022,Wakehatchee Park DMS,49,
330715-22279-49010,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/6/2022,Vegetation,26.5210989,-81.9647588,10/6/2022,Wakehatchee Park DMS,52,
749112-22287-49580,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.674499,-81.8938619,10/14/2022,Civic Center DMS,52,
300208-22284-41609,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.5148543,-81.950004,10/11/2022,Wakehatchee Park DMS,44,
330709-22281-28637,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.5149237,-81.96740619,10/8/2022,Wakehatchee Park DMS,46,
749029-22286-28580,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.4887359,-81.8103106,10/13/2022,Domestic Rd DMS,37,
710141-22284-54538,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.50218263,-81.86562947,10/11/2022,Wakehatchee Park DMS,47,
749099-22285-52301,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.4715752,-81.8220308,10/12/2022,Domestic Rd DMS,37,
330030-22281-55689,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.57718324,-81.86813413,10/8/2022,Paige Field Airport DMS,67,
740128-22288-62504,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.47283424,-81.8282966,10/15/2022,Domestic Rd DMS,57,
749109-22288-31397,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.67832522,-81.89184782,10/15/2022,Civic Center DMS,32,
1023756-22284-32933,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.51299373,-81.83294916,10/11/2022,Paige Field Airport DMS,35,
300208-22281-47562,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,C and D,26.5103325,-81.9668199,10/8/2022,Wakehatchee Park DMS,37,
300204-22279-41680,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/6/2022,Vegetation,26.51150237,-81.95906252,10/6/2022,Wakehatchee Park DMS,67,
1024910-22281-43812,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.57768881,-81.8602744,10/8/2022,Paige Field Airport DMS,65,
300207-22283-45980,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.5150149,-81.9532799,10/10/2022,Wakehatchee Park DMS,40,
700106-22282-52573,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,Vegetation,26.57905932,-81.86350792,10/9/2022,Paige Field Airport DMS,42,
300208-22282-35353,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,C and D,26.510327,-81.966336,10/9/2022,Wakehatchee Park DMS,34,
330001-22281-60182,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.59991207,-81.75782225,10/8/2022,Paige Field Airport DMS,72,
330709-22279-56486,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/6/2022,Vegetation,26.5197012,-81.9663548,10/6/2022,Wakehatchee Park DMS,58,
330035-22284-46496,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.62917725,-81.70791864,10/11/2022,Civic Center DMS,29,
740149-22286-46468,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.59294412,-81.88986291,10/13/2022,Paige Field Airport DMS,55,
330206-22287-35709,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.48077994,-81.94132962,10/14/2022,Wakehatchee Park DMS,57,
710134-22286-40032,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.6033351,-81.6853807,10/13/2022,Civic Center DMS,42,
330007-22285-34238,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.4857107,-81.9412029,10/12/2022,Wakehatchee Park DMS,67,
330007-22281-63260,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,C and D,26.4654036,-81.9552774,10/8/2022,Wakehatchee Park DMS,67,
330060-22284-40579,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.58801301,-81.89753708,10/11/2022,Wakehatchee Park DMS,56,
330710-22281-55161,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.51578086,-81.97073276,10/8/2022,Wakehatchee Park DMS,50,
330061-22283-56122,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.58999525,-81.89638305,10/10/2022,Paige Field Airport DMS,68,
749104-22288-59949,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.5863354,-82.1148481,10/15/2022,Pine Island DMS,65,
749050-22285-58537,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.4910131,-81.8181357,10/12/2022,Domestic Rd DMS,43,
749217-22288-52588,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.459199,-81.7971114,10/15/2022,Domestic Rd DMS,43,
749008-22282-41740,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,Vegetation,26.4985238,-81.8671717,10/9/2022,Wakehatchee Park DMS,32,
727802-22283-28710,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.4961819,-81.9408501,10/10/2022,Wakehatchee Park DMS,46,
300210-22288-38403,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.51492262,-81.95689249,10/15/2022,AandW Bulb Rd DMS,34,
727801-22282-43799,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,C and D,26.4957986,-81.9415157,10/9/2022,Wakehatchee Park DMS,42,
330036-22281-31513,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.6361697,-81.6579216,10/8/2022,Civic Center DMS,61,
749109-22287-42602,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.67839312,-81.88668482,10/14/2022,Civic Center DMS,48,
300233-22284-49905,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.71429569,-81.75253134,10/12/2022,Civic Center DMS,48,
740128-22287-61774,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.47694167,-81.82204664,10/14/2022,Domestic Rd DMS,46,
1024910-22282-54713,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,Vegetation,26.57897268,-81.86102827,10/9/2022,Paige Field Airport DMS,70,
330029-22282-47293,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,Vegetation,26.5771812,-81.8681008,10/9/2022,Paige Field Airport DMS,76,
300231-22288-55498,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,C and D,26.56425042,-81.91163163,10/15/2022,Wakehatchee Park DMS,57,
330705-22280-33864,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,Vegetation,26.51527563,-81.85270349,10/7/2022,Wakehatchee Park DMS,34,
330710-22286-28898,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,C and D,26.54575125,-81.91516019,10/13/2022,Wakehatchee Park DMS,50,
710137-22286-46936,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.51714277,-81.87002951,10/13/2022,Wakehatchee Park DMS,46,
749018-22287-50367,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.48382117,-81.82864331,10/14/2022,Domestic Rd DMS,54,
710140-22286-39923,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.50973981,-81.86386117,10/13/2022,Wakehatchee Park DMS,29,
749043-22288-64551,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.45880728,-81.80104318,10/15/2022,Domestic Rd DMS,30,
300231-22281-40932,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,C and D,26.57955768,-81.89761624,10/8/2022,Wakehatchee Park DMS,57,
749022-22288-36556,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.47161839,-81.80932324,10/15/2022,Domestic Rd DMS,46,
300200-22288-31771,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.5196316,-81.962147,10/15/2022,AandW Bulb Rd DMS,36,
1023756-22281-33271,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.51421268,-81.83037459,10/8/2022,Wakehatchee Park DMS,38,
330007-22280-40433,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,C and D,26.4652612,-81.9552335,10/7/2022,Wakehatchee Park DMS,62,
300202-22280-58756,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,Vegetation,26.51163477,-81.95675462,10/7/2022,Wakehatchee Park DMS,32,
740006-22284-41646,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.7399149,-81.7244659,10/11/2022,Civic Center DMS,53,
1024911-22288-27052,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.57394208,-81.87631334,10/15/2022,Paige Field Airport DMS,40,
1024912-22286-41324,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.56969282,-81.8762595,10/13/2022,Paige Field Airport DMS,41,
749112-22288-36037,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.6744424,-81.8923292,10/15/2022,Civic Center DMS,48,
300215-22281-63223,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.7191109,-81.7149712,10/8/2022,Civic Center DMS,36,
300201-22284-61477,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.495161,-81.9398161,10/11/2022,Wakehatchee Park DMS,50,
727801-22280-35433,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,C and D,26.4974213,-81.9397644,10/7/2022,Wakehatchee Park DMS,48,
330715-22284-56620,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.5490273,-81.9148343,10/11/2022,Wakehatchee Park DMS,37,
720014-22281-48380,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.7065437,-81.6070459,10/8/2022,Civic Center DMS,67,
720162-22283-61921,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.5018231,-81.8685103,10/10/2022,Wakehatchee Park DMS,50,
330708-22284-45676,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.50913932,-81.84943502,10/11/2022,Wakehatchee Park DMS,41,
330028-22283-37955,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,C and D,26.4756436,-81.82831459,10/10/2022,Paige Field Airport DMS,69,
300211-22287-59310,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.7205981,-81.7180608,10/14/2022,Civic Center DMS,40,
330007-22281-36022,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,C and D,26.4662895,-81.9557008,10/8/2022,Wakehatchee Park DMS,62,
330714-22282-52119,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,C and D,26.4355502,-81.9196094,10/9/2022,Wakehatchee Park DMS,53,
710137-22280-69666,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,Vegetation,26.5170778,-81.8720469,10/8/2022,Wakehatchee Park DMS,46,
330716-22284-66820,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,C and D,26.548914,-81.9197897,10/11/2022,Wakehatchee Park DMS,45,
102499-22288-45885,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.5670728,-81.8677181,10/15/2022,Paige Field Airport DMS,46,
330706-22281-33032,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.51551254,-81.84864974,10/8/2022,Wakehatchee Park DMS,44,
700106-22284-53433,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.57911706,-81.86446568,10/11/2022,Paige Field Airport DMS,53,
300215-22287-40213,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,C and D,26.72106284,-81.72202763,10/14/2022,Civic Center DMS,50,
330704-22285-48266,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.63384023,-81.91654405,10/12/2022,Paige Field Airport DMS,47,
330710-22283-32072,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.51051067,-81.97204842,10/10/2022,Wakehatchee Park DMS,59,
749025-22287-42980,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.4749501,-81.8100879,10/14/2022,Domestic Rd DMS,36,
300206-22288-53724,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.5228096,-81.9476006,10/15/2022,Wakehatchee Park DMS,62,
330721-22283-46776,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/10/2022,Vegetation,26.5118333,-81.9641333,10/10/2022,Wakehatchee Park DMS,51,
740044-22285-38199,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.473849,-81.8252695,10/12/2022,Paige Field Airport DMS,40,
330206-22281-27208,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,C and D,26.47604326,-81.95340024,10/8/2022,Wakehatchee Park DMS,65,
330009-22287-39177,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.4930656,-81.9380562,10/14/2022,Wakehatchee Park DMS,59,
330009-22278-60757,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/5/2022,C and D,26.463094,-81.9476811,10/5/2022,Wakehatchee Park DMS,59,
740035-22287-38911,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.72151044,-81.86886306,10/14/2022,Civic Center DMS,60,
330705-22281-28634,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.5157446,-81.84864165,10/8/2022,Wakehatchee Park DMS,51,
330715-22288-58875,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.51448824,-81.96869007,10/15/2022,Wakehatchee Park DMS,56,
330011-22280-35662,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/7/2022,C and D,26.4651086,-81.955107,10/7/2022,Wakehatchee Park DMS,66,
749029-22288-43142,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/15/2022,Vegetation,26.4880494,-81.8087946,10/15/2022,Domestic Rd DMS,54,
720157-22285-63285,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.614648,-82.1213751,10/13/2022,Pine Island DMS,43,
330059-22285-57422,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,C and D,26.5891003,-81.89794504,10/12/2022,Wakehatchee Park DMS,53,
740036-22287-52068,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.71853644,-81.86886849,10/14/2022,Civic Center DMS,49,
300204-22281-27405,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/8/2022,Vegetation,26.50951771,-81.95923929,10/8/2022,Wakehatchee Park DMS,55,
300214-22282-62495,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,Vegetation,26.71661206,-81.69630232,10/10/2022,Civic Center DMS,40,
710155-22284-28494,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/11/2022,Vegetation,26.72576623,-81.76560546,10/11/2022,Civic Center DMS,27,
745024-22286-62100,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/13/2022,Vegetation,26.48303469,-81.80763264,10/13/2022,Domestic Rd DMS,50,
749104-22287-37164,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/14/2022,Vegetation,26.5850829,-82.1150856,10/14/2022,Pine Island DMS,69,
300202-22285-60812,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/12/2022,Vegetation,26.5092976,-81.95710074,10/12/2022,Wakehatchee Park DMS,40,
330720-22282-46848,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,10/9/2022,Vegetation,26.51617879,-81.92959646,10/9/2022,Wakehatchee Park DMS,49,
